feature_pair,feature_a,feature_b,schemas_with_pair,schemas_without_pair,support,timeout_with_pair,timeout_without_pair,timeout_denominator_with,timeout_denominator_without,timeout_rate_with,timeout_rate_without,lift,delta,eligible_lift
has_pattern__AND__has_type,has_pattern,has_type,1133,3827,0.228427,150,40,1133,3827,0.132392,0.0104521,12.6666,0.12194,true
has_maxLength__AND__has_oneOf,has_maxLength,has_oneOf,85,4875,0.0171371,34,156,85,4875,0.4,0.032,12.5,0.368,true
has_maxItems__AND__has_patternProperties,has_maxItems,has_patternProperties,32,4928,0.00645161,14,176,32,4928,0.4375,0.0357143,12.25,0.401786,true
has_maxItems__AND__has_oneOf,has_maxItems,has_oneOf,58,4902,0.0116935,24,166,58,4902,0.413793,0.0338637,12.2194,0.379929,true
has_pattern__AND__has_properties,has_pattern,has_properties,1122,3838,0.22621,148,42,1122,3838,0.131907,0.0109432,12.0538,0.120964,true
has_default__AND__has_maxLength,has_default,has_maxLength,99,4861,0.0199597,36,154,99,4861,0.363636,0.0316807,11.4782,0.331956,true
has_maxLength__AND__has_minimum,has_maxLength,has_minimum,162,4798,0.0326613,53,137,162,4798,0.32716,0.0285536,11.4578,0.298607,true
has_maximum__AND__has_pattern,has_maximum,has_pattern,136,4824,0.0274194,41,149,136,4824,0.301471,0.0308872,9.76036,0.270583,true
has_enum__AND__has_maxItems,has_enum,has_maxItems,132,4828,0.0266129,40,150,132,4828,0.30303,0.0310688,9.75354,0.271962,true
has_minLength__AND__has_patternProperties,has_minLength,has_patternProperties,91,4869,0.0183468,29,161,91,4869,0.318681,0.0330663,9.63764,0.285615,true
has_items__AND__has_minLength,has_items,has_minLength,397,4563,0.0800403,85,105,397,4563,0.214106,0.0230112,9.30443,0.191095,true
has_minLength__AND__has_required,has_minLength,has_required,597,4363,0.120363,106,84,597,4363,0.177554,0.0192528,9.22226,0.158302,true
has_boolean_schema__AND__has_maxItems,has_boolean_schema,has_maxItems,154,4806,0.0310484,43,147,154,4806,0.279221,0.0305868,9.12881,0.248634,true
has_boolean_schema__AND__has_pattern,has_boolean_schema,has_pattern,741,4219,0.149395,117,73,741,4219,0.157895,0.0173027,9.12545,0.140592,true
has_additionalProperties__AND__has_maxItems,has_additionalProperties,has_maxItems,156,4804,0.0314516,43,147,156,4804,0.275641,0.0305995,9.00802,0.245042,true
has_minLength__AND__has_minimum,has_minLength,has_minimum,170,4790,0.0342742,46,144,170,4790,0.270588,0.0300626,9.00082,0.240526,true
has_default__AND__has_minLength,has_default,has_minLength,114,4846,0.0229839,33,157,114,4846,0.289474,0.0323979,8.93496,0.257076,true
has_additionalProperties__AND__has_pattern,has_additionalProperties,has_pattern,755,4205,0.152218,117,73,755,4205,0.154967,0.0173603,8.92652,0.137607,true
has_maxItems__AND__has_maximum,has_maxItems,has_maximum,55,4905,0.0110887,17,173,55,4905,0.309091,0.0352701,8.76353,0.273821,true
has_enum__AND__has_pattern,has_enum,has_pattern,639,4321,0.128831,101,89,639,4321,0.158059,0.0205971,7.67388,0.137462,true
has_maxItems__AND__has_minimum,has_maxItems,has_minimum,76,4884,0.0153226,20,170,76,4884,0.263158,0.0348075,7.56037,0.22835,true
has_minLength__AND__has_oneOf,has_minLength,has_oneOf,131,4829,0.0264113,31,159,131,4829,0.236641,0.0329261,7.18705,0.203715,true
has_items__AND__has_maxItems,has_items,has_maxItems,209,4751,0.0421371,45,145,209,4751,0.215311,0.0305199,7.05478,0.184791,true
has_maxItems__AND__has_properties,has_maxItems,has_properties,209,4751,0.0421371,45,145,209,4751,0.215311,0.0305199,7.05478,0.184791,true
has_maxItems__AND__has_type,has_maxItems,has_type,210,4750,0.0423387,45,145,210,4750,0.214286,0.0305263,7.0197,0.183759,true
has_default__AND__has_maxItems,has_default,has_maxItems,23,4937,0.0046371,6,184,23,4937,0.26087,0.0372696,6.99953,0.2236,true
has_maxItems__AND__has_required,has_maxItems,has_required,167,4793,0.0336694,36,154,167,4793,0.215569,0.0321302,6.70923,0.183439,true
has_pattern__AND__has_patternProperties,has_pattern,has_patternProperties,130,4830,0.0262097,29,161,130,4830,0.223077,0.0333333,6.69231,0.189744,true
has_enum__AND__has_maximum,has_enum,has_maximum,221,4739,0.0445565,45,145,221,4739,0.20362,0.0305972,6.65486,0.173023,true
has_minimum__AND__has_pattern,has_minimum,has_pattern,222,4738,0.0447581,45,145,222,4738,0.202703,0.0306036,6.62349,0.172099,true
has_pattern__AND__has_required,has_pattern,has_required,924,4036,0.18629,113,77,924,4036,0.122294,0.0190783,6.41013,0.103216,true
has_boolean_schema__AND__has_maximum,has_boolean_schema,has_maximum,215,4745,0.0433468,40,150,215,4745,0.186047,0.0316122,5.88527,0.154434,true
has_additionalProperties__AND__has_maximum,has_additionalProperties,has_maximum,217,4743,0.04375,40,150,217,4743,0.184332,0.0316256,5.82857,0.152706,true
has_items__AND__has_pattern,has_items,has_pattern,740,4220,0.149194,96,94,740,4220,0.12973,0.0222749,5.82404,0.107455,true
has_maximum__AND__has_patternProperties,has_maximum,has_patternProperties,53,4907,0.0106855,11,179,53,4907,0.207547,0.0364785,5.68958,0.171069,true
has_maxLength__AND__has_minItems,has_maxLength,has_minItems,79,4881,0.0159274,16,174,79,4881,0.202532,0.0356484,5.68136,0.166883,true
has_oneOf__AND__has_pattern,has_oneOf,has_pattern,180,4780,0.0362903,29,161,180,4780,0.161111,0.033682,4.7833,0.127429,true
has_enum__AND__has_patternProperties,has_enum,has_patternProperties,156,4804,0.0314516,25,165,156,4804,0.160256,0.0343464,4.66589,0.12591,true
has_minItems__AND__has_pattern,has_minItems,has_pattern,186,4774,0.0375,29,161,186,4774,0.155914,0.0337243,4.62319,0.12219,true
has_items__AND__has_maximum,has_items,has_maximum,187,4773,0.0377016,29,161,187,4773,0.15508,0.0337314,4.5975,0.121349,true
has_default__AND__has_maximum,has_default,has_maximum,125,4835,0.0252016,20,170,125,4835,0.16,0.0351603,4.55059,0.12484,true
has_enum__AND__has_minimum,has_enum,has_minimum,350,4610,0.0705645,48,142,350,4610,0.137143,0.0308026,4.45231,0.10634,true
has_maximum__AND__has_minimum,has_maximum,has_minimum,346,4614,0.0697581,47,143,346,4614,0.135838,0.0309926,4.38292,0.104846,true
has_maximum__AND__has_properties,has_maximum,has_properties,347,4613,0.0699597,47,143,347,4613,0.135447,0.0309993,4.36934,0.104447,true
has_const__AND__has_minimum,has_const,has_minimum,6,4954,0.00120968,1,189,6,4954,0.166667,0.038151,4.36861,0.128516,true
has_maximum__AND__has_type,has_maximum,has_type,352,4608,0.0709677,47,143,352,4608,0.133523,0.031033,4.30261,0.10249,true
has_boolean_schema__AND__has_properties,has_boolean_schema,has_properties,2266,2694,0.456855,148,42,2266,2694,0.0653133,0.0155902,4.18938,0.0497231,true
has_additionalProperties__AND__has_boolean_schema,has_additionalProperties,has_boolean_schema,2270,2690,0.457661,148,42,2270,2690,0.0651982,0.0156134,4.17579,0.0495849,true
has_maximum__AND__has_required,has_maximum,has_required,299,4661,0.0602823,40,150,299,4661,0.133779,0.0321819,4.15697,0.101597,true
has_boolean_schema__AND__has_type,has_boolean_schema,has_type,2284,2676,0.460484,148,42,2284,2676,0.0647986,0.0156951,4.1286,0.0491035,true
has_additionalProperties__AND__has_properties,has_additionalProperties,has_properties,2338,2622,0.471371,148,42,2338,2622,0.063302,0.0160183,3.95185,0.0472837,true
has_additionalProperties__AND__has_type,has_additionalProperties,has_type,2363,2597,0.476411,148,42,2363,2597,0.0626322,0.0161725,3.87276,0.0464597,true
has_boolean_schema__AND__has_minimum,has_boolean_schema,has_minimum,378,4582,0.0762097,46,144,378,4582,0.121693,0.0314273,3.87221,0.0902658,true
has_boolean_schema__AND__has_enum,has_boolean_schema,has_enum,1015,3945,0.204637,94,96,1015,3945,0.0926108,0.0243346,3.80573,0.0682762,true
has_maximum__AND__has_oneOf,has_maximum,has_oneOf,65,4895,0.0131048,9,181,65,4895,0.138462,0.0369765,3.74458,0.101485,true
has_additionalProperties__AND__has_minimum,has_additionalProperties,has_minimum,392,4568,0.0790323,46,144,392,4568,0.117347,0.0315236,3.72251,0.0858233,true
has_additionalProperties__AND__has_enum,has_additionalProperties,has_enum,1044,3916,0.210484,94,96,1044,3916,0.0900383,0.0245148,3.67281,0.0655235,true
has_minimum__AND__has_patternProperties,has_minimum,has_patternProperties,82,4878,0.0165323,11,179,82,4878,0.134146,0.0366954,3.65568,0.097451,true
has_boolean_schema__AND__has_patternProperties,has_boolean_schema,has_patternProperties,245,4715,0.0493952,29,161,245,4715,0.118367,0.0341463,3.46647,0.084221,true
has_additionalProperties__AND__has_patternProperties,has_additionalProperties,has_patternProperties,250,4710,0.0504032,29,161,250,4710,0.116,0.0341826,3.39354,0.0818174,true
has_oneOf__AND__has_patternProperties,has_oneOf,has_patternProperties,115,4845,0.0231855,14,176,115,4845,0.121739,0.0363261,3.35128,0.085413,true
has_default__AND__has_pattern,has_default,has_pattern,341,4619,0.06875,36,154,341,4619,0.105572,0.0333405,3.16647,0.0722313,true
has_boolean_schema__AND__has_oneOf,has_boolean_schema,has_oneOf,334,4626,0.0673387,35,155,334,4626,0.10479,0.0335063,3.12749,0.0712842,true
has_additionalProperties__AND__has_oneOf,has_additionalProperties,has_oneOf,343,4617,0.0691532,35,155,343,4617,0.102041,0.0335716,3.0395,0.0684692,true
has_patternProperties__AND__has_properties,has_patternProperties,has_properties,291,4669,0.0586694,30,160,291,4669,0.103093,0.0342686,3.00838,0.0688242,true
has_enum__AND__has_oneOf,has_enum,has_oneOf,319,4641,0.0643145,32,158,319,4641,0.100313,0.0340444,2.94655,0.0662691,true
has_items__AND__has_minimum,has_items,has_minimum,379,4581,0.0764113,36,154,379,4581,0.0949868,0.0336171,2.82555,0.0613697,true
has_maximum__AND__has_minItems,has_maximum,has_minItems,76,4884,0.0153226,8,182,76,4884,0.105263,0.0372645,2.82475,0.0679986,true
has_boolean_schema__AND__has_required,has_boolean_schema,has_required,1856,3104,0.374194,119,71,1856,3104,0.0641164,0.0228737,2.80306,0.0412427,true
has_patternProperties__AND__has_type,has_patternProperties,has_type,313,4647,0.0631048,30,160,313,4647,0.0958466,0.0344308,2.78375,0.0614158,true
has_items__AND__has_patternProperties,has_items,has_patternProperties,206,4754,0.0415323,20,170,206,4754,0.0970874,0.0357594,2.71502,0.061328,true
has_enum__AND__has_items,has_enum,has_items,1070,3890,0.215726,81,109,1070,3890,0.0757009,0.0280206,2.70162,0.0476804,true
has_additionalProperties__AND__has_required,has_additionalProperties,has_required,1908,3052,0.384677,119,71,1908,3052,0.062369,0.0232634,2.68099,0.0391055,true
has_maxItems__AND__has_minItems,has_maxItems,has_minItems,143,4817,0.0288306,14,176,143,4817,0.0979021,0.0365373,2.67951,0.0613648,true
has_enum__AND__has_properties,has_enum,has_properties,1942,3018,0.391532,120,70,1942,3018,0.061792,0.0231942,2.66412,0.0385978,true
has_enum__AND__has_type,has_enum,has_type,1955,3005,0.394153,120,70,1955,3005,0.0613811,0.0232945,2.635,0.0380866,true
has_maxLength__AND__has_multipleOf,has_maxLength,has_multipleOf,10,4950,0.00201613,1,189,10,4950,0.1,0.0381818,2.61905,0.0618182,true
has_maxLength__AND__has_ref,has_maxLength,has_ref,82,4878,0.0165323,8,182,82,4878,0.097561,0.0373104,2.61485,0.0602506,true
has_minimum__AND__has_oneOf,has_minimum,has_oneOf,115,4845,0.0231855,11,179,115,4845,0.0956522,0.0369453,2.58902,0.0587069,true
has_patternProperties__AND__has_required,has_patternProperties,has_required,242,4718,0.0487903,22,168,242,4718,0.0909091,0.0356083,2.55303,0.0553008,true
has_items__AND__has_oneOf,has_items,has_oneOf,384,4576,0.0774194,33,157,384,4576,0.0859375,0.0343094,2.50478,0.0516281,true
has_minItems__AND__has_not,has_minItems,has_not,21,4939,0.00423387,2,188,21,4939,0.0952381,0.0380644,2.50203,0.0571737,true
has_minItems__AND__has_minLength,has_minItems,has_minLength,176,4784,0.0354839,16,174,176,4784,0.0909091,0.0363712,2.49948,0.0545379,true
has_defs__AND__has_maxLength,has_defs,has_maxLength,86,4874,0.0173387,8,182,86,4874,0.0930233,0.037341,2.49118,0.0556823,true
has_default__AND__has_patternProperties,has_default,has_patternProperties,54,4906,0.0108871,5,185,54,4906,0.0925926,0.0377089,2.45546,0.0548837,true
has_properties__AND__has_type,has_properties,has_type,4834,126,0.974597,188,2,4834,126,0.0388912,0.015873,2.45014,0.0230182,true
has_allOf__AND__has_maxItems,has_allOf,has_maxItems,11,4949,0.00221774,1,189,11,4949,0.0909091,0.0381895,2.38047,0.0527196,true
has_maximum__AND__has_multipleOf,has_maximum,has_multipleOf,11,4949,0.00221774,1,189,11,4949,0.0909091,0.0381895,2.38047,0.0527196,true
has_minLength__AND__has_multipleOf,has_minLength,has_multipleOf,11,4949,0.00221774,1,189,11,4949,0.0909091,0.0381895,2.38047,0.0527196,true
has_minimum__AND__has_properties,has_minimum,has_properties,759,4201,0.153024,55,135,759,4201,0.0724638,0.0321352,2.25497,0.0403286,true
has_minimum__AND__has_type,has_minimum,has_type,769,4191,0.15504,55,135,769,4191,0.0715215,0.0322119,2.22034,0.0393096,true
has_minimum__AND__has_required,has_minimum,has_required,658,4302,0.132661,48,142,658,4302,0.0729483,0.0330079,2.21003,0.0399404,true
has_boolean_schema__AND__has_items,has_boolean_schema,has_items,1330,3630,0.268145,85,105,1330,3630,0.0639098,0.0289256,2.20945,0.0349842,true
has_oneOf__AND__has_properties,has_oneOf,has_properties,497,4463,0.100202,37,153,497,4463,0.0744467,0.0342819,2.1716,0.0401648,true
has_oneOf__AND__has_type,has_oneOf,has_type,502,4458,0.10121,37,153,502,4458,0.0737052,0.0343203,2.14757,0.0393849,true
has_additionalProperties__AND__has_items,has_additionalProperties,has_items,1380,3580,0.278226,85,105,1380,3580,0.0615942,0.0293296,2.10007,0.0322646,true
has_default__AND__has_minimum,has_default,has_minimum,278,4682,0.0560484,21,169,278,4682,0.0755396,0.0360957,2.09276,0.0394439,true
has_boolean_schema__AND__has_default,has_boolean_schema,has_default,504,4456,0.101613,36,154,504,4456,0.0714286,0.0345601,2.06679,0.0368684,true
has_boolean_schema__AND__has_minItems,has_boolean_schema,has_minItems,312,4648,0.0629032,23,167,312,4648,0.0737179,0.0359294,2.05174,0.0377885,true
has_additionalProperties__AND__has_minItems,has_additionalProperties,has_minItems,318,4642,0.0641129,23,167,318,4642,0.072327,0.0359759,2.01043,0.0363512,true
has_additionalProperties__AND__has_default,has_additionalProperties,has_default,530,4430,0.106855,36,154,530,4430,0.0679245,0.034763,1.95393,0.0331615,true
has_not__AND__has_pattern,has_not,has_pattern,27,4933,0.00544355,2,188,27,4933,0.0740741,0.0381107,1.94366,0.0359634,true
has_minItems__AND__has_minimum,has_minItems,has_minimum,156,4804,0.0314516,11,179,156,4804,0.0705128,0.0372606,1.89242,0.0332522,true
has_enum__AND__has_required,has_enum,has_required,1516,3444,0.305645,86,104,1516,3444,0.0567282,0.0301974,1.87858,0.0265308,true
has_maxLength__AND__has_not,has_maxLength,has_not,14,4946,0.00282258,1,189,14,4946,0.0714286,0.0382127,1.86924,0.0332159,true
has_enum__AND__has_minItems,has_enum,has_minItems,292,4668,0.058871,19,171,292,4668,0.0650685,0.0366324,1.77626,0.0284361,true
has_minLength__AND__has_minProperties,has_minLength,has_minProperties,15,4945,0.00302419,1,189,15,4945,0.0666667,0.0382204,1.74427,0.0284462,true
has_not__AND__has_oneOf,has_not,has_oneOf,32,4928,0.00645161,2,188,32,4928,0.0625,0.0381494,1.6383,0.0243506,true
has_oneOf__AND__has_required,has_oneOf,has_required,438,4522,0.0883065,26,164,438,4522,0.0593607,0.0362671,1.63676,0.0230936,true
has_minItems__AND__has_required,has_minItems,has_required,539,4421,0.108669,31,159,539,4421,0.0575139,0.0359647,1.59918,0.0215492,true
has_minItems__AND__has_oneOf,has_minItems,has_oneOf,134,4826,0.0270161,8,182,134,4826,0.0597015,0.0377124,1.58307,0.0219891,true
has_default__AND__has_enum,has_default,has_enum,563,4397,0.113508,31,159,563,4397,0.0550622,0.036161,1.52269,0.0189011,true
has_minItems__AND__has_properties,has_minItems,has_properties,566,4394,0.114113,31,159,566,4394,0.0547703,0.0361857,1.51359,0.0185846,true
has_minItems__AND__has_type,has_minItems,has_type,575,4385,0.115927,31,159,575,4385,0.053913,0.03626,1.48685,0.0176531,true
has_items__AND__has_properties,has_items,has_properties,2371,2589,0.478024,109,81,2371,2589,0.0459722,0.0312862,1.46941,0.014686,true
has_items__AND__has_minItems,has_items,has_minItems,565,4395,0.113911,30,160,565,4395,0.0530973,0.036405,1.45852,0.0166923,true
has_maximum__AND__has_not,has_maximum,has_not,18,4942,0.00362903,1,189,18,4942,0.0555556,0.0382436,1.45267,0.0173119,true
has_items__AND__has_type,has_items,has_type,2399,2561,0.483669,109,81,2399,2561,0.0454356,0.0316283,1.43655,0.0138073,true
has_minLength__AND__has_ref,has_minLength,has_ref,134,4826,0.0270161,7,183,134,4826,0.0522388,0.0379196,1.37762,0.0143192,true
has_items__AND__has_not,has_items,has_not,40,4920,0.00806452,2,188,40,4920,0.05,0.0382114,1.30851,0.0117886,true
has_defs__AND__has_minLength,has_defs,has_minLength,142,4818,0.028629,7,183,142,4818,0.0492958,0.0379826,1.29785,0.0113132,true
has_minimum__AND__has_multipleOf,has_minimum,has_multipleOf,21,4939,0.00423387,1,189,21,4939,0.047619,0.0382669,1.24439,0.00935219,true
has_defs__AND__has_not,has_defs,has_not,43,4917,0.00866935,2,188,43,4917,0.0465116,0.0382347,1.21648,0.00827693,true
has_enum__AND__has_not,has_enum,has_not,43,4917,0.00866935,2,188,43,4917,0.0465116,0.0382347,1.21648,0.00827693,true
has_not__AND__has_ref,has_not,has_ref,43,4917,0.00866935,2,188,43,4917,0.0465116,0.0382347,1.21648,0.00827693,true
has_pattern__AND__has_ref,has_pattern,has_ref,329,4631,0.0663306,15,175,329,4631,0.0455927,0.0377888,1.20651,0.00780389,true
has_defs__AND__has_pattern,has_defs,has_pattern,344,4616,0.0693548,15,175,344,4616,0.0436047,0.0379116,1.15017,0.00569304,true
has_items__AND__has_required,has_items,has_required,1924,3036,0.387903,80,110,1924,3036,0.04158,0.0362319,1.14761,0.00534816,true
has_default__AND__has_required,has_default,has_required,890,4070,0.179435,37,153,890,4070,0.041573,0.0375921,1.1059,0.0039809,true
has_minLength__AND__has_not,has_minLength,has_not,24,4936,0.00483871,1,189,24,4936,0.0416667,0.0382901,1.08818,0.00337655,true
has_minimum__AND__has_not,has_minimum,has_not,24,4936,0.00483871,1,189,24,4936,0.0416667,0.0382901,1.08818,0.00337655,true
has_anyOf__AND__has_maxLength,has_anyOf,has_maxLength,25,4935,0.00504032,1,189,25,4935,0.04,0.0382979,1.04444,0.00170213,true
has_not__AND__has_required,has_not,has_required,53,4907,0.0106855,2,188,53,4907,0.0377358,0.0383126,0.984946,-0.000576766,true
has_anyOf__AND__has_not,has_anyOf,has_not,27,4933,0.00544355,1,189,27,4933,0.037037,0.0383134,0.966686,-0.00127636,true
has_required__AND__has_type,has_required,has_type,3619,1341,0.729637,137,53,3619,1341,0.0378558,0.0395227,0.957822,-0.00166698,true
has_properties__AND__has_required,has_properties,has_required,3620,1340,0.729839,137,53,3620,1340,0.0378453,0.0395522,0.956844,-0.00170693,true
has_defs__AND__has_maxItems,has_defs,has_maxItems,82,4878,0.0165323,3,187,82,4878,0.0365854,0.0383354,0.95435,-0.00175002,true
has_maxItems__AND__has_ref,has_maxItems,has_ref,82,4878,0.0165323,3,187,82,4878,0.0365854,0.0383354,0.95435,-0.00175002,true
has_not__AND__has_properties,has_not,has_properties,55,4905,0.0110887,2,188,55,4905,0.0363636,0.0383282,0.948743,-0.0019646,true
has_not__AND__has_type,has_not,has_type,56,4904,0.0112903,2,188,56,4904,0.0357143,0.0383361,0.931611,-0.00262177,true
has_default__AND__has_properties,has_default,has_properties,1103,3857,0.222379,39,151,1103,3857,0.0353581,0.0391496,0.903154,-0.00379148,true
has_default__AND__has_type,has_default,has_type,1115,3845,0.224798,39,151,1115,3845,0.0349776,0.0392718,0.890654,-0.0042942,true
has_multipleOf__AND__has_required,has_multipleOf,has_required,30,4930,0.00604839,1,189,30,4930,0.0333333,0.0383367,0.869489,-0.00500338,true
has_default__AND__has_oneOf,has_default,has_oneOf,96,4864,0.0193548,3,187,96,4864,0.03125,0.0384457,0.812834,-0.00719572,true
has_minItems__AND__has_ref,has_minItems,has_ref,229,4731,0.0461694,7,183,229,4731,0.0305677,0.038681,0.79025,-0.00811335,true
has_const__AND__has_required,has_const,has_required,33,4927,0.00665323,1,189,33,4927,0.030303,0.0383601,0.789963,-0.00805703,true
has_defs__AND__has_minItems,has_defs,has_minItems,236,4724,0.0475806,7,183,236,4724,0.029661,0.0387384,0.765676,-0.00907734,true
has_default__AND__has_minItems,has_default,has_minItems,102,4858,0.0205645,3,187,102,4858,0.0294118,0.0384932,0.764077,-0.00908144,true
has_multipleOf__AND__has_properties,has_multipleOf,has_properties,37,4923,0.00745968,1,189,37,4923,0.027027,0.0383912,0.70399,-0.0113642,true
has_multipleOf__AND__has_type,has_multipleOf,has_type,37,4923,0.00745968,1,189,37,4923,0.027027,0.0383912,0.70399,-0.0113642,true
has_additionalProperties__AND__has_not,has_additionalProperties,has_not,39,4921,0.0078629,1,189,39,4921,0.025641,0.0384068,0.667616,-0.0127658,true
has_allOf__AND__has_minItems,has_allOf,has_minItems,39,4921,0.0078629,1,189,39,4921,0.025641,0.0384068,0.667616,-0.0127658,true
has_boolean_schema__AND__has_not,has_boolean_schema,has_not,39,4921,0.0078629,1,189,39,4921,0.025641,0.0384068,0.667616,-0.0127658,true
has_const__AND__has_properties,has_const,has_properties,39,4921,0.0078629,1,189,39,4921,0.025641,0.0384068,0.667616,-0.0127658,true
has_const__AND__has_type,has_const,has_type,39,4921,0.0078629,1,189,39,4921,0.025641,0.0384068,0.667616,-0.0127658,true
has_minProperties__AND__has_pattern,has_minProperties,has_pattern,39,4921,0.0078629,1,189,39,4921,0.025641,0.0384068,0.667616,-0.0127658,true
has_minimum__AND__has_ref,has_minimum,has_ref,209,4751,0.0421371,5,185,209,4751,0.0239234,0.0389392,0.61438,-0.0150157,true
has_defs__AND__has_minimum,has_defs,has_minimum,212,4748,0.0427419,5,185,212,4748,0.0235849,0.0389638,0.605303,-0.0153789,true
has_allOf__AND__has_pattern,has_allOf,has_pattern,46,4914,0.00927419,1,189,46,4914,0.0217391,0.0384615,0.565217,-0.0167224,true
has_minProperties__AND__has_ref,has_minProperties,has_ref,46,4914,0.00927419,1,189,46,4914,0.0217391,0.0384615,0.565217,-0.0167224,true
has_anyOf__AND__has_maximum,has_anyOf,has_maximum,47,4913,0.00947581,1,189,47,4913,0.0212766,0.0384694,0.553079,-0.0171928,true
has_defs__AND__has_minProperties,has_defs,has_minProperties,47,4913,0.00947581,1,189,47,4913,0.0212766,0.0384694,0.553079,-0.0171928,true
has_oneOf__AND__has_ref,has_oneOf,has_ref,288,4672,0.0580645,6,184,288,4672,0.0208333,0.0393836,0.528986,-0.0185502,true
has_defs__AND__has_oneOf,has_defs,has_oneOf,291,4669,0.0586694,6,184,291,4669,0.0206186,0.0394089,0.523196,-0.0187903,true
has_default__AND__has_items,has_default,has_items,499,4461,0.100605,10,180,499,4461,0.0200401,0.0403497,0.49666,-0.0203096,true
has_items__AND__has_minProperties,has_items,has_minProperties,53,4907,0.0106855,1,189,53,4907,0.0188679,0.0385164,0.489867,-0.0196485,true
has_items__AND__has_ref,has_items,has_ref,792,4168,0.159677,16,174,792,4168,0.020202,0.0417466,0.48392,-0.0215446,true
has_boolean_schema__AND__has_ref,has_boolean_schema,has_ref,655,4305,0.132056,13,177,655,4305,0.0198473,0.041115,0.482727,-0.0212677,true
has_anyOf__AND__has_minLength,has_anyOf,has_minLength,56,4904,0.0112903,1,189,56,4904,0.0178571,0.03854,0.463341,-0.0206828,true
has_maximum__AND__has_ref,has_maximum,has_ref,113,4847,0.0227823,2,188,113,4847,0.0176991,0.0387869,0.456317,-0.0210878,true
has_defs__AND__has_maximum,has_defs,has_maximum,114,4846,0.0229839,2,188,114,4846,0.0175439,0.0387949,0.452221,-0.021251,true
has_additionalProperties__AND__has_ref,has_additionalProperties,has_ref,695,4265,0.140121,13,177,695,4265,0.018705,0.0415006,0.450717,-0.0227956,true
has_defs__AND__has_items,has_defs,has_items,842,4118,0.169758,16,174,842,4118,0.0190024,0.0422535,0.449723,-0.0232511,true
