context_family,context_feature,context_value,schema_id,test_id,test_index,expected_validity,outlines_result,failure_type,important_feature_values,schema_path,instance_preview
numeric,numeric_boundary_case,below_min,Github_easy---o10093.json,Github_easy---o10093.json::test_00002,2,invalid,rejected,CORRECT_INVALID,numeric_boundary_case=below_min; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o10093.json,"{""paging"": {""lastPage"": 0, ""minimum value of lastPage should be 1"": ""limit""}}"
numeric,numeric_boundary_case,below_min,Github_easy---o12299.json,Github_easy---o12299.json::test_00006,6,invalid,rejected,CORRECT_INVALID,numeric_boundary_case=below_min; numeric_target_type=number; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o12299.json,"{""components"": [{""date"": ""2022-01-01T12:00:00Z"", ""message"": ""Database is running smoothly"", ""name"": ""Database"", ""status"": ""OK""}, {""date"": ""2022-01-01T13:00:00Z"", ""message"": ""API is experiencing technical difficulties"", ""name"": ""API"", ""status"": ""UNKNOWN""}], ..."
numeric,numeric_has_default,true,Github_easy---o21768.json,Github_easy---o21768.json::test_00001,1,invalid,accepted,UNDER,numeric_has_default=true; numeric_boundary_case=below_min; numeric_target_type=number; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o21768.json,"{""temp"": -460.0}"
numeric,numeric_has_default,true,Github_easy---o21768.json,Github_easy---o21768.json::test_00004,4,invalid,accepted,UNDER,numeric_has_default=true; numeric_boundary_case=below_min; numeric_target_type=number; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o21768.json,"{""temp"": -459.68}"
numeric,numeric_has_default,true,Github_easy---o28258.json,Github_easy---o28258.json::test_00001,1,invalid,accepted,UNDER,numeric_has_default=true; numeric_boundary_case=above_max; numeric_target_type=mixed; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o28258.json,"{""r"": 256}"
numeric,numeric_has_default,true,Github_easy---o13652.json,Github_easy---o13652.json::test_00001,1,invalid,rejected,CORRECT_INVALID,numeric_has_default=true; numeric_boundary_case=inside_range; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o13652.json,"{""amount"": 2, ""category"": ""Electronics"", ""createdAt"": ""2022-12-25T14:30:00Z"", ""link"": ""https://www.apple.com/watch/"", ""note"": ""For my birthday"", ""product"": """"}"
numeric,numeric_has_default,true,Github_easy---o13652.json,Github_easy---o13652.json::test_00002,2,invalid,rejected,CORRECT_INVALID,numeric_has_default=true; numeric_boundary_case=inside_range; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o13652.json,"{""amount"": 2, ""category"": ""Electronics"", ""createdAt"": ""Invalid Date"", ""link"": ""https://www.apple.com/watch/"", ""note"": ""For my birthday"", ""product"": ""Apple Watch Series 8""}"
numeric,numeric_has_default,true,Github_easy---o13652.json,Github_easy---o13652.json::test_00003,3,invalid,rejected,CORRECT_INVALID,numeric_has_default=true; numeric_boundary_case=below_min; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o13652.json,"{""amount"": 0, ""category"": ""Electronics"", ""createdAt"": ""2022-12-25T14:30:00Z"", ""link"": ""https://www.apple.com/watch/"", ""note"": ""For my birthday"", ""product"": ""Apple Watch Series 8""}"
numeric,numeric_boundary_case,above_max,Github_easy---o13701.json,Github_easy---o13701.json::test_00005,5,invalid,accepted,UNDER,numeric_boundary_case=above_max; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o13701.json,"{""c"": ""eyJzdWIiOiIxMjM0NTY3ODkwIiwibmFtZSI6IkpvaGFuIjoiMjMwfQ"", ""m"": 101, ""p"": ""example"", ""t"": ""s""}"
numeric,numeric_boundary_case,above_max,Github_easy---o17424.json,Github_easy---o17424.json::test_00002,2,invalid,accepted,UNDER,numeric_boundary_case=above_max; numeric_target_type=number; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o17424.json,"{""angle"": 45.0, ""gain"": 130.0}"
numeric,numeric_boundary_case,above_max,Github_easy---o17424.json,Github_easy---o17424.json::test_00003,3,invalid,accepted,UNDER,numeric_boundary_case=above_max; numeric_target_type=number; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o17424.json,"{""angle"": 45.0, ""gain"": 128.1}"
numeric,numeric_boundary_case,above_max,Github_easy---o21869.json,Github_easy---o21869.json::test_00004,4,invalid,rejected,CORRECT_INVALID,numeric_boundary_case=above_max; numeric_target_type=number; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o21869.json,"{""badgelist"": [{""loc"": ""https://example.com/badge1"", ""priority"": 1.1}, {""loc"": ""not a uri"", ""priority"": 0.5}, {""loc"": ""https://example.com/badge3""}, ""not an object""]}"
numeric,numeric_boundary_case,above_max,Github_easy---o42534.json,Github_easy---o42534.json::test_00004,4,invalid,rejected,CORRECT_INVALID,numeric_boundary_case=above_max; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o42534.json,"{""day_of_month"": 15, ""day_of_week"": 3, ""hour_of_day"": 24, ""id"": ""http://schemas.gdbots.io/json-schema/gdbots/enrichments/mixin/time-parting/1-0-0.json#"", ""is_weekend"": false, ""month_of_year"": 6}"
numeric,numeric_boundary_case,above_max,Github_easy---o42534.json,Github_easy---o42534.json::test_00005,5,invalid,rejected,CORRECT_INVALID,numeric_boundary_case=above_max; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o42534.json,"{""day_of_month"": 15, ""day_of_week"": 8, ""hour_of_day"": 25, ""id"": ""http://schemas.gdbots.io/json-schema/gdbots/enrichments/mixin/time-parting/1-0-0.json#"", ""is_weekend"": false, ""month_of_year"": 13}"
numeric,numeric_target_type,mixed,Github_easy---o21466.json,Github_easy---o21466.json::test_00001,1,invalid,accepted,UNDER,numeric_target_type=mixed; numeric_boundary_case=below_min; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o21466.json,"{""_id"": ""dGVzdA"", ""_timestamp"": ""2022-01-01T00:00:00+00:00"", ""period"": ""month"", ""satisfaction_score"": -0.1, ""total_responses"": 1000}"
numeric,numeric_target_type,mixed,Github_easy---o21466.json,Github_easy---o21466.json::test_00003,3,invalid,accepted,UNDER,numeric_target_type=mixed; numeric_boundary_case=below_min; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o21466.json,"{""_id"": ""dGVzdA"", ""_timestamp"": ""2022-01-01T00:00:00+00:00"", ""period"": ""month"", ""satisfaction_score"": -1, ""total_responses"": 1000}"
numeric,numeric_target_type,mixed,Github_easy---o21466.json,Github_easy---o21466.json::test_00006,6,invalid,accepted,UNDER,numeric_target_type=mixed; numeric_boundary_case=below_min; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o21466.json,"{""_id"": ""MjAyMi0wMS0wMVQwMDowMDowMFoi"", ""_timestamp"": ""2022-01-01T00:00:00+00:00"", ""comments"": 20, ""period"": ""day"", ""satisfaction_score"": -1, ""total_responses"": 100}"
numeric,numeric_target_type,mixed,Github_easy---o21466.json,Github_easy---o21466.json::test_00002,2,invalid,rejected,CORRECT_INVALID,numeric_target_type=mixed; numeric_boundary_case=inside_range; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o21466.json,"{""_id"": ""dGVzdA"", ""_timestamp"": ""2022-01-01T00:00:00+00:00"", ""invalid_property"": ""this is an invalid property"", ""period"": ""month"", ""satisfaction_score"": 4.2, ""total_responses"": 1000}"
numeric,numeric_target_type,mixed,Github_easy---o21466.json,Github_easy---o21466.json::test_00004,4,invalid,rejected,CORRECT_INVALID,numeric_target_type=mixed; numeric_boundary_case=inside_range; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o21466.json,"{""_id"": ""dGVzdA"", ""_timestamp"": ""2022-01-01T00:00:00+00:00"", ""period"": ""year"", ""satisfaction_score"": 4.2, ""total_responses"": 1000}"
numeric,numeric_target_type,mixed,Github_easy---o23494.json,Github_easy---o23494.json::test_00001,1,invalid,rejected,CORRECT_INVALID,numeric_target_type=mixed; numeric_boundary_case=not_applicable; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o23494.json,{}
numeric,numeric_target_type,number,Github_easy---o12299.json,Github_easy---o12299.json::test_00001,1,invalid,accepted,UNDER,numeric_target_type=number; numeric_boundary_case=below_min; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o12299.json,"{""components"": [{""date"": ""2022-01-01T12:00:00Z"", ""message"": ""Component 1 is running smoothly"", ""name"": ""Component 1"", ""status"": ""OK""}, {""date"": ""2022-01-01T13:00:00Z"", ""message"": ""Component 2 is experiencing issues"", ""name"": ""Component 2"", ""status"": ""ERROR""..."
numeric,numeric_target_type,number,Github_easy---o12299.json,Github_easy---o12299.json::test_00002,2,invalid,accepted,UNDER,numeric_target_type=number; numeric_boundary_case=below_min; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o12299.json,"{""components"": [{""date"": ""2022-01-01T12:00:00Z"", ""message"": ""Component 1 is running smoothly"", ""name"": ""Component 1"", ""status"": ""OK""}, {""date"": ""2022-01-01T13:00:00Z"", ""message"": ""Component 2 is experiencing issues"", ""name"": ""Component 2"", ""status"": ""ERROR""..."
numeric,numeric_target_type,number,Github_easy---o12299.json,Github_easy---o12299.json::test_00003,3,invalid,accepted,UNDER,numeric_target_type=number; numeric_boundary_case=below_min; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o12299.json,"{""components"": [{""date"": ""2022-01-01T12:00:00Z"", ""message"": ""Component 1 is running smoothly"", ""name"": ""Component 1"", ""status"": ""OK""}, {""date"": ""2022-01-01T13:00:00Z"", ""name"": ""Component 2"", ""status"": ""ERROR""}], ""status"": ""OK"", ""uptime"": -1}"
numeric,numeric_target_type,number,Github_easy---o12299.json,Github_easy---o12299.json::test_00006,6,invalid,rejected,CORRECT_INVALID,numeric_target_type=number; numeric_boundary_case=below_min; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o12299.json,"{""components"": [{""date"": ""2022-01-01T12:00:00Z"", ""message"": ""Database is running smoothly"", ""name"": ""Database"", ""status"": ""OK""}, {""date"": ""2022-01-01T13:00:00Z"", ""message"": ""API is experiencing technical difficulties"", ""name"": ""API"", ""status"": ""UNKNOWN""}], ..."
numeric,numeric_target_type,number,Github_easy---o17424.json,Github_easy---o17424.json::test_00006,6,invalid,rejected,CORRECT_INVALID,numeric_target_type=number; numeric_boundary_case=not_applicable; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o17424.json,"{""angle"": 45.0}"
numeric,numeric_target_type,number,Github_easy---o19356.json,Github_easy---o19356.json::test_00001,1,invalid,rejected,CORRECT_INVALID,numeric_target_type=number; numeric_boundary_case=not_applicable; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o19356.json,"{""name"": ""Product A"", ""price"": -10.99, ""tags"": [""tag1"", ""tag2""]}"
numeric,numeric_property_required,true,Github_easy---o10065.json,Github_easy---o10065.json::test_00001,1,invalid,accepted,UNDER,numeric_property_required=true; numeric_boundary_case=below_min; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o10065.json,"{""matched"": -1, ""modified"": 1, ""upsertedId"": ""some_id""}"
numeric,numeric_property_required,true,Github_easy---o12299.json,Github_easy---o12299.json::test_00001,1,invalid,accepted,UNDER,numeric_property_required=true; numeric_boundary_case=below_min; numeric_target_type=number; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o12299.json,"{""components"": [{""date"": ""2022-01-01T12:00:00Z"", ""message"": ""Component 1 is running smoothly"", ""name"": ""Component 1"", ""status"": ""OK""}, {""date"": ""2022-01-01T13:00:00Z"", ""message"": ""Component 2 is experiencing issues"", ""name"": ""Component 2"", ""status"": ""ERROR""..."
numeric,numeric_property_required,true,Github_easy---o12299.json,Github_easy---o12299.json::test_00002,2,invalid,accepted,UNDER,numeric_property_required=true; numeric_boundary_case=below_min; numeric_target_type=number; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o12299.json,"{""components"": [{""date"": ""2022-01-01T12:00:00Z"", ""message"": ""Component 1 is running smoothly"", ""name"": ""Component 1"", ""status"": ""OK""}, {""date"": ""2022-01-01T13:00:00Z"", ""message"": ""Component 2 is experiencing issues"", ""name"": ""Component 2"", ""status"": ""ERROR""..."
numeric,numeric_property_required,true,Github_easy---o10065.json,Github_easy---o10065.json::test_00002,2,invalid,rejected,CORRECT_INVALID,numeric_property_required=true; numeric_boundary_case=inside_range; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o10065.json,"{""extraProperty"": ""extraValue"", ""matched"": 1, ""modified"": 1, ""upsertedId"": ""some_id""}"
numeric,numeric_property_required,true,Github_easy---o12299.json,Github_easy---o12299.json::test_00006,6,invalid,rejected,CORRECT_INVALID,numeric_property_required=true; numeric_boundary_case=below_min; numeric_target_type=number; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o12299.json,"{""components"": [{""date"": ""2022-01-01T12:00:00Z"", ""message"": ""Database is running smoothly"", ""name"": ""Database"", ""status"": ""OK""}, {""date"": ""2022-01-01T13:00:00Z"", ""message"": ""API is experiencing technical difficulties"", ""name"": ""API"", ""status"": ""UNKNOWN""}], ..."
