feature_pair,feature_a,feature_b,schemas_with_pair,schemas_without_pair,support,under_with_pair,under_without_pair,under_denominator_with,under_denominator_without,under_rate_with,under_rate_without,lift,delta,eligible_lift
has_defs__AND__has_items,has_defs,has_items,842,4118,0.169758,0,0,3240,11968,0,0,0,0,true
has_items__AND__has_ref,has_items,has_ref,792,4168,0.159677,0,0,3086,12122,0,0,0,0,true
has_minimum__AND__has_type,has_minimum,has_type,769,4191,0.15504,0,0,3453,11755,0,0,0,0,true
has_minimum__AND__has_properties,has_minimum,has_properties,759,4201,0.153024,0,0,3413,11795,0,0,0,0,true
has_additionalProperties__AND__has_pattern,has_additionalProperties,has_pattern,755,4205,0.152218,0,0,3680,11528,0,0,0,0,true
has_boolean_schema__AND__has_pattern,has_boolean_schema,has_pattern,741,4219,0.149395,0,0,3611,11597,0,0,0,0,true
has_items__AND__has_pattern,has_items,has_pattern,740,4220,0.149194,0,0,3792,11416,0,0,0,0,true
has_additionalProperties__AND__has_defs,has_additionalProperties,has_defs,736,4224,0.148387,0,0,2898,12310,0,0,0,0,true
has_minLength__AND__has_type,has_minLength,has_type,701,4259,0.141331,0,0,3139,12069,0,0,0,0,true
has_boolean_schema__AND__has_defs,has_boolean_schema,has_defs,697,4263,0.140524,0,0,2759,12449,0,0,0,0,true
has_minLength__AND__has_properties,has_minLength,has_properties,696,4264,0.140323,0,0,3123,12085,0,0,0,0,true
has_additionalProperties__AND__has_ref,has_additionalProperties,has_ref,695,4265,0.140121,0,0,2774,12434,0,0,0,0,true
has_minimum__AND__has_required,has_minimum,has_required,658,4302,0.132661,0,0,2998,12210,0,0,0,0,true
has_boolean_schema__AND__has_ref,has_boolean_schema,has_ref,655,4305,0.132056,0,0,2633,12575,0,0,0,0,true
has_enum__AND__has_pattern,has_enum,has_pattern,639,4321,0.128831,0,0,3234,11974,0,0,0,0,true
has_minLength__AND__has_required,has_minLength,has_required,597,4363,0.120363,0,0,2612,12596,0,0,0,0,true
has_minItems__AND__has_type,has_minItems,has_type,575,4385,0.115927,0,0,2513,12695,0,0,0,0,true
has_defs__AND__has_enum,has_defs,has_enum,570,4390,0.114919,0,0,2177,13031,0,0,0,0,true
has_minItems__AND__has_properties,has_minItems,has_properties,566,4394,0.114113,0,0,2475,12733,0,0,0,0,true
has_items__AND__has_minItems,has_items,has_minItems,565,4395,0.113911,0,0,2476,12732,0,0,0,0,true
has_default__AND__has_enum,has_default,has_enum,563,4397,0.113508,0,0,1956,13252,0,0,0,0,true
has_enum__AND__has_ref,has_enum,has_ref,551,4409,0.111089,0,0,2127,13081,0,0,0,0,true
has_maxLength__AND__has_type,has_maxLength,has_type,545,4415,0.109879,0,0,2538,12670,0,0,0,0,true
has_maxLength__AND__has_properties,has_maxLength,has_properties,540,4420,0.108871,0,0,2520,12688,0,0,0,0,true
has_minItems__AND__has_required,has_minItems,has_required,539,4421,0.108669,0,0,2399,12809,0,0,0,0,true
has_additionalProperties__AND__has_default,has_additionalProperties,has_default,530,4430,0.106855,0,0,2237,12971,0,0,0,0,true
has_boolean_schema__AND__has_default,has_boolean_schema,has_default,504,4456,0.101613,0,0,2138,13070,0,0,0,0,true
has_oneOf__AND__has_type,has_oneOf,has_type,502,4458,0.10121,0,0,1596,13612,0,0,0,0,true
has_default__AND__has_items,has_default,has_items,499,4461,0.100605,0,0,2001,13207,0,0,0,0,true
has_oneOf__AND__has_properties,has_oneOf,has_properties,497,4463,0.100202,0,0,1585,13623,0,0,0,0,true
has_oneOf__AND__has_required,has_oneOf,has_required,438,4522,0.0883065,0,0,1425,13783,0,0,0,0,true
has_maxLength__AND__has_required,has_maxLength,has_required,430,4530,0.0866935,0,0,1969,13239,0,0,0,0,true
has_additionalProperties__AND__has_minLength,has_additionalProperties,has_minLength,428,4532,0.0862903,0,0,1981,13227,0,0,0,0,true
has_boolean_schema__AND__has_minLength,has_boolean_schema,has_minLength,423,4537,0.0852823,0,0,1956,13252,0,0,0,0,true
has_anyOf__AND__has_type,has_anyOf,has_type,412,4548,0.0830645,0,0,1899,13309,0,0,0,0,true
has_anyOf__AND__has_properties,has_anyOf,has_properties,410,4550,0.0826613,0,0,1886,13322,0,0,0,0,true
has_items__AND__has_minLength,has_items,has_minLength,397,4563,0.0800403,0,0,2007,13201,0,0,0,0,true
has_maxLength__AND__has_minLength,has_maxLength,has_minLength,394,4566,0.0794355,0,0,1874,13334,0,0,0,0,true
has_additionalProperties__AND__has_minimum,has_additionalProperties,has_minimum,392,4568,0.0790323,0,0,1878,13330,0,0,0,0,true
has_items__AND__has_oneOf,has_items,has_oneOf,384,4576,0.0774194,0,0,1329,13879,0,0,0,0,true
has_items__AND__has_minimum,has_items,has_minimum,379,4581,0.0764113,0,0,1938,13270,0,0,0,0,true
has_boolean_schema__AND__has_minimum,has_boolean_schema,has_minimum,378,4582,0.0762097,0,0,1797,13411,0,0,0,0,true
has_additionalProperties__AND__has_maxLength,has_additionalProperties,has_maxLength,372,4588,0.075,0,0,1734,13474,0,0,0,0,true
has_boolean_schema__AND__has_maxLength,has_boolean_schema,has_maxLength,368,4592,0.0741935,0,0,1718,13490,0,0,0,0,true
has_maximum__AND__has_type,has_maximum,has_type,352,4608,0.0709677,0,0,1670,13538,0,0,0,0,true
has_anyOf__AND__has_required,has_anyOf,has_required,350,4610,0.0705645,0,0,1659,13549,0,0,0,0,true
has_enum__AND__has_minimum,has_enum,has_minimum,350,4610,0.0705645,0,0,1685,13523,0,0,0,0,true
has_maximum__AND__has_properties,has_maximum,has_properties,347,4613,0.0699597,0,0,1651,13557,0,0,0,0,true
has_maximum__AND__has_minimum,has_maximum,has_minimum,346,4614,0.0697581,0,0,1639,13569,0,0,0,0,true
has_defs__AND__has_pattern,has_defs,has_pattern,344,4616,0.0693548,0,0,1620,13588,0,0,0,0,true
has_additionalProperties__AND__has_oneOf,has_additionalProperties,has_oneOf,343,4617,0.0691532,0,0,1233,13975,0,0,0,0,true
has_enum__AND__has_minLength,has_enum,has_minLength,342,4618,0.0689516,0,0,1718,13490,0,0,0,0,true
has_default__AND__has_pattern,has_default,has_pattern,341,4619,0.06875,0,0,1711,13497,0,0,0,0,true
has_boolean_schema__AND__has_oneOf,has_boolean_schema,has_oneOf,334,4626,0.0673387,0,0,1210,13998,0,0,0,0,true
has_pattern__AND__has_ref,has_pattern,has_ref,329,4631,0.0663306,0,0,1557,13651,0,0,0,0,true
has_minLength__AND__has_pattern,has_minLength,has_pattern,328,4632,0.066129,0,0,1809,13399,0,0,0,0,true
has_anyOf__AND__has_items,has_anyOf,has_items,323,4637,0.065121,0,0,1592,13616,0,0,0,0,true
has_enum__AND__has_oneOf,has_enum,has_oneOf,319,4641,0.0643145,0,0,1115,14093,0,0,0,0,true
has_additionalProperties__AND__has_minItems,has_additionalProperties,has_minItems,318,4642,0.0641129,0,0,1518,13690,0,0,0,0,true
has_patternProperties__AND__has_type,has_patternProperties,has_type,313,4647,0.0631048,0,0,1053,14155,0,0,0,0,true
has_boolean_schema__AND__has_minItems,has_boolean_schema,has_minItems,312,4648,0.0629032,0,0,1488,13720,0,0,0,0,true
has_enum__AND__has_maxLength,has_enum,has_maxLength,308,4652,0.0620968,0,0,1566,13642,0,0,0,0,true
has_maximum__AND__has_required,has_maximum,has_required,299,4661,0.0602823,0,0,1424,13784,0,0,0,0,true
has_maxLength__AND__has_pattern,has_maxLength,has_pattern,296,4664,0.0596774,0,0,1634,13574,0,0,0,0,true
has_enum__AND__has_minItems,has_enum,has_minItems,292,4668,0.058871,0,0,1303,13905,0,0,0,0,true
has_defs__AND__has_oneOf,has_defs,has_oneOf,291,4669,0.0586694,0,0,1008,14200,0,0,0,0,true
has_patternProperties__AND__has_properties,has_patternProperties,has_properties,291,4669,0.0586694,0,0,1019,14189,0,0,0,0,true
has_oneOf__AND__has_ref,has_oneOf,has_ref,288,4672,0.0580645,0,0,994,14214,0,0,0,0,true
has_default__AND__has_minimum,has_default,has_minimum,278,4682,0.0560484,0,0,1182,14026,0,0,0,0,true
has_additionalProperties__AND__has_anyOf,has_additionalProperties,has_anyOf,275,4685,0.0554435,0,0,1447,13761,0,0,0,0,true
has_anyOf__AND__has_defs,has_anyOf,has_defs,273,4687,0.0550403,0,0,1206,14002,0,0,0,0,true
has_anyOf__AND__has_ref,has_anyOf,has_ref,271,4689,0.0546371,0,0,1199,14009,0,0,0,0,true
has_anyOf__AND__has_boolean_schema,has_anyOf,has_boolean_schema,262,4698,0.0528226,0,0,1410,13798,0,0,0,0,true
has_items__AND__has_maxLength,has_items,has_maxLength,258,4702,0.0520161,0,0,1423,13785,0,0,0,0,true
has_additionalProperties__AND__has_patternProperties,has_additionalProperties,has_patternProperties,250,4710,0.0504032,0,0,909,14299,0,0,0,0,true
has_anyOf__AND__has_enum,has_anyOf,has_enum,249,4711,0.0502016,0,0,1216,13992,0,0,0,0,true
has_boolean_schema__AND__has_patternProperties,has_boolean_schema,has_patternProperties,245,4715,0.0493952,0,0,900,14308,0,0,0,0,true
has_patternProperties__AND__has_required,has_patternProperties,has_required,242,4718,0.0487903,0,0,887,14321,0,0,0,0,true
has_defs__AND__has_minItems,has_defs,has_minItems,236,4724,0.0475806,0,0,1155,14053,0,0,0,0,true
has_minItems__AND__has_ref,has_minItems,has_ref,229,4731,0.0461694,0,0,1120,14088,0,0,0,0,true
has_minimum__AND__has_pattern,has_minimum,has_pattern,222,4738,0.0447581,0,0,1301,13907,0,0,0,0,true
has_enum__AND__has_maximum,has_enum,has_maximum,221,4739,0.0445565,0,0,1107,14101,0,0,0,0,true
has_additionalProperties__AND__has_maximum,has_additionalProperties,has_maximum,217,4743,0.04375,0,0,1087,14121,0,0,0,0,true
has_boolean_schema__AND__has_maximum,has_boolean_schema,has_maximum,215,4745,0.0433468,0,0,1079,14129,0,0,0,0,true
has_defs__AND__has_minimum,has_defs,has_minimum,212,4748,0.0427419,0,0,1019,14189,0,0,0,0,true
has_maxItems__AND__has_type,has_maxItems,has_type,210,4750,0.0423387,0,0,991,14217,0,0,0,0,true
has_items__AND__has_maxItems,has_items,has_maxItems,209,4751,0.0421371,0,0,994,14214,0,0,0,0,true
has_maxItems__AND__has_properties,has_maxItems,has_properties,209,4751,0.0421371,0,0,981,14227,0,0,0,0,true
has_minimum__AND__has_ref,has_minimum,has_ref,209,4751,0.0421371,0,0,992,14216,0,0,0,0,true
has_items__AND__has_patternProperties,has_items,has_patternProperties,206,4754,0.0415323,0,0,791,14417,0,0,0,0,true
has_default__AND__has_defs,has_default,has_defs,203,4757,0.0409274,0,0,789,14419,0,0,0,0,true
has_items__AND__has_maximum,has_items,has_maximum,187,4773,0.0377016,0,0,967,14241,0,0,0,0,true
has_minItems__AND__has_pattern,has_minItems,has_pattern,186,4774,0.0375,0,0,969,14239,0,0,0,0,true
has_default__AND__has_ref,has_default,has_ref,182,4778,0.0366935,0,0,727,14481,0,0,0,0,true
has_oneOf__AND__has_pattern,has_oneOf,has_pattern,180,4780,0.0362903,0,0,749,14459,0,0,0,0,true
has_minItems__AND__has_minLength,has_minItems,has_minLength,176,4784,0.0354839,0,0,821,14387,0,0,0,0,true
has_minLength__AND__has_minimum,has_minLength,has_minimum,170,4790,0.0342742,0,0,975,14233,0,0,0,0,true
has_maxItems__AND__has_required,has_maxItems,has_required,167,4793,0.0336694,0,0,789,14419,0,0,0,0,true
has_maxLength__AND__has_minimum,has_maxLength,has_minimum,162,4798,0.0326613,0,0,921,14287,0,0,0,0,true
has_defs__AND__has_patternProperties,has_defs,has_patternProperties,157,4803,0.0316532,0,0,602,14606,0,0,0,0,true
has_additionalProperties__AND__has_maxItems,has_additionalProperties,has_maxItems,156,4804,0.0314516,0,0,790,14418,0,0,0,0,true
has_enum__AND__has_patternProperties,has_enum,has_patternProperties,156,4804,0.0314516,0,0,629,14579,0,0,0,0,true
has_minItems__AND__has_minimum,has_minItems,has_minimum,156,4804,0.0314516,0,0,867,14341,0,0,0,0,true
has_patternProperties__AND__has_ref,has_patternProperties,has_ref,156,4804,0.0314516,0,0,595,14613,0,0,0,0,true
has_boolean_schema__AND__has_maxItems,has_boolean_schema,has_maxItems,154,4806,0.0310484,0,0,773,14435,0,0,0,0,true
has_allOf__AND__has_type,has_allOf,has_type,149,4811,0.0300403,0,0,570,14638,0,0,0,0,true
has_allOf__AND__has_properties,has_allOf,has_properties,148,4812,0.0298387,0,0,565,14643,0,0,0,0,true
has_anyOf__AND__has_pattern,has_anyOf,has_pattern,148,4812,0.0298387,0,0,876,14332,0,0,0,0,true
has_maxItems__AND__has_minItems,has_maxItems,has_minItems,143,4817,0.0288306,0,0,631,14577,0,0,0,0,true
has_defs__AND__has_minLength,has_defs,has_minLength,142,4818,0.028629,0,0,704,14504,0,0,0,0,true
has_maximum__AND__has_pattern,has_maximum,has_pattern,136,4824,0.0274194,0,0,791,14417,0,0,0,0,true
has_minItems__AND__has_oneOf,has_minItems,has_oneOf,134,4826,0.0270161,0,0,533,14675,0,0,0,0,true
has_minLength__AND__has_ref,has_minLength,has_ref,134,4826,0.0270161,0,0,667,14541,0,0,0,0,true
has_allOf__AND__has_defs,has_allOf,has_defs,133,4827,0.0268145,0,0,495,14713,0,0,0,0,true
has_enum__AND__has_maxItems,has_enum,has_maxItems,132,4828,0.0266129,0,0,626,14582,0,0,0,0,true
has_minLength__AND__has_oneOf,has_minLength,has_oneOf,131,4829,0.0264113,0,0,531,14677,0,0,0,0,true
has_pattern__AND__has_patternProperties,has_pattern,has_patternProperties,130,4830,0.0262097,0,0,553,14655,0,0,0,0,true
has_allOf__AND__has_required,has_allOf,has_required,125,4835,0.0252016,0,0,499,14709,0,0,0,0,true
has_default__AND__has_maximum,has_default,has_maximum,125,4835,0.0252016,0,0,558,14650,0,0,0,0,true
has_allOf__AND__has_ref,has_allOf,has_ref,121,4839,0.0243952,0,0,495,14713,0,0,0,0,true
has_maxLength__AND__has_maximum,has_maxLength,has_maximum,116,4844,0.0233871,0,0,675,14533,0,0,0,0,true
has_minimum__AND__has_oneOf,has_minimum,has_oneOf,115,4845,0.0231855,0,0,476,14732,0,0,0,0,true
has_oneOf__AND__has_patternProperties,has_oneOf,has_patternProperties,115,4845,0.0231855,0,0,499,14709,0,0,0,0,true
has_default__AND__has_minLength,has_default,has_minLength,114,4846,0.0229839,0,0,551,14657,0,0,0,0,true
has_defs__AND__has_maximum,has_defs,has_maximum,114,4846,0.0229839,0,0,572,14636,0,0,0,0,true
has_maximum__AND__has_ref,has_maximum,has_ref,113,4847,0.0227823,0,0,556,14652,0,0,0,0,true
has_allOf__AND__has_items,has_allOf,has_items,112,4848,0.0225806,0,0,445,14763,0,0,0,0,true
has_anyOf__AND__has_minItems,has_anyOf,has_minItems,109,4851,0.0219758,0,0,564,14644,0,0,0,0,true
has_maxItems__AND__has_pattern,has_maxItems,has_pattern,108,4852,0.0217742,0,0,567,14641,0,0,0,0,true
has_anyOf__AND__has_default,has_anyOf,has_default,106,4854,0.021371,0,0,620,14588,0,0,0,0,true
has_maximum__AND__has_minLength,has_maximum,has_minLength,105,4855,0.0211694,0,0,609,14599,0,0,0,0,true
has_default__AND__has_minItems,has_default,has_minItems,102,4858,0.0205645,0,0,435,14773,0,0,0,0,true
has_additionalProperties__AND__has_allOf,has_additionalProperties,has_allOf,99,4861,0.0199597,0,0,419,14789,0,0,0,0,true
has_default__AND__has_maxLength,has_default,has_maxLength,99,4861,0.0199597,0,0,417,14791,0,0,0,0,true
has_allOf__AND__has_enum,has_allOf,has_enum,96,4864,0.0193548,0,0,337,14871,0,0,0,0,true
has_anyOf__AND__has_oneOf,has_anyOf,has_oneOf,96,4864,0.0193548,0,0,383,14825,0,0,0,0,true
has_default__AND__has_oneOf,has_default,has_oneOf,96,4864,0.0193548,0,0,288,14920,0,0,0,0,true
has_allOf__AND__has_boolean_schema,has_allOf,has_boolean_schema,91,4869,0.0183468,0,0,394,14814,0,0,0,0,true
has_minLength__AND__has_patternProperties,has_minLength,has_patternProperties,91,4869,0.0183468,0,0,430,14778,0,0,0,0,true
has_defs__AND__has_maxLength,has_defs,has_maxLength,86,4874,0.0173387,0,0,432,14776,0,0,0,0,true
has_maxLength__AND__has_oneOf,has_maxLength,has_oneOf,85,4875,0.0171371,0,0,333,14875,0,0,0,0,true
has_minProperties__AND__has_type,has_minProperties,has_type,85,4875,0.0171371,0,0,317,14891,0,0,0,0,true
has_defs__AND__has_maxItems,has_defs,has_maxItems,82,4878,0.0165323,0,0,389,14819,0,0,0,0,true
has_maxItems__AND__has_ref,has_maxItems,has_ref,82,4878,0.0165323,0,0,390,14818,0,0,0,0,true
has_maxLength__AND__has_ref,has_maxLength,has_ref,82,4878,0.0165323,0,0,419,14789,0,0,0,0,true
has_minimum__AND__has_patternProperties,has_minimum,has_patternProperties,82,4878,0.0165323,0,0,376,14832,0,0,0,0,true
has_maxItems__AND__has_maxLength,has_maxItems,has_maxLength,81,4879,0.0163306,0,0,461,14747,0,0,0,0,true
has_anyOf__AND__has_minimum,has_anyOf,has_minimum,79,4881,0.0159274,0,0,410,14798,0,0,0,0,true
has_maxLength__AND__has_minItems,has_maxLength,has_minItems,79,4881,0.0159274,0,0,435,14773,0,0,0,0,true
has_anyOf__AND__has_patternProperties,has_anyOf,has_patternProperties,76,4884,0.0153226,0,0,321,14887,0,0,0,0,true
has_maxItems__AND__has_minimum,has_maxItems,has_minimum,76,4884,0.0153226,0,0,400,14808,0,0,0,0,true
has_maximum__AND__has_minItems,has_maximum,has_minItems,76,4884,0.0153226,0,0,413,14795,0,0,0,0,true
has_minItems__AND__has_patternProperties,has_minItems,has_patternProperties,75,4885,0.015121,0,0,322,14886,0,0,0,0,true
has_minProperties__AND__has_properties,has_minProperties,has_properties,73,4887,0.0147177,0,0,308,14900,0,0,0,0,true
has_maxItems__AND__has_minLength,has_maxItems,has_minLength,71,4889,0.0143145,0,0,379,14829,0,0,0,0,true
has_additionalProperties__AND__has_minProperties,has_additionalProperties,has_minProperties,68,4892,0.0137097,0,0,289,14919,0,0,0,0,true
has_minProperties__AND__has_required,has_minProperties,has_required,68,4892,0.0137097,0,0,302,14906,0,0,0,0,true
has_maximum__AND__has_oneOf,has_maximum,has_oneOf,65,4895,0.0131048,0,0,286,14922,0,0,0,0,true
has_allOf__AND__has_oneOf,has_allOf,has_oneOf,62,4898,0.0125,0,0,223,14985,0,0,0,0,true
has_boolean_schema__AND__has_minProperties,has_boolean_schema,has_minProperties,61,4899,0.0122984,0,0,265,14943,0,0,0,0,true
has_maxItems__AND__has_oneOf,has_maxItems,has_oneOf,58,4902,0.0116935,0,0,262,14946,0,0,0,0,true
has_anyOf__AND__has_minLength,has_anyOf,has_minLength,56,4904,0.0112903,0,0,306,14902,0,0,0,0,true
has_not__AND__has_type,has_not,has_type,56,4904,0.0112903,0,0,241,14967,0,0,0,0,true
has_maxItems__AND__has_maximum,has_maxItems,has_maximum,55,4905,0.0110887,0,0,280,14928,0,0,0,0,true
has_maxLength__AND__has_patternProperties,has_maxLength,has_patternProperties,55,4905,0.0110887,0,0,248,14960,0,0,0,0,true
has_not__AND__has_properties,has_not,has_properties,55,4905,0.0110887,0,0,240,14968,0,0,0,0,true
has_default__AND__has_patternProperties,has_default,has_patternProperties,54,4906,0.0108871,0,0,185,15023,0,0,0,0,true
has_items__AND__has_minProperties,has_items,has_minProperties,53,4907,0.0106855,0,0,242,14966,0,0,0,0,true
has_maximum__AND__has_patternProperties,has_maximum,has_patternProperties,53,4907,0.0106855,0,0,246,14962,0,0,0,0,true
has_not__AND__has_required,has_not,has_required,53,4907,0.0106855,0,0,237,14971,0,0,0,0,true
has_allOf__AND__has_anyOf,has_allOf,has_anyOf,47,4913,0.00947581,0,0,229,14979,0,0,0,0,true
has_anyOf__AND__has_maximum,has_anyOf,has_maximum,47,4913,0.00947581,0,0,244,14964,0,0,0,0,true
has_defs__AND__has_minProperties,has_defs,has_minProperties,47,4913,0.00947581,0,0,211,14997,0,0,0,0,true
has_allOf__AND__has_pattern,has_allOf,has_pattern,46,4914,0.00927419,0,0,244,14964,0,0,0,0,true
has_minProperties__AND__has_ref,has_minProperties,has_ref,46,4914,0.00927419,0,0,207,15001,0,0,0,0,true
has_defs__AND__has_not,has_defs,has_not,43,4917,0.00866935,0,0,204,15004,0,0,0,0,true
has_enum__AND__has_not,has_enum,has_not,43,4917,0.00866935,0,0,191,15017,0,0,0,0,true
has_not__AND__has_ref,has_not,has_ref,43,4917,0.00866935,0,0,204,15004,0,0,0,0,true
has_enum__AND__has_minProperties,has_enum,has_minProperties,41,4919,0.00826613,0,0,201,15007,0,0,0,0,true
has_allOf__AND__has_minimum,has_allOf,has_minimum,40,4920,0.00806452,0,0,178,15030,0,0,0,0,true
has_items__AND__has_not,has_items,has_not,40,4920,0.00806452,0,0,193,15015,0,0,0,0,true
has_additionalProperties__AND__has_not,has_additionalProperties,has_not,39,4921,0.0078629,0,0,198,15010,0,0,0,0,true
has_allOf__AND__has_minItems,has_allOf,has_minItems,39,4921,0.0078629,0,0,194,15014,0,0,0,0,true
has_boolean_schema__AND__has_not,has_boolean_schema,has_not,39,4921,0.0078629,0,0,198,15010,0,0,0,0,true
has_const__AND__has_properties,has_const,has_properties,39,4921,0.0078629,0,0,158,15050,0,0,0,0,true
has_const__AND__has_type,has_const,has_type,39,4921,0.0078629,0,0,158,15050,0,0,0,0,true
has_minProperties__AND__has_pattern,has_minProperties,has_pattern,39,4921,0.0078629,0,0,194,15014,0,0,0,0,true
has_multipleOf__AND__has_properties,has_multipleOf,has_properties,37,4923,0.00745968,0,0,126,15082,0,0,0,0,true
has_multipleOf__AND__has_type,has_multipleOf,has_type,37,4923,0.00745968,0,0,126,15082,0,0,0,0,true
has_allOf__AND__has_minLength,has_allOf,has_minLength,36,4924,0.00725806,0,0,192,15016,0,0,0,0,true
has_additionalProperties__AND__has_const,has_additionalProperties,has_const,33,4927,0.00665323,0,0,145,15063,0,0,0,0,true
has_allOf__AND__has_default,has_allOf,has_default,33,4927,0.00665323,0,0,148,15060,0,0,0,0,true
has_const__AND__has_required,has_const,has_required,33,4927,0.00665323,0,0,144,15064,0,0,0,0,true
has_maxItems__AND__has_patternProperties,has_maxItems,has_patternProperties,32,4928,0.00645161,0,0,143,15065,0,0,0,0,true
has_not__AND__has_oneOf,has_not,has_oneOf,32,4928,0.00645161,0,0,131,15077,0,0,0,0,true
has_additionalProperties__AND__has_multipleOf,has_additionalProperties,has_multipleOf,31,4929,0.00625,0,0,104,15104,0,0,0,0,true
has_boolean_schema__AND__has_const,has_boolean_schema,has_const,31,4929,0.00625,0,0,139,15069,0,0,0,0,true
has_boolean_schema__AND__has_multipleOf,has_boolean_schema,has_multipleOf,31,4929,0.00625,0,0,104,15104,0,0,0,0,true
has_maxProperties__AND__has_properties,has_maxProperties,has_properties,31,4929,0.00625,0,0,137,15071,0,0,0,0,true
has_maxProperties__AND__has_type,has_maxProperties,has_type,31,4929,0.00625,0,0,137,15071,0,0,0,0,true
has_anyOf__AND__has_maxItems,has_anyOf,has_maxItems,30,4930,0.00604839,0,0,156,15052,0,0,0,0,true
has_multipleOf__AND__has_required,has_multipleOf,has_required,30,4930,0.00604839,0,0,111,15097,0,0,0,0,true
has_items__AND__has_maxProperties,has_items,has_maxProperties,29,4931,0.00584677,0,0,131,15077,0,0,0,0,true
has_allOf__AND__has_not,has_allOf,has_not,28,4932,0.00564516,0,0,138,15070,0,0,0,0,true
has_maxProperties__AND__has_required,has_maxProperties,has_required,28,4932,0.00564516,0,0,131,15077,0,0,0,0,true
has_allOf__AND__has_patternProperties,has_allOf,has_patternProperties,27,4933,0.00544355,0,0,141,15067,0,0,0,0,true
has_anyOf__AND__has_not,has_anyOf,has_not,27,4933,0.00544355,0,0,130,15078,0,0,0,0,true
