feature_pair,feature_a,feature_b,n_schemas,support,timeout_rate,under_rate,over_rate
has_maxItems__AND__has_pattern,has_maxItems,has_pattern,108,0.0217742,0,0,0.883333
has_anyOf__AND__has_default,has_anyOf,has_default,106,0.021371,0,0,0.830409
has_maximum__AND__has_minLength,has_maximum,has_minLength,105,0.0211694,0,0,0.858757
has_default__AND__has_minItems,has_default,has_minItems,102,0.0205645,0,0,0.731844
has_additionalProperties__AND__has_allOf,has_additionalProperties,has_allOf,99,0.0199597,0,0,0.907975
has_default__AND__has_maxLength,has_default,has_maxLength,99,0.0199597,0,0,0.821429
has_allOf__AND__has_enum,has_allOf,has_enum,96,0.0193548,0,0,0.90566
has_anyOf__AND__has_oneOf,has_anyOf,has_oneOf,96,0.0193548,0,0,0.93125
has_default__AND__has_oneOf,has_default,has_oneOf,96,0.0193548,0,0,0.833333
has_allOf__AND__has_boolean_schema,has_allOf,has_boolean_schema,91,0.0183468,0,0,0.912162
has_minLength__AND__has_patternProperties,has_minLength,has_patternProperties,91,0.0183468,0,0,1
has_defs__AND__has_maxLength,has_defs,has_maxLength,86,0.0173387,0,0,0.909722
has_maxLength__AND__has_oneOf,has_maxLength,has_oneOf,85,0.0171371,0,0,0.870504
has_minProperties__AND__has_type,has_minProperties,has_type,85,0.0171371,0,0,1
has_defs__AND__has_maxItems,has_defs,has_maxItems,82,0.0165323,0,0,0.884058
has_maxItems__AND__has_ref,has_maxItems,has_ref,82,0.0165323,0,0,0.884892
has_maxLength__AND__has_ref,has_maxLength,has_ref,82,0.0165323,0,0,0.907143
has_minimum__AND__has_patternProperties,has_minimum,has_patternProperties,82,0.0165323,0,0,0.986207
has_maxItems__AND__has_maxLength,has_maxItems,has_maxLength,81,0.0163306,0,0,0.869565
has_anyOf__AND__has_minimum,has_anyOf,has_minimum,79,0.0159274,0,0,0.883212
has_maxLength__AND__has_minItems,has_maxLength,has_minItems,79,0.0159274,0,0,0.876812
has_anyOf__AND__has_patternProperties,has_anyOf,has_patternProperties,76,0.0153226,0,0,1
has_maxItems__AND__has_minimum,has_maxItems,has_minimum,76,0.0153226,0,0,0.858268
has_maximum__AND__has_minItems,has_maximum,has_minItems,76,0.0153226,0,0,0.90625
has_minItems__AND__has_patternProperties,has_minItems,has_patternProperties,75,0.015121,0,0,1
has_minProperties__AND__has_properties,has_minProperties,has_properties,73,0.0147177,0,0,1
has_maxItems__AND__has_minLength,has_maxItems,has_minLength,71,0.0143145,0,0,0.840336
has_additionalProperties__AND__has_minProperties,has_additionalProperties,has_minProperties,68,0.0137097,0,0,1
has_minProperties__AND__has_required,has_minProperties,has_required,68,0.0137097,0,0,1
has_maximum__AND__has_oneOf,has_maximum,has_oneOf,65,0.0131048,0,0,0.972477
has_allOf__AND__has_oneOf,has_allOf,has_oneOf,62,0.0125,0,0,0.890909
has_boolean_schema__AND__has_minProperties,has_boolean_schema,has_minProperties,61,0.0122984,0,0,1
has_maxItems__AND__has_oneOf,has_maxItems,has_oneOf,58,0.0116935,0,0,0.956522
has_anyOf__AND__has_minLength,has_anyOf,has_minLength,56,0.0112903,0,0,0.804124
has_not__AND__has_type,has_not,has_type,56,0.0112903,0,0,1
has_maxItems__AND__has_maximum,has_maxItems,has_maximum,55,0.0110887,0,0,0.891304
has_maxLength__AND__has_patternProperties,has_maxLength,has_patternProperties,55,0.0110887,0,0,1
has_not__AND__has_properties,has_not,has_properties,55,0.0110887,0,0,1
has_default__AND__has_patternProperties,has_default,has_patternProperties,54,0.0108871,0,0,0.979798
has_items__AND__has_minProperties,has_items,has_minProperties,53,0.0106855,0,0,1
has_maximum__AND__has_patternProperties,has_maximum,has_patternProperties,53,0.0106855,0,0,0.978723
has_not__AND__has_required,has_not,has_required,53,0.0106855,0,0,1
has_allOf__AND__has_anyOf,has_allOf,has_anyOf,47,0.00947581,0,0,0.909091
has_anyOf__AND__has_maximum,has_anyOf,has_maximum,47,0.00947581,0,0,0.951807
has_defs__AND__has_minProperties,has_defs,has_minProperties,47,0.00947581,0,0,1
has_allOf__AND__has_pattern,has_allOf,has_pattern,46,0.00927419,0,0,0.921053
has_minProperties__AND__has_ref,has_minProperties,has_ref,46,0.00927419,0,0,1
has_defs__AND__has_not,has_defs,has_not,43,0.00866935,0,0,1
has_enum__AND__has_not,has_enum,has_not,43,0.00866935,0,0,1
has_not__AND__has_ref,has_not,has_ref,43,0.00866935,0,0,1
has_enum__AND__has_minProperties,has_enum,has_minProperties,41,0.00826613,0,0,1
has_allOf__AND__has_minimum,has_allOf,has_minimum,40,0.00806452,0,0,0.861538
has_items__AND__has_not,has_items,has_not,40,0.00806452,0,0,1
has_additionalProperties__AND__has_not,has_additionalProperties,has_not,39,0.0078629,0,0,1
has_allOf__AND__has_minItems,has_allOf,has_minItems,39,0.0078629,0,0,0.955224
has_boolean_schema__AND__has_not,has_boolean_schema,has_not,39,0.0078629,0,0,1
has_const__AND__has_properties,has_const,has_properties,39,0.0078629,0,0,0.8
has_const__AND__has_type,has_const,has_type,39,0.0078629,0,0,0.8
has_minProperties__AND__has_pattern,has_minProperties,has_pattern,39,0.0078629,0,0,1
has_multipleOf__AND__has_properties,has_multipleOf,has_properties,37,0.00745968,0,0,0.65625
has_multipleOf__AND__has_type,has_multipleOf,has_type,37,0.00745968,0,0,0.65625
has_allOf__AND__has_minLength,has_allOf,has_minLength,36,0.00725806,0,0,0.868852
has_additionalProperties__AND__has_const,has_additionalProperties,has_const,33,0.00665323,0,0,0.814815
has_allOf__AND__has_default,has_allOf,has_default,33,0.00665323,0,0,0.948276
has_const__AND__has_required,has_const,has_required,33,0.00665323,0,0,0.759259
has_maxItems__AND__has_patternProperties,has_maxItems,has_patternProperties,32,0.00645161,0,0,1
has_not__AND__has_oneOf,has_not,has_oneOf,32,0.00645161,0,0,1
has_additionalProperties__AND__has_multipleOf,has_additionalProperties,has_multipleOf,31,0.00625,0,0,0.709091
has_boolean_schema__AND__has_const,has_boolean_schema,has_const,31,0.00625,0,0,0.803922
has_boolean_schema__AND__has_multipleOf,has_boolean_schema,has_multipleOf,31,0.00625,0,0,0.709091
has_maxProperties__AND__has_properties,has_maxProperties,has_properties,31,0.00625,0,0,1
has_maxProperties__AND__has_type,has_maxProperties,has_type,31,0.00625,0,0,1
has_anyOf__AND__has_maxItems,has_anyOf,has_maxItems,30,0.00604839,0,0,0.886364
has_multipleOf__AND__has_required,has_multipleOf,has_required,30,0.00604839,0,0,0.622642
has_items__AND__has_maxProperties,has_items,has_maxProperties,29,0.00584677,0,0,1
has_allOf__AND__has_not,has_allOf,has_not,28,0.00564516,0,0,1
has_maxProperties__AND__has_required,has_maxProperties,has_required,28,0.00564516,0,0,1
has_allOf__AND__has_patternProperties,has_allOf,has_patternProperties,27,0.00544355,0,0,1
has_anyOf__AND__has_not,has_anyOf,has_not,27,0.00544355,0,0,1
has_minItems__AND__has_minProperties,has_minItems,has_minProperties,27,0.00544355,0,0,1
has_minProperties__AND__has_oneOf,has_minProperties,has_oneOf,27,0.00544355,0,0,1
has_not__AND__has_pattern,has_not,has_pattern,27,0.00544355,0,0,1
has_additionalProperties__AND__has_maxProperties,has_additionalProperties,has_maxProperties,26,0.00524194,0,0,1
has_anyOf__AND__has_maxLength,has_anyOf,has_maxLength,25,0.00504032,0,0,0.8
has_boolean_schema__AND__has_maxProperties,has_boolean_schema,has_maxProperties,25,0.00504032,0,0,1
has_const__AND__has_items,has_const,has_items,24,0.00483871,0,0,0.846154
has_minLength__AND__has_not,has_minLength,has_not,24,0.00483871,0,0,1
has_minimum__AND__has_not,has_minimum,has_not,24,0.00483871,0,0,1
has_default__AND__has_maxItems,has_default,has_maxItems,23,0.0046371,0,0,0.794872
has_minProperties__AND__has_patternProperties,has_minProperties,has_patternProperties,23,0.0046371,0,0,1
has_anyOf__AND__has_minProperties,has_anyOf,has_minProperties,22,0.00443548,0,0,1
has_enum__AND__has_maxProperties,has_enum,has_maxProperties,22,0.00443548,0,0,1
has_const__AND__has_defs,has_const,has_defs,21,0.00423387,0,0,1
has_maxProperties__AND__has_pattern,has_maxProperties,has_pattern,21,0.00423387,0,0,1
has_minItems__AND__has_not,has_minItems,has_not,21,0.00423387,0,0,1
has_minimum__AND__has_multipleOf,has_minimum,has_multipleOf,21,0.00423387,0,0,0.702703
has_const__AND__has_ref,has_const,has_ref,19,0.00383065,0,0,1
has_allOf__AND__has_maxLength,has_allOf,has_maxLength,18,0.00362903,0,0,0.892857
has_allOf__AND__has_maximum,has_allOf,has_maximum,18,0.00362903,0,0,0.961538
has_items__AND__has_multipleOf,has_items,has_multipleOf,18,0.00362903,0,0,0.848485
has_maximum__AND__has_not,has_maximum,has_not,18,0.00362903,0,0,1
has_const__AND__has_enum,has_const,has_enum,17,0.00342742,0,0,0.851852
has_maxProperties__AND__has_minProperties,has_maxProperties,has_minProperties,17,0.00342742,0,0,1
has_defs__AND__has_maxProperties,has_defs,has_maxProperties,16,0.00322581,0,0,1
has_enum__AND__has_multipleOf,has_enum,has_multipleOf,16,0.00322581,0,0,0.896552
has_exclusiveMinimum__AND__has_properties,has_exclusiveMinimum,has_properties,16,0.00322581,0,0,0.740741
has_exclusiveMinimum__AND__has_type,has_exclusiveMinimum,has_type,16,0.00322581,0,0,0.740741
has_maxProperties__AND__has_oneOf,has_maxProperties,has_oneOf,16,0.00322581,0,0,1
has_maxProperties__AND__has_ref,has_maxProperties,has_ref,16,0.00322581,0,0,1
has_minProperties__AND__has_minimum,has_minProperties,has_minimum,16,0.00322581,0,0,1
has_not__AND__has_patternProperties,has_not,has_patternProperties,16,0.00322581,0,0,1
has_const__AND__has_oneOf,has_const,has_oneOf,15,0.00302419,0,0,0.925926
has_minLength__AND__has_minProperties,has_minLength,has_minProperties,15,0.00302419,0,0,1
has_const__AND__has_minItems,has_const,has_minItems,14,0.00282258,0,0,0.73913
has_maxLength__AND__has_not,has_maxLength,has_not,14,0.00282258,0,0,1
has_const__AND__has_pattern,has_const,has_pattern,12,0.00241935,0,0,0.894737
has_default__AND__has_not,has_default,has_not,12,0.00241935,0,0,1
has_additionalProperties__AND__has_propertyNames,has_additionalProperties,has_propertyNames,11,0.00221774,0,0,1
has_allOf__AND__has_maxItems,has_allOf,has_maxItems,11,0.00221774,0,0,1
has_anyOf__AND__has_const,has_anyOf,has_const,11,0.00221774,0,0,1
has_const__AND__has_patternProperties,has_const,has_patternProperties,11,0.00221774,0,0,1
has_enum__AND__has_propertyNames,has_enum,has_propertyNames,11,0.00221774,0,0,1
has_exclusiveMinimum__AND__has_items,has_exclusiveMinimum,has_items,11,0.00221774,0,0,0.833333
has_exclusiveMinimum__AND__has_required,has_exclusiveMinimum,has_required,11,0.00221774,0,0,0.611111
has_maximum__AND__has_multipleOf,has_maximum,has_multipleOf,11,0.00221774,0,0,0.6
has_minItems__AND__has_multipleOf,has_minItems,has_multipleOf,11,0.00221774,0,0,0.809524
has_minLength__AND__has_multipleOf,has_minLength,has_multipleOf,11,0.00221774,0,0,0.761905
has_properties__AND__has_propertyNames,has_properties,has_propertyNames,11,0.00221774,0,0,1
has_propertyNames__AND__has_type,has_propertyNames,has_type,11,0.00221774,0,0,1
has_allOf__AND__has_const,has_allOf,has_const,10,0.00201613,0,0,1
has_const__AND__has_default,has_const,has_default,10,0.00201613,0,0,0.647059
has_defs__AND__has_propertyNames,has_defs,has_propertyNames,10,0.00201613,0,0,1
has_if_then_else__AND__has_properties,has_if_then_else,has_properties,10,0.00201613,0,0,1
has_if_then_else__AND__has_required,has_if_then_else,has_required,10,0.00201613,0,0,1
has_if_then_else__AND__has_type,has_if_then_else,has_type,10,0.00201613,0,0,1
has_items__AND__has_propertyNames,has_items,has_propertyNames,10,0.00201613,0,0,1
has_maxLength__AND__has_multipleOf,has_maxLength,has_multipleOf,10,0.00201613,0,0,0.736842
has_multipleOf__AND__has_pattern,has_multipleOf,has_pattern,10,0.00201613,0,0,0.611111
has_propertyNames__AND__has_ref,has_propertyNames,has_ref,10,0.00201613,0,0,1
has_additionalProperties__AND__has_if_then_else,has_additionalProperties,has_if_then_else,9,0.00181452,0,0,1
has_boolean_schema__AND__has_propertyNames,has_boolean_schema,has_propertyNames,9,0.00181452,0,0,1
has_default__AND__has_maxProperties,has_default,has_maxProperties,9,0.00181452,0,0,1
has_defs__AND__has_if_then_else,has_defs,has_if_then_else,9,0.00181452,0,0,1
has_defs__AND__has_multipleOf,has_defs,has_multipleOf,9,0.00181452,0,0,0.882353
has_enum__AND__has_if_then_else,has_enum,has_if_then_else,9,0.00181452,0,0,1
has_exclusiveMinimum__AND__has_minItems,has_exclusiveMinimum,has_minItems,9,0.00181452,0,0,0.857143
has_multipleOf__AND__has_ref,has_multipleOf,has_ref,9,0.00181452,0,0,0.882353
has_propertyNames__AND__has_required,has_propertyNames,has_required,9,0.00181452,0,0,1
has_additionalProperties__AND__has_exclusiveMinimum,has_additionalProperties,has_exclusiveMinimum,8,0.0016129,0,0,0.923077
has_anyOf__AND__has_propertyNames,has_anyOf,has_propertyNames,8,0.0016129,0,0,1
has_const__AND__has_if_then_else,has_const,has_if_then_else,8,0.0016129,0,0,1
has_exclusiveMinimum__AND__has_minimum,has_exclusiveMinimum,has_minimum,8,0.0016129,0,0,0.928571
has_if_then_else__AND__has_items,has_if_then_else,has_items,8,0.0016129,0,0,1
has_maxLength__AND__has_minProperties,has_maxLength,has_minProperties,8,0.0016129,0,0,1
has_maxProperties__AND__has_minItems,has_maxProperties,has_minItems,8,0.0016129,0,0,1
has_maximum__AND__has_minProperties,has_maximum,has_minProperties,8,0.0016129,0,0,1
has_boolean_schema__AND__has_if_then_else,has_boolean_schema,has_if_then_else,7,0.00141129,0,0,1
has_defs__AND__has_exclusiveMinimum,has_defs,has_exclusiveMinimum,7,0.00141129,0,0,0.916667
