feature_pair,feature_a,feature_b,schemas_with_pair,schemas_without_pair,support,timeout_with_pair,timeout_without_pair,timeout_denominator_with,timeout_denominator_without,timeout_rate_with,timeout_rate_without,lift,delta,eligible_lift
has_defs__AND__has_not,has_defs,has_not,7,88,0.0736842,1,2,7,88,0.142857,0.0227273,6.28571,0.12013,true
has_enum__AND__has_not,has_enum,has_not,7,88,0.0736842,1,2,7,88,0.142857,0.0227273,6.28571,0.12013,true
has_items__AND__has_not,has_items,has_not,7,88,0.0736842,1,2,7,88,0.142857,0.0227273,6.28571,0.12013,true
has_maxItems__AND__has_pattern,has_maxItems,has_pattern,7,88,0.0736842,1,2,7,88,0.142857,0.0227273,6.28571,0.12013,true
has_maxLength__AND__has_not,has_maxLength,has_not,7,88,0.0736842,1,2,7,88,0.142857,0.0227273,6.28571,0.12013,true
has_minLength__AND__has_not,has_minLength,has_not,7,88,0.0736842,1,2,7,88,0.142857,0.0227273,6.28571,0.12013,true
has_not__AND__has_pattern,has_not,has_pattern,7,88,0.0736842,1,2,7,88,0.142857,0.0227273,6.28571,0.12013,true
has_not__AND__has_properties,has_not,has_properties,7,88,0.0736842,1,2,7,88,0.142857,0.0227273,6.28571,0.12013,true
has_not__AND__has_ref,has_not,has_ref,7,88,0.0736842,1,2,7,88,0.142857,0.0227273,6.28571,0.12013,true
has_not__AND__has_required,has_not,has_required,7,88,0.0736842,1,2,7,88,0.142857,0.0227273,6.28571,0.12013,true
has_not__AND__has_type,has_not,has_type,7,88,0.0736842,1,2,7,88,0.142857,0.0227273,6.28571,0.12013,true
has_items__AND__has_minLength,has_items,has_minLength,24,71,0.252632,2,1,24,71,0.0833333,0.0140845,5.91667,0.0692488,true
has_minLength__AND__has_properties,has_minLength,has_properties,24,71,0.252632,2,1,24,71,0.0833333,0.0140845,5.91667,0.0692488,true
has_minLength__AND__has_required,has_minLength,has_required,24,71,0.252632,2,1,24,71,0.0833333,0.0140845,5.91667,0.0692488,true
has_minLength__AND__has_type,has_minLength,has_type,24,71,0.252632,2,1,24,71,0.0833333,0.0140845,5.91667,0.0692488,true
has_additionalProperties__AND__has_maxItems,has_additionalProperties,has_maxItems,8,87,0.0842105,1,2,8,87,0.125,0.0229885,5.4375,0.102011,true
has_anyOf__AND__has_maxLength,has_anyOf,has_maxLength,8,87,0.0842105,1,2,8,87,0.125,0.0229885,5.4375,0.102011,true
has_anyOf__AND__has_maximum,has_anyOf,has_maximum,8,87,0.0842105,1,2,8,87,0.125,0.0229885,5.4375,0.102011,true
has_anyOf__AND__has_minLength,has_anyOf,has_minLength,8,87,0.0842105,1,2,8,87,0.125,0.0229885,5.4375,0.102011,true
has_boolean_schema__AND__has_maxItems,has_boolean_schema,has_maxItems,8,87,0.0842105,1,2,8,87,0.125,0.0229885,5.4375,0.102011,true
has_default__AND__has_minItems,has_default,has_minItems,8,87,0.0842105,1,2,8,87,0.125,0.0229885,5.4375,0.102011,true
has_maxItems__AND__has_minimum,has_maxItems,has_minimum,8,87,0.0842105,1,2,8,87,0.125,0.0229885,5.4375,0.102011,true
has_maxLength__AND__has_maximum,has_maxLength,has_maximum,8,87,0.0842105,1,2,8,87,0.125,0.0229885,5.4375,0.102011,true
has_maxLength__AND__has_oneOf,has_maxLength,has_oneOf,8,87,0.0842105,1,2,8,87,0.125,0.0229885,5.4375,0.102011,true
has_maximum__AND__has_minLength,has_maximum,has_minLength,8,87,0.0842105,1,2,8,87,0.125,0.0229885,5.4375,0.102011,true
has_minItems__AND__has_oneOf,has_minItems,has_oneOf,8,87,0.0842105,1,2,8,87,0.125,0.0229885,5.4375,0.102011,true
has_anyOf__AND__has_minItems,has_anyOf,has_minItems,9,86,0.0947368,1,2,9,86,0.111111,0.0232558,4.77778,0.0878553,true
has_boolean_schema__AND__has_maximum,has_boolean_schema,has_maximum,9,86,0.0947368,1,2,9,86,0.111111,0.0232558,4.77778,0.0878553,true
has_boolean_schema__AND__has_pattern,has_boolean_schema,has_pattern,29,66,0.305263,2,1,29,66,0.0689655,0.0151515,4.55172,0.053814,true
has_additionalProperties__AND__has_pattern,has_additionalProperties,has_pattern,30,65,0.315789,2,1,30,65,0.0666667,0.0153846,4.33333,0.0512821,true
has_additionalProperties__AND__has_maximum,has_additionalProperties,has_maximum,10,85,0.105263,1,2,10,85,0.1,0.0235294,4.25,0.0764706,true
has_anyOf__AND__has_minimum,has_anyOf,has_minimum,10,85,0.105263,1,2,10,85,0.1,0.0235294,4.25,0.0764706,true
has_anyOf__AND__has_pattern,has_anyOf,has_pattern,10,85,0.105263,1,2,10,85,0.1,0.0235294,4.25,0.0764706,true
has_maximum__AND__has_oneOf,has_maximum,has_oneOf,10,85,0.105263,1,2,10,85,0.1,0.0235294,4.25,0.0764706,true
has_default__AND__has_minimum,has_default,has_minimum,11,84,0.115789,1,2,11,84,0.0909091,0.0238095,3.81818,0.0670996,true
has_defs__AND__has_minLength,has_defs,has_minLength,11,84,0.115789,1,2,11,84,0.0909091,0.0238095,3.81818,0.0670996,true
has_minLength__AND__has_ref,has_minLength,has_ref,11,84,0.115789,1,2,11,84,0.0909091,0.0238095,3.81818,0.0670996,true
has_enum__AND__has_maxItems,has_enum,has_maxItems,12,83,0.126316,1,2,12,83,0.0833333,0.0240964,3.45833,0.0592369,true
has_items__AND__has_maxItems,has_items,has_maxItems,12,83,0.126316,1,2,12,83,0.0833333,0.0240964,3.45833,0.0592369,true
has_maxItems__AND__has_minItems,has_maxItems,has_minItems,12,83,0.126316,1,2,12,83,0.0833333,0.0240964,3.45833,0.0592369,true
has_maxItems__AND__has_properties,has_maxItems,has_properties,12,83,0.126316,1,2,12,83,0.0833333,0.0240964,3.45833,0.0592369,true
has_maxItems__AND__has_required,has_maxItems,has_required,12,83,0.126316,1,2,12,83,0.0833333,0.0240964,3.45833,0.0592369,true
has_maxItems__AND__has_type,has_maxItems,has_type,12,83,0.126316,1,2,12,83,0.0833333,0.0240964,3.45833,0.0592369,true
has_defs__AND__has_maxLength,has_defs,has_maxLength,13,82,0.136842,1,2,13,82,0.0769231,0.0243902,3.15385,0.0525328,true
has_maxLength__AND__has_ref,has_maxLength,has_ref,13,82,0.136842,1,2,13,82,0.0769231,0.0243902,3.15385,0.0525328,true
has_defs__AND__has_maximum,has_defs,has_maximum,14,81,0.147368,1,2,14,81,0.0714286,0.0246914,2.89286,0.0467372,true
has_maximum__AND__has_ref,has_maximum,has_ref,14,81,0.147368,1,2,14,81,0.0714286,0.0246914,2.89286,0.0467372,true
has_minimum__AND__has_oneOf,has_minimum,has_oneOf,14,81,0.147368,1,2,14,81,0.0714286,0.0246914,2.89286,0.0467372,true
has_defs__AND__has_minItems,has_defs,has_minItems,17,78,0.178947,1,2,17,78,0.0588235,0.025641,2.29412,0.0331825,true
has_minItems__AND__has_ref,has_minItems,has_ref,17,78,0.178947,1,2,17,78,0.0588235,0.025641,2.29412,0.0331825,true
has_boolean_schema__AND__has_enum,has_boolean_schema,has_enum,47,48,0.494737,2,1,47,48,0.0425532,0.0208333,2.04255,0.0217199,true
has_oneOf__AND__has_pattern,has_oneOf,has_pattern,19,76,0.2,1,2,19,76,0.0526316,0.0263158,2,0.0263158,true
has_boolean_schema__AND__has_oneOf,has_boolean_schema,has_oneOf,20,75,0.210526,1,2,20,75,0.05,0.0266667,1.875,0.0233333,true
has_additionalProperties__AND__has_oneOf,has_additionalProperties,has_oneOf,21,74,0.221053,1,2,21,74,0.047619,0.027027,1.7619,0.020592,true
has_additionalProperties__AND__has_enum,has_additionalProperties,has_enum,51,44,0.536842,2,1,51,44,0.0392157,0.0227273,1.72549,0.0164884,true
has_defs__AND__has_minimum,has_defs,has_minimum,23,72,0.242105,1,2,23,72,0.0434783,0.0277778,1.56522,0.0157005,true
has_defs__AND__has_oneOf,has_defs,has_oneOf,23,72,0.242105,1,2,23,72,0.0434783,0.0277778,1.56522,0.0157005,true
has_minimum__AND__has_ref,has_minimum,has_ref,23,72,0.242105,1,2,23,72,0.0434783,0.0277778,1.56522,0.0157005,true
has_oneOf__AND__has_ref,has_oneOf,has_ref,23,72,0.242105,1,2,23,72,0.0434783,0.0277778,1.56522,0.0157005,true
has_defs__AND__has_pattern,has_defs,has_pattern,24,71,0.252632,1,2,24,71,0.0416667,0.028169,1.47917,0.0134977,true
has_oneOf__AND__has_required,has_oneOf,has_required,24,71,0.252632,1,2,24,71,0.0416667,0.028169,1.47917,0.0134977,true
has_pattern__AND__has_ref,has_pattern,has_ref,24,71,0.252632,1,2,24,71,0.0416667,0.028169,1.47917,0.0134977,true
has_boolean_schema__AND__has_items,has_boolean_schema,has_items,55,40,0.578947,2,1,55,40,0.0363636,0.025,1.45455,0.0113636,true
has_boolean_schema__AND__has_required,has_boolean_schema,has_required,55,40,0.578947,2,1,55,40,0.0363636,0.025,1.45455,0.0113636,true
has_enum__AND__has_oneOf,has_enum,has_oneOf,25,70,0.263158,1,2,25,70,0.04,0.0285714,1.4,0.0114286,true
has_items__AND__has_oneOf,has_items,has_oneOf,26,69,0.273684,1,2,26,69,0.0384615,0.0289855,1.32692,0.00947603,true
has_oneOf__AND__has_properties,has_oneOf,has_properties,26,69,0.273684,1,2,26,69,0.0384615,0.0289855,1.32692,0.00947603,true
has_oneOf__AND__has_type,has_oneOf,has_type,26,69,0.273684,1,2,26,69,0.0384615,0.0289855,1.32692,0.00947603,true
has_additionalProperties__AND__has_boolean_schema,has_additionalProperties,has_boolean_schema,58,37,0.610526,2,1,58,37,0.0344828,0.027027,1.27586,0.00745573,true
has_additionalProperties__AND__has_required,has_additionalProperties,has_required,58,37,0.610526,2,1,58,37,0.0344828,0.027027,1.27586,0.00745573,true
has_boolean_schema__AND__has_properties,has_boolean_schema,has_properties,58,37,0.610526,2,1,58,37,0.0344828,0.027027,1.27586,0.00745573,true
has_boolean_schema__AND__has_type,has_boolean_schema,has_type,58,37,0.610526,2,1,58,37,0.0344828,0.027027,1.27586,0.00745573,true
has_additionalProperties__AND__has_items,has_additionalProperties,has_items,59,36,0.621053,2,1,59,36,0.0338983,0.0277778,1.22034,0.00612053,true
has_anyOf__AND__has_enum,has_anyOf,has_enum,29,66,0.305263,1,2,29,66,0.0344828,0.030303,1.13793,0.00417973,true
has_anyOf__AND__has_boolean_schema,has_anyOf,has_boolean_schema,30,65,0.315789,1,2,30,65,0.0333333,0.0307692,1.08333,0.0025641,true
has_additionalProperties__AND__has_properties,has_additionalProperties,has_properties,62,33,0.652632,2,1,62,33,0.0322581,0.030303,1.06452,0.00195503,true
has_additionalProperties__AND__has_type,has_additionalProperties,has_type,62,33,0.652632,2,1,62,33,0.0322581,0.030303,1.06452,0.00195503,true
has_additionalProperties__AND__has_anyOf,has_additionalProperties,has_anyOf,31,64,0.326316,1,2,31,64,0.0322581,0.03125,1.03226,0.00100806,true
has_default__AND__has_enum,has_default,has_enum,32,63,0.336842,1,2,32,63,0.03125,0.031746,0.984375,-0.000496032,true
has_anyOf__AND__has_required,has_anyOf,has_required,33,62,0.347368,1,2,33,62,0.030303,0.0322581,0.939394,-0.00195503,true
has_anyOf__AND__has_defs,has_anyOf,has_defs,34,61,0.357895,1,2,34,61,0.0294118,0.0327869,0.897059,-0.00337512,true
has_anyOf__AND__has_items,has_anyOf,has_items,34,61,0.357895,1,2,34,61,0.0294118,0.0327869,0.897059,-0.00337512,true
has_anyOf__AND__has_properties,has_anyOf,has_properties,34,61,0.357895,1,2,34,61,0.0294118,0.0327869,0.897059,-0.00337512,true
has_anyOf__AND__has_ref,has_anyOf,has_ref,34,61,0.357895,1,2,34,61,0.0294118,0.0327869,0.897059,-0.00337512,true
has_anyOf__AND__has_type,has_anyOf,has_type,34,61,0.357895,1,2,34,61,0.0294118,0.0327869,0.897059,-0.00337512,true
has_default__AND__has_required,has_default,has_required,35,60,0.368421,1,2,35,60,0.0285714,0.0333333,0.857143,-0.0047619,true
has_default__AND__has_items,has_default,has_items,36,59,0.378947,1,2,36,59,0.0277778,0.0338983,0.819444,-0.00612053,true
has_default__AND__has_properties,has_default,has_properties,39,56,0.410526,1,2,39,56,0.025641,0.0357143,0.717949,-0.0100733,true
has_default__AND__has_type,has_default,has_type,39,56,0.410526,1,2,39,56,0.025641,0.0357143,0.717949,-0.0100733,true
has_boolean_schema__AND__has_ref,has_boolean_schema,has_ref,46,49,0.484211,1,2,46,49,0.0217391,0.0408163,0.532609,-0.0190772,true
has_boolean_schema__AND__has_defs,has_boolean_schema,has_defs,47,48,0.494737,1,2,47,48,0.0212766,0.0416667,0.510638,-0.0203901,true
has_additionalProperties__AND__has_ref,has_additionalProperties,has_ref,50,45,0.526316,1,2,50,45,0.02,0.0444444,0.45,-0.0244444,true
has_additionalProperties__AND__has_defs,has_additionalProperties,has_defs,51,44,0.536842,1,2,51,44,0.0196078,0.0454545,0.431373,-0.0258467,true
has_defs__AND__has_enum,has_defs,has_enum,56,39,0.589474,1,2,56,39,0.0178571,0.0512821,0.348214,-0.0334249,true
has_enum__AND__has_ref,has_enum,has_ref,56,39,0.589474,1,2,56,39,0.0178571,0.0512821,0.348214,-0.0334249,true
has_ref__AND__has_required,has_ref,has_required,62,33,0.652632,1,2,62,33,0.016129,0.0606061,0.266129,-0.044477,true
has_defs__AND__has_required,has_defs,has_required,63,32,0.663158,1,2,63,32,0.015873,0.0625,0.253968,-0.046627,true
has_items__AND__has_ref,has_items,has_ref,65,30,0.684211,1,2,65,30,0.0153846,0.0666667,0.230769,-0.0512821,true
has_defs__AND__has_items,has_defs,has_items,66,29,0.694737,1,2,66,29,0.0151515,0.0689655,0.219697,-0.053814,true
has_defs__AND__has_ref,has_defs,has_ref,66,29,0.694737,1,2,66,29,0.0151515,0.0689655,0.219697,-0.053814,true
has_properties__AND__has_ref,has_properties,has_ref,66,29,0.694737,1,2,66,29,0.0151515,0.0689655,0.219697,-0.053814,true
has_ref__AND__has_type,has_ref,has_type,66,29,0.694737,1,2,66,29,0.0151515,0.0689655,0.219697,-0.053814,true
has_defs__AND__has_properties,has_defs,has_properties,68,27,0.715789,1,2,68,27,0.0147059,0.0740741,0.198529,-0.0593682,true
has_defs__AND__has_type,has_defs,has_type,68,27,0.715789,1,2,68,27,0.0147059,0.0740741,0.198529,-0.0593682,true
has_allOf__AND__has_default,has_allOf,has_default,5,90,0.0526316,0,3,5,90,0,0.0333333,0,-0.0333333,true
has_allOf__AND__has_minLength,has_allOf,has_minLength,5,90,0.0526316,0,3,5,90,0,0.0333333,0,-0.0333333,true
has_allOf__AND__has_oneOf,has_allOf,has_oneOf,5,90,0.0526316,0,3,5,90,0,0.0333333,0,-0.0333333,true
has_default__AND__has_patternProperties,has_default,has_patternProperties,5,90,0.0526316,0,3,5,90,0,0.0333333,0,-0.0333333,true
has_maxItems__AND__has_maximum,has_maxItems,has_maximum,5,90,0.0526316,0,3,5,90,0,0.0333333,0,-0.0333333,true
has_maxItems__AND__has_oneOf,has_maxItems,has_oneOf,5,90,0.0526316,0,3,5,90,0,0.0333333,0,-0.0333333,true
has_minItems__AND__has_patternProperties,has_minItems,has_patternProperties,5,90,0.0526316,0,3,5,90,0,0.0333333,0,-0.0333333,true
has_minimum__AND__has_patternProperties,has_minimum,has_patternProperties,5,90,0.0526316,0,3,5,90,0,0.0333333,0,-0.0333333,true
has_allOf__AND__has_anyOf,has_allOf,has_anyOf,6,89,0.0631579,0,3,6,89,0,0.0337079,0,-0.0337079,true
has_defs__AND__has_maxItems,has_defs,has_maxItems,6,89,0.0631579,0,3,6,89,0,0.0337079,0,-0.0337079,true
has_maxItems__AND__has_ref,has_maxItems,has_ref,6,89,0.0631579,0,3,6,89,0,0.0337079,0,-0.0337079,true
has_allOf__AND__has_maxLength,has_allOf,has_maxLength,7,88,0.0736842,0,3,7,88,0,0.0340909,0,-0.0340909,true
has_defs__AND__has_patternProperties,has_defs,has_patternProperties,7,88,0.0736842,0,3,7,88,0,0.0340909,0,-0.0340909,true
has_enum__AND__has_patternProperties,has_enum,has_patternProperties,7,88,0.0736842,0,3,7,88,0,0.0340909,0,-0.0340909,true
has_items__AND__has_patternProperties,has_items,has_patternProperties,7,88,0.0736842,0,3,7,88,0,0.0340909,0,-0.0340909,true
has_patternProperties__AND__has_properties,has_patternProperties,has_properties,7,88,0.0736842,0,3,7,88,0,0.0340909,0,-0.0340909,true
has_patternProperties__AND__has_ref,has_patternProperties,has_ref,7,88,0.0736842,0,3,7,88,0,0.0340909,0,-0.0340909,true
has_patternProperties__AND__has_required,has_patternProperties,has_required,7,88,0.0736842,0,3,7,88,0,0.0340909,0,-0.0340909,true
has_patternProperties__AND__has_type,has_patternProperties,has_type,7,88,0.0736842,0,3,7,88,0,0.0340909,0,-0.0340909,true
has_additionalProperties__AND__has_maxProperties,has_additionalProperties,has_maxProperties,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_additionalProperties__AND__has_minProperties,has_additionalProperties,has_minProperties,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_boolean_schema__AND__has_maxProperties,has_boolean_schema,has_maxProperties,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_boolean_schema__AND__has_minProperties,has_boolean_schema,has_minProperties,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_defs__AND__has_maxProperties,has_defs,has_maxProperties,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_defs__AND__has_minProperties,has_defs,has_minProperties,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_enum__AND__has_maxProperties,has_enum,has_maxProperties,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_enum__AND__has_minProperties,has_enum,has_minProperties,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_items__AND__has_maxProperties,has_items,has_maxProperties,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_items__AND__has_minProperties,has_items,has_minProperties,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_maxProperties__AND__has_minProperties,has_maxProperties,has_minProperties,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_maxProperties__AND__has_oneOf,has_maxProperties,has_oneOf,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_maxProperties__AND__has_pattern,has_maxProperties,has_pattern,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_maxProperties__AND__has_properties,has_maxProperties,has_properties,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_maxProperties__AND__has_ref,has_maxProperties,has_ref,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_maxProperties__AND__has_required,has_maxProperties,has_required,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_maxProperties__AND__has_type,has_maxProperties,has_type,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_minProperties__AND__has_oneOf,has_minProperties,has_oneOf,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
has_minProperties__AND__has_pattern,has_minProperties,has_pattern,8,87,0.0842105,0,3,8,87,0,0.0344828,0,-0.0344828,true
