feature_pair,feature_a,feature_b,n_schemas,support,timeout_rate,under_rate,over_rate
has_maxLength__AND__has_type,has_maxLength,has_type,252,0.138234,0.380952,0.147651,0.214286
has_boolean_schema__AND__has_minLength,has_boolean_schema,has_minLength,189,0.103675,0.375661,0.204698,0.244019
has_additionalProperties__AND__has_minLength,has_additionalProperties,has_minLength,193,0.105869,0.367876,0.202284,0.24424
has_maximum__AND__has_minLength,has_maximum,has_minLength,41,0.0224904,0.365854,0.122449,0.361702
has_enum__AND__has_maxItems,has_enum,has_maxItems,44,0.024136,0.363636,0.39823,0.422222
has_enum__AND__has_minLength,has_enum,has_minLength,175,0.0959956,0.36,0.146026,0.359375
has_maximum__AND__has_pattern,has_maximum,has_pattern,50,0.0274273,0.36,0.282723,0.272727
has_maxItems__AND__has_pattern,has_maxItems,has_pattern,48,0.0263302,0.354167,0.0377358,0.150943
has_const__AND__has_minimum,has_const,has_minimum,3,0.00164564,0.333333,0,0
has_maxLength__AND__has_minimum,has_maxLength,has_minimum,64,0.035107,0.328125,0.103306,0.285714
has_maxLength__AND__has_required,has_maxLength,has_required,194,0.106418,0.324742,0.130579,0.205357
has_pattern__AND__has_patternProperties,has_pattern,has_patternProperties,51,0.0279759,0.313725,0.0756303,0.84127
has_maximum__AND__has_patternProperties,has_maximum,has_patternProperties,13,0.0071311,0.307692,0,0.928571
has_minLength__AND__has_properties,has_minLength,has_properties,313,0.171695,0.290735,0.167283,0.289817
has_minLength__AND__has_type,has_minLength,has_type,313,0.171695,0.290735,0.167283,0.289817
has_additionalProperties__AND__has_maxItems,has_additionalProperties,has_maxItems,67,0.0367526,0.283582,0.248889,0.214286
has_boolean_schema__AND__has_maxItems,has_boolean_schema,has_maxItems,68,0.0373012,0.279412,0.258772,0.211765
has_oneOf__AND__has_pattern,has_oneOf,has_pattern,58,0.0318157,0.275862,0.162338,0.539474
has_default__AND__has_maximum,has_default,has_maximum,45,0.0246846,0.266667,0.404908,0.2
has_minLength__AND__has_oneOf,has_minLength,has_oneOf,58,0.0318157,0.258621,0.256579,0.457831
has_items__AND__has_minLength,has_items,has_minLength,186,0.10203,0.252688,0.172214,0.355932
has_enum__AND__has_maximum,has_enum,has_maximum,72,0.0394953,0.25,0.288321,0.315217
has_default__AND__has_patternProperties,has_default,has_patternProperties,16,0.00877674,0.25,0,0.833333
has_default__AND__has_maxItems,has_default,has_maxItems,4,0.00219419,0.25,0,0.4
has_boolean_schema__AND__has_pattern,has_boolean_schema,has_pattern,319,0.174986,0.23511,0.160505,0.233735
has_enum__AND__has_pattern,has_enum,has_pattern,282,0.15469,0.234043,0.129648,0.282486
has_minLength__AND__has_required,has_minLength,has_required,262,0.143719,0.232824,0.156184,0.292264
has_additionalProperties__AND__has_pattern,has_additionalProperties,has_pattern,327,0.179375,0.229358,0.157068,0.24186
has_minLength__AND__has_minimum,has_minLength,has_minimum,70,0.0383982,0.228571,0.143322,0.302083
has_minimum__AND__has_pattern,has_minimum,has_pattern,89,0.0488206,0.224719,0.218605,0.262712
has_enum__AND__has_patternProperties,has_enum,has_patternProperties,54,0.0296215,0.222222,0.0220588,0.905405
has_boolean_schema__AND__has_maximum,has_boolean_schema,has_maximum,68,0.0373012,0.220588,0.293103,0.293478
has_additionalProperties__AND__has_maximum,has_additionalProperties,has_maximum,70,0.0383982,0.214286,0.292929,0.28125
has_oneOf__AND__has_patternProperties,has_oneOf,has_patternProperties,28,0.0153593,0.214286,0.0674157,0.857143
has_items__AND__has_maxItems,has_items,has_maxItems,90,0.0493692,0.211111,0.27439,0.280992
has_maxItems__AND__has_properties,has_maxItems,has_properties,90,0.0493692,0.211111,0.27439,0.280992
has_maxItems__AND__has_type,has_maxItems,has_type,90,0.0493692,0.211111,0.27439,0.280992
has_minLength__AND__has_minProperties,has_minLength,has_minProperties,5,0.00274273,0.2,0.333333,0.285714
has_maxItems__AND__has_required,has_maxItems,has_required,57,0.0312671,0.192982,0.351852,0.421053
has_pattern__AND__has_properties,has_pattern,has_properties,512,0.280856,0.191406,0.135714,0.246066
has_pattern__AND__has_type,has_pattern,has_type,512,0.280856,0.191406,0.135714,0.246066
has_boolean_schema__AND__has_patternProperties,has_boolean_schema,has_patternProperties,87,0.0477235,0.183908,0.0521327,0.875969
has_minimum__AND__has_patternProperties,has_minimum,has_patternProperties,22,0.012068,0.181818,0,0.967742
has_additionalProperties__AND__has_patternProperties,has_additionalProperties,has_patternProperties,89,0.0488206,0.179775,0.0516432,0.863636
has_pattern__AND__has_required,has_pattern,has_required,385,0.21119,0.176623,0.148199,0.282486
has_maximum__AND__has_minimum,has_maximum,has_minimum,109,0.0597916,0.174312,0.292793,0.24359
has_maximum__AND__has_properties,has_maximum,has_properties,111,0.0608886,0.171171,0.298901,0.25
has_maximum__AND__has_type,has_maximum,has_type,111,0.0608886,0.171171,0.298901,0.25
has_items__AND__has_pattern,has_items,has_pattern,316,0.173341,0.164557,0.119968,0.275556
has_enum__AND__has_minimum,has_enum,has_minimum,111,0.0608886,0.162162,0.24263,0.267081
has_maxLength__AND__has_minItems,has_maxLength,has_minItems,25,0.0137137,0.16,0.159664,0.361111
has_default__AND__has_pattern,has_default,has_pattern,158,0.0866703,0.158228,0.139683,0.158371
has_boolean_schema__AND__has_oneOf,has_boolean_schema,has_oneOf,109,0.0597916,0.146789,0.217532,0.339286
has_additionalProperties__AND__has_oneOf,has_additionalProperties,has_oneOf,114,0.0625343,0.140351,0.214953,0.351955
has_maximum__AND__has_required,has_maximum,has_required,95,0.0521119,0.136842,0.281623,0.243056
has_boolean_schema__AND__has_enum,has_boolean_schema,has_enum,390,0.213933,0.135897,0.174513,0.225177
has_boolean_schema__AND__has_default,has_boolean_schema,has_default,199,0.109161,0.135678,0.213313,0.161972
has_patternProperties__AND__has_properties,has_patternProperties,has_properties,119,0.065277,0.134454,0.0372881,0.867021
has_patternProperties__AND__has_type,has_patternProperties,has_type,119,0.065277,0.134454,0.0372881,0.867021
has_additionalProperties__AND__has_enum,has_additionalProperties,has_enum,402,0.220516,0.131841,0.168355,0.22619
has_patternProperties__AND__has_required,has_patternProperties,has_required,92,0.0504663,0.130435,0.0454545,0.858108
has_items__AND__has_maximum,has_items,has_maximum,46,0.0252331,0.130435,0.221198,0.298507
has_additionalProperties__AND__has_default,has_additionalProperties,has_default,213,0.11684,0.126761,0.202232,0.179487
has_enum__AND__has_oneOf,has_enum,has_oneOf,120,0.0658256,0.125,0.230088,0.421875
has_maxItems__AND__has_maximum,has_maxItems,has_maximum,8,0.00438837,0.125,0.277778,0.583333
has_boolean_schema__AND__has_minimum,has_boolean_schema,has_minimum,129,0.0707625,0.124031,0.247331,0.233503
has_additionalProperties__AND__has_minimum,has_additionalProperties,has_minimum,135,0.0740538,0.118519,0.236181,0.239234
has_items__AND__has_patternProperties,has_items,has_patternProperties,71,0.0389468,0.112676,0.0418848,0.834783
has_items__AND__has_oneOf,has_items,has_oneOf,144,0.0789907,0.111111,0.236181,0.396694
has_maxLength__AND__has_ref,has_maxLength,has_ref,29,0.0159078,0.103448,0.0948276,0.326087
has_boolean_schema__AND__has_required,has_boolean_schema,has_required,675,0.370269,0.0977778,0.202977,0.194471
has_additionalProperties__AND__has_boolean_schema,has_additionalProperties,has_boolean_schema,820,0.449808,0.097561,0.190136,0.179327
has_boolean_schema__AND__has_properties,has_boolean_schema,has_properties,825,0.452551,0.0969697,0.190923,0.181182
has_boolean_schema__AND__has_type,has_boolean_schema,has_type,825,0.452551,0.0969697,0.190923,0.181182
has_enum__AND__has_items,has_enum,has_items,423,0.232035,0.0969267,0.159514,0.258015
has_defs__AND__has_maxLength,has_defs,has_maxLength,31,0.0170049,0.0967742,0.088,0.3125
has_default__AND__has_enum,has_default,has_enum,208,0.114098,0.0961538,0.108581,0.227119
has_additionalProperties__AND__has_required,has_additionalProperties,has_required,698,0.382885,0.0945559,0.195596,0.2
has_additionalProperties__AND__has_properties,has_additionalProperties,has_properties,852,0.467361,0.0938967,0.184201,0.187313
has_additionalProperties__AND__has_type,has_additionalProperties,has_type,852,0.467361,0.0938967,0.184201,0.187313
has_default__AND__has_minimum,has_default,has_minimum,130,0.071311,0.0923077,0.53012,0.110553
has_minItems__AND__has_pattern,has_minItems,has_pattern,65,0.0356555,0.0923077,0.195946,0.5
has_minProperties__AND__has_pattern,has_minProperties,has_pattern,11,0.00603401,0.0909091,0.104167,0.529412
has_oneOf__AND__has_properties,has_oneOf,has_properties,182,0.0998354,0.0879121,0.224949,0.390879
has_oneOf__AND__has_type,has_oneOf,has_type,182,0.0998354,0.0879121,0.224949,0.390879
has_enum__AND__has_properties,has_enum,has_properties,808,0.443225,0.085396,0.140285,0.268914
has_enum__AND__has_type,has_enum,has_type,808,0.443225,0.085396,0.140285,0.268914
has_enum__AND__has_required,has_enum,has_required,597,0.327482,0.0770519,0.151384,0.263383
has_boolean_schema__AND__has_items,has_boolean_schema,has_items,514,0.281953,0.07393,0.183353,0.17296
has_minimum__AND__has_properties,has_minimum,has_properties,302,0.165661,0.0728477,0.311162,0.178794
has_minimum__AND__has_type,has_minimum,has_type,302,0.165661,0.0728477,0.311162,0.178794
has_additionalProperties__AND__has_items,has_additionalProperties,has_items,536,0.294021,0.0708955,0.1754,0.183815
has_default__AND__has_required,has_default,has_required,389,0.213385,0.066838,0.274795,0.184211
has_defs__AND__has_minProperties,has_defs,has_minProperties,15,0.0082282,0.0666667,0.259259,0.375
has_minProperties__AND__has_ref,has_minProperties,has_ref,15,0.0082282,0.0666667,0.259259,0.375
has_minLength__AND__has_ref,has_minLength,has_ref,62,0.0340099,0.0645161,0.170909,0.480392
has_const__AND__has_required,has_const,has_required,16,0.00877674,0.0625,0.126984,0.5
has_maxItems__AND__has_minimum,has_maxItems,has_minimum,16,0.00877674,0.0625,0.148148,0.48
has_items__AND__has_minimum,has_items,has_minimum,129,0.0707625,0.0620155,0.192012,0.271429
has_maxItems__AND__has_minItems,has_maxItems,has_minItems,49,0.0268788,0.0612245,0.420792,0.434211
has_minimum__AND__has_required,has_minimum,has_required,263,0.144268,0.0608365,0.311864,0.177156
has_defs__AND__has_minLength,has_defs,has_minLength,66,0.0362041,0.0606061,0.157191,0.453704
has_properties__AND__has_type,has_properties,has_type,1819,0.997806,0.0588235,0.179412,0.218739
has_items__AND__has_minProperties,has_items,has_minProperties,17,0.00932529,0.0588235,0.202899,0.413793
has_minItems__AND__has_oneOf,has_minItems,has_oneOf,52,0.0285244,0.0576923,0.304598,0.555556
has_oneOf__AND__has_required,has_oneOf,has_required,158,0.0866703,0.056962,0.244898,0.414545
has_default__AND__has_properties,has_default,has_properties,485,0.266045,0.0556701,0.245971,0.178385
has_default__AND__has_type,has_default,has_type,485,0.266045,0.0556701,0.245971,0.178385
has_items__AND__has_properties,has_items,has_properties,990,0.543061,0.0555556,0.159794,0.222428
has_items__AND__has_type,has_items,has_type,990,0.543061,0.0555556,0.159794,0.222428
has_properties__AND__has_required,has_properties,has_required,1365,0.748766,0.0542125,0.195647,0.221062
has_required__AND__has_type,has_required,has_type,1365,0.748766,0.0542125,0.195647,0.221062
has_const__AND__has_properties,has_const,has_properties,19,0.0104224,0.0526316,0.157143,0.40625
has_const__AND__has_type,has_const,has_type,19,0.0104224,0.0526316,0.157143,0.40625
has_pattern__AND__has_ref,has_pattern,has_ref,148,0.0811849,0.0472973,0.147436,0.297521
has_defs__AND__has_pattern,has_defs,has_pattern,157,0.0861218,0.044586,0.139183,0.299611
has_minItems__AND__has_minLength,has_minItems,has_minLength,68,0.0373012,0.0441176,0.224684,0.441441
has_minProperties__AND__has_required,has_minProperties,has_required,24,0.0131651,0.0416667,0.21875,0.410256
has_items__AND__has_required,has_items,has_required,786,0.431157,0.0407125,0.174414,0.246154
has_minProperties__AND__has_properties,has_minProperties,has_properties,25,0.0137137,0.04,0.214286,0.390244
has_enum__AND__has_minItems,has_enum,has_minItems,107,0.0586945,0.0373832,0.2975,0.44186
has_minProperties__AND__has_type,has_minProperties,has_type,29,0.0159078,0.0344828,0.23,0.468085
has_minItems__AND__has_required,has_minItems,has_required,219,0.120132,0.0273973,0.311321,0.391781
has_minItems__AND__has_properties,has_minItems,has_properties,227,0.12452,0.0264317,0.318693,0.39314
has_minItems__AND__has_type,has_minItems,has_type,227,0.12452,0.0264317,0.318693,0.39314
has_boolean_schema__AND__has_minItems,has_boolean_schema,has_minItems,115,0.0630828,0.026087,0.371486,0.345361
has_additionalProperties__AND__has_minItems,has_additionalProperties,has_minItems,118,0.0647285,0.0254237,0.368317,0.34
has_items__AND__has_minItems,has_items,has_minItems,222,0.121777,0.0225225,0.321911,0.380054
has_items__AND__has_ref,has_items,has_ref,319,0.174986,0.0188088,0.187831,0.269027
has_boolean_schema__AND__has_ref,has_boolean_schema,has_ref,269,0.147559,0.0185874,0.153518,0.232409
has_minItems__AND__has_minimum,has_minItems,has_minimum,54,0.0296215,0.0185185,0.226974,0.395604
has_defs__AND__has_items,has_defs,has_items,337,0.18486,0.0178042,0.180544,0.257143
has_additionalProperties__AND__has_ref,has_additionalProperties,has_ref,283,0.155239,0.0176678,0.147326,0.239437
has_boolean_schema__AND__has_defs,has_boolean_schema,has_defs,285,0.156336,0.0175439,0.144126,0.231388
has_additionalProperties__AND__has_defs,has_additionalProperties,has_defs,299,0.164015,0.0167224,0.138837,0.238095
has_ref__AND__has_required,has_ref,has_required,359,0.196928,0.0167131,0.176471,0.319355
has_defs__AND__has_ref,has_defs,has_ref,432,0.236972,0.0162037,0.168892,0.281501
has_defs__AND__has_required,has_defs,has_required,371,0.203511,0.0161725,0.172546,0.3125
has_properties__AND__has_ref,has_properties,has_ref,442,0.242457,0.0158371,0.167439,0.289267
has_ref__AND__has_type,has_ref,has_type,442,0.242457,0.0158371,0.167439,0.289267
has_defs__AND__has_properties,has_defs,has_properties,471,0.258365,0.014862,0.159438,0.276074
has_defs__AND__has_type,has_defs,has_type,471,0.258365,0.014862,0.159438,0.276074
has_enum__AND__has_ref,has_enum,has_ref,216,0.118486,0.00925926,0.178763,0.353562
has_oneOf__AND__has_ref,has_oneOf,has_ref,108,0.059243,0.00925926,0.231454,0.469388
has_defs__AND__has_oneOf,has_defs,has_oneOf,110,0.0603401,0.00909091,0.227405,0.462312
has_defs__AND__has_enum,has_defs,has_enum,221,0.121229,0.00904977,0.172194,0.347938
has_default__AND__has_items,has_default,has_items,174,0.0954471,0.00574713,0.12272,0.224832
has_anyOf__AND__has_properties,has_anyOf,has_properties,92,0.0504663,0,0.34596,0.365385
has_anyOf__AND__has_type,has_anyOf,has_type,92,0.0504663,0,0.34596,0.365385
has_defs__AND__has_minItems,has_defs,has_minItems,91,0.0499177,0,0.329843,0.474359
has_minItems__AND__has_ref,has_minItems,has_ref,88,0.0482721,0,0.326087,0.473333
has_anyOf__AND__has_required,has_anyOf,has_required,84,0.0460779,0,0.356568,0.398601
has_anyOf__AND__has_items,has_anyOf,has_items,67,0.0367526,0,0.369128,0.398305
has_minimum__AND__has_ref,has_minimum,has_ref,62,0.0340099,0,0.220065,0.333333
has_anyOf__AND__has_defs,has_anyOf,has_defs,61,0.0334613,0,0.237903,0.427184
has_default__AND__has_defs,has_default,has_defs,61,0.0334613,0,0.159624,0.327434
has_defs__AND__has_minimum,has_defs,has_minimum,61,0.0334613,0,0.220779,0.320755
has_anyOf__AND__has_ref,has_anyOf,has_ref,60,0.0329128,0,0.238494,0.425743
has_additionalProperties__AND__has_anyOf,has_additionalProperties,has_anyOf,56,0.0307186,0,0.413284,0.307692
has_default__AND__has_ref,has_default,has_ref,54,0.0296215,0,0.167539,0.343137
has_anyOf__AND__has_enum,has_anyOf,has_enum,52,0.0285244,0,0.347222,0.431818
has_anyOf__AND__has_boolean_schema,has_anyOf,has_boolean_schema,51,0.0279759,0,0.435294,0.304878
has_patternProperties__AND__has_ref,has_patternProperties,has_ref,49,0.0268788,0,0.0671141,0.842697
has_defs__AND__has_patternProperties,has_defs,has_patternProperties,48,0.0263302,0,0.0671141,0.83908
has_allOf__AND__has_properties,has_allOf,has_properties,42,0.0230389,0,0.607843,0.272727
has_allOf__AND__has_type,has_allOf,has_type,42,0.0230389,0,0.607843,0.272727
has_default__AND__has_oneOf,has_default,has_oneOf,38,0.0208448,0,0.134831,0.305556
has_allOf__AND__has_defs,has_allOf,has_defs,37,0.0202962,0,0.512195,0.308824
has_allOf__AND__has_ref,has_allOf,has_ref,37,0.0202962,0,0.512195,0.308824
has_allOf__AND__has_required,has_allOf,has_required,37,0.0202962,0,0.611111,0.279412
has_maxItems__AND__has_ref,has_maxItems,has_ref,36,0.0197477,0,0.183099,0.203125
has_defs__AND__has_maxItems,has_defs,has_maxItems,35,0.0191991,0,0.184397,0.177419
has_minItems__AND__has_patternProperties,has_minItems,has_patternProperties,33,0.018102,0,0.0178571,0.898305
has_anyOf__AND__has_minItems,has_anyOf,has_minItems,32,0.0175535,0,0.475,0.442308
has_allOf__AND__has_items,has_allOf,has_items,30,0.0164564,0,0.653226,0.232143
has_default__AND__has_minItems,has_default,has_minItems,29,0.0159078,0,0.347458,0.433962
has_minimum__AND__has_oneOf,has_minimum,has_oneOf,28,0.0153593,0,0.286957,0.45098
has_anyOf__AND__has_pattern,has_anyOf,has_pattern,27,0.0148108,0,0.278571,0.478261
has_maximum__AND__has_ref,has_maximum,has_ref,27,0.0148108,0,0.178808,0.391304
has_defs__AND__has_maximum,has_defs,has_maximum,26,0.0142622,0,0.18,0.363636
has_allOf__AND__has_enum,has_allOf,has_enum,25,0.0137137,0,0.615385,0.348837
has_allOf__AND__has_oneOf,has_allOf,has_oneOf,25,0.0137137,0,0.7375,0.369565
has_anyOf__AND__has_minLength,has_anyOf,has_minLength,25,0.0137137,0,0.475806,0.302326
has_additionalProperties__AND__has_allOf,has_additionalProperties,has_allOf,23,0.0126166,0,0.568807,0.275
has_allOf__AND__has_boolean_schema,has_allOf,has_boolean_schema,22,0.012068,0,0.596154,0.243243
has_additionalProperties__AND__has_minProperties,has_additionalProperties,has_minProperties,21,0.0115195,0,0.238636,0.285714
has_anyOf__AND__has_oneOf,has_anyOf,has_oneOf,20,0.0109709,0,0.454545,0.513514
has_boolean_schema__AND__has_minProperties,has_boolean_schema,has_minProperties,20,0.0109709,0,0.240964,0.30303
has_not__AND__has_properties,has_not,has_properties,20,0.0109709,0,0.465753,0.515152
has_not__AND__has_required,has_not,has_required,20,0.0109709,0,0.465753,0.515152
has_not__AND__has_type,has_not,has_type,20,0.0109709,0,0.465753,0.515152
has_enum__AND__has_not,has_enum,has_not,19,0.0104224,0,0.485714,0.483871
has_anyOf__AND__has_minimum,has_anyOf,has_minimum,18,0.00987383,0,0.300885,0.4
has_additionalProperties__AND__has_const,has_additionalProperties,has_const,17,0.00932529,0,0.132353,0.433333
has_boolean_schema__AND__has_not,has_boolean_schema,has_not,17,0.00932529,0,0.4,0.62963
has_maximum__AND__has_minItems,has_maximum,has_minItems,17,0.00932529,0,0.29,0.444444
has_additionalProperties__AND__has_not,has_additionalProperties,has_not,16,0.00877674,0,0.412698,0.6
has_allOf__AND__has_minItems,has_allOf,has_minItems,16,0.00877674,0,0.77027,0.178571
has_boolean_schema__AND__has_const,has_boolean_schema,has_const,16,0.00877674,0,0.136364,0.413793
has_defs__AND__has_not,has_defs,has_not,16,0.00877674,0,0.454545,0.555556
has_not__AND__has_ref,has_not,has_ref,16,0.00877674,0,0.454545,0.555556
has_allOf__AND__has_minLength,has_allOf,has_minLength,15,0.0082282,0,0.637681,0.25
has_maximum__AND__has_oneOf,has_maximum,has_oneOf,15,0.0082282,0,0.181818,0.6
has_allOf__AND__has_anyOf,has_allOf,has_anyOf,14,0.00767965,0,0.836364,0.28
has_minItems__AND__has_minProperties,has_minItems,has_minProperties,13,0.0071311,0,0.206897,0.375
has_not__AND__has_oneOf,has_not,has_oneOf,13,0.0071311,0,0.55814,0.478261
has_allOf__AND__has_not,has_allOf,has_not,12,0.00658256,0,0.804878,0.25
has_anyOf__AND__has_default,has_anyOf,has_default,12,0.00658256,0,0.477273,0.26087
has_items__AND__has_not,has_items,has_not,12,0.00658256,0,0.609756,0.45
has_anyOf__AND__has_patternProperties,has_anyOf,has_patternProperties,11,0.00603401,0,0.0454545,0.666667
has_const__AND__has_defs,has_const,has_defs,11,0.00603401,0,0.097561,0.526316
has_const__AND__has_items,has_const,has_items,11,0.00603401,0,0.133333,0.421053
has_allOf__AND__has_pattern,has_allOf,has_pattern,10,0.00548546,0,0.605263,0.2
has_anyOf__AND__has_maximum,has_anyOf,has_maximum,10,0.00548546,0,0.319444,0.352941
has_enum__AND__has_minProperties,has_enum,has_minProperties,10,0.00548546,0,0.1,0.375
has_items__AND__has_maxProperties,has_items,has_maxProperties,10,0.00548546,0,0.0833333,0.533333
has_maxProperties__AND__has_properties,has_maxProperties,has_properties,10,0.00548546,0,0.0833333,0.533333
has_maxProperties__AND__has_type,has_maxProperties,has_type,10,0.00548546,0,0.0833333,0.533333
has_minProperties__AND__has_patternProperties,has_minProperties,has_patternProperties,10,0.00548546,0,0.0789474,0.777778
has_additionalProperties__AND__has_multipleOf,has_additionalProperties,has_multipleOf,9,0.00493692,0,0.555556,0.0555556
has_allOf__AND__has_minimum,has_allOf,has_minimum,9,0.00493692,0,0.645161,0.352941
has_boolean_schema__AND__has_multipleOf,has_boolean_schema,has_multipleOf,9,0.00493692,0,0.555556,0.0555556
has_const__AND__has_enum,has_const,has_enum,9,0.00493692,0,0,0.642857
has_const__AND__has_ref,has_const,has_ref,9,0.00493692,0,0.114286,0.4
has_exclusiveMinimum__AND__has_properties,has_exclusiveMinimum,has_properties,9,0.00493692,0,0.468085,0.133333
has_exclusiveMinimum__AND__has_required,has_exclusiveMinimum,has_required,9,0.00493692,0,0.468085,0.133333
has_exclusiveMinimum__AND__has_type,has_exclusiveMinimum,has_type,9,0.00493692,0,0.468085,0.133333
has_minItems__AND__has_not,has_minItems,has_not,9,0.00493692,0,0.666667,0.428571
has_multipleOf__AND__has_properties,has_multipleOf,has_properties,9,0.00493692,0,0.555556,0.0555556
has_multipleOf__AND__has_type,has_multipleOf,has_type,9,0.00493692,0,0.555556,0.0555556
has_anyOf__AND__has_not,has_anyOf,has_not,8,0.00438837,0,0.448276,0.583333
has_const__AND__has_pattern,has_const,has_pattern,8,0.00438837,0,0.176471,0.571429
has_additionalProperties__AND__has_maxProperties,has_additionalProperties,has_maxProperties,7,0.00383982,0,0,0.444444
has_boolean_schema__AND__has_maxProperties,has_boolean_schema,has_maxProperties,7,0.00383982,0,0,0.444444
has_const__AND__has_default,has_const,has_default,7,0.00383982,0,0.148148,0.428571
has_const__AND__has_minItems,has_const,has_minItems,7,0.00383982,0,0.214286,0.538462
has_const__AND__has_oneOf,has_const,has_oneOf,7,0.00383982,0,0.117647,0.384615
has_enum__AND__has_maxProperties,has_enum,has_maxProperties,7,0.00383982,0,0,0.444444
has_maxProperties__AND__has_required,has_maxProperties,has_required,7,0.00383982,0,0.1,0.666667
has_minProperties__AND__has_minimum,has_minProperties,has_minimum,7,0.00383982,0,0.176471,0.230769
has_allOf__AND__has_default,has_allOf,has_default,6,0.00329128,0,0.291667,0.5
has_anyOf__AND__has_const,has_anyOf,has_const,6,0.00329128,0,0,0.666667
has_anyOf__AND__has_maxLength,has_anyOf,has_maxLength,6,0.00329128,0,0.227273,0.444444
has_anyOf__AND__has_minProperties,has_anyOf,has_minProperties,6,0.00329128,0,0.206897,0.444444
has_minLength__AND__has_not,has_minLength,has_not,6,0.00329128,0,0.428571,0.6
has_multipleOf__AND__has_required,has_multipleOf,has_required,6,0.00329128,0,0.642857,0.0833333
has_anyOf__AND__has_maxItems,has_anyOf,has_maxItems,5,0.00274273,0,0.666667,0.142857
has_const__AND__has_patternProperties,has_const,has_patternProperties,5,0.00274273,0,0.111111,0.555556
has_exclusiveMinimum__AND__has_items,has_exclusiveMinimum,has_items,5,0.00274273,0,0.5,0
has_maxProperties__AND__has_oneOf,has_maxProperties,has_oneOf,5,0.00274273,0,0.125,0.555556
has_minimum__AND__has_not,has_minimum,has_not,5,0.00274273,0,0.647059,0.222222
has_additionalProperties__AND__has_if_then_else,has_additionalProperties,has_if_then_else,4,0.00219419,0,0,1
has_allOf__AND__has_maxItems,has_allOf,has_maxItems,4,0.00219419,0,0.923077,0.285714
has_allOf__AND__has_maxLength,has_allOf,has_maxLength,4,0.00219419,0,0.0526316,0.571429
has_allOf__AND__has_maximum,has_allOf,has_maximum,4,0.00219419,0,0.45,0.571429
has_const__AND__has_if_then_else,has_const,has_if_then_else,4,0.00219419,0,0,1
has_default__AND__has_not,has_default,has_not,4,0.00219419,0,0,0.875
has_defs__AND__has_if_then_else,has_defs,has_if_then_else,4,0.00219419,0,0,1
has_enum__AND__has_multipleOf,has_enum,has_multipleOf,4,0.00219419,0,0.545455,0.125
has_exclusiveMinimum__AND__has_minItems,has_exclusiveMinimum,has_minItems,4,0.00219419,0,0.551724,0
has_if_then_else__AND__has_properties,has_if_then_else,has_properties,4,0.00219419,0,0,1
has_if_then_else__AND__has_required,has_if_then_else,has_required,4,0.00219419,0,0,1
has_if_then_else__AND__has_type,has_if_then_else,has_type,4,0.00219419,0,0,1
has_items__AND__has_multipleOf,has_items,has_multipleOf,4,0.00219419,0,0.545455,0.125
has_maxProperties__AND__has_minItems,has_maxProperties,has_minItems,4,0.00219419,0,0,1
has_maxProperties__AND__has_pattern,has_maxProperties,has_pattern,4,0.00219419,0,0,0.666667
has_minProperties__AND__has_oneOf,has_minProperties,has_oneOf,4,0.00219419,0,0,0.714286
has_not__AND__has_pattern,has_not,has_pattern,4,0.00219419,0,0.176471,0.714286
has_not__AND__has_patternProperties,has_not,has_patternProperties,4,0.00219419,0,0.0555556,1
