schema_id,has_under,has_over,under_test_count,over_test_count,correct_test_count,total_test_count,numeric_keyword_count,numeric_keywords_present,numeric_target_type,numeric_is_in_properties,numeric_property_required,numeric_has_default,numeric_has_min_and_max,numeric_parent_keyword,numeric_depth,patternProperties_occurrence_count,patternProperties_pattern_count,patternProperties_with_properties,patternProperties_has_additionalProperties,additionalProperties_value,patternProperties_regex_has_anchor,patternProperties_regex_has_dotstar,patternProperties_regex_has_alternation,patternProperties_regex_has_charclass,patternProperties_regex_complexity_score,not_count,not_depth_min,not_depth_max,not_depth_avg,not_parent_keyword,not_target_type,not_contains_enum,not_contains_const,not_contains_pattern,not_contains_properties,not_contains_required,not_contains_anyOf,not_contains_allOf,not_contains_oneOf,not_sibling_keyword_count,allOf_count,anyOf_count,oneOf_count,combinator_count,combinator_type,combinator_depth_min,combinator_depth_max,combinator_depth_avg,combinator_branch_count_min,combinator_branch_count_max,combinator_branch_count_avg,branches_have_same_type,branches_conflicting_types,branches_have_required,branches_have_properties,branches_have_not,branches_have_enum,branches_overlapping_properties,complex_keywords_same_node_max,complex_keywords_same_node_avg,local_cooccurrence_pairs,has_minimum,has_maximum,has_exclusiveMinimum,has_exclusiveMaximum,has_multipleOf,has_patternProperties,has_not,has_allOf,has_anyOf,has_oneOf,same_node_not_and_enum,same_node_not_and_type,same_node_not_and_pattern,same_node_allOf_and_not,same_node_patternProperties_and_additionalProperties,same_node_properties_and_patternProperties,same_node_properties_and_required,same_node_combinator_and_patternProperties,instance_matching_pattern_keys_count_bucket,not_sibling_keyword_count_bucket,combinator_branch_count_bucket,allOf_satisfied_branch_count_bucket,allOf_satisfied_branch_ratio_bucket,anyOf_satisfied_branch_count_bucket,anyOf_satisfied_branch_ratio_bucket,oneOf_satisfied_branch_count_bucket,oneOf_satisfied_branch_ratio_bucket
Github_medium---o10518.json,true,false,2,0,5,7,1,minimum,integer,true,true,false,false,properties,7,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,3,0.705882,additionalProperties+properties:4|additionalProperties+required:4|properties+required:4,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o10527.json,false,false,0,0,10,10,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,3,0.9,additionalProperties+properties:3|additionalProperties+required:3|properties+required:3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o1053.json,true,false,1,0,5,6,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,1,0.2,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o10530.json,false,false,0,0,5,5,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,1,1,oneOf,6,6,6,3,3,3,true,false,false,false,false,false,false,3,0.666667,additionalProperties+properties:6|additionalProperties+required:6|properties+required:7,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,unknown,0,3,unknown,0,unknown,0,unknown,0
Github_medium---o10566.json,false,true,0,2,5,7,0,,absent,false,false,false,false,absent,0,1,1,false,true,false,true,false,false,true,7,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,1,0,1,2,mixed,0,2,1,2,10,6,true,false,true,false,false,false,false,3,0.714286,additionalProperties+properties:5|additionalProperties+required:5|patternProperties+additionalProperties:1|properties+required:5,false,false,false,false,false,true,false,true,false,true,false,false,false,false,true,false,true,false,unknown,0,6+,unknown,0,unknown,0,unknown,0
Github_medium---o10927.json,false,false,0,0,3,3,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.27907,properties+required:6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o11481.json,false,false,0,0,5,5,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.2,properties+required:1,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o11514.json,false,false,0,0,3,3,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.222222,properties+required:3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o11515.json,false,false,0,0,3,3,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.323529,properties+required:5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o11666.json,false,true,0,1,6,7,2,maximum|minimum,absent,false,false,false,true,other,3,0,0,false,false,absent,false,false,false,false,0,2,4,4,4,properties,mixed,true,false,false,false,false,false,false,false,1,1,0,3,4,mixed,0,4,2.5,2,5,3,true,false,false,true,false,true,true,3,0.791667,additionalProperties+properties:5|additionalProperties+required:4|properties+required:4,true,true,false,false,false,false,true,true,false,true,false,true,false,false,false,false,true,false,unknown,1,4-5,unknown,0,unknown,0,unknown,0
Github_medium---o11667.json,false,true,0,2,5,7,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,1,2,2,2,properties,mixed,false,false,false,false,false,false,false,false,0,1,0,3,4,mixed,0,4,2,2,3,2.25,true,false,true,true,false,true,true,3,0.69697,additionalProperties+properties:2|additionalProperties+required:2|oneOf+properties:1|properties+required:2,false,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,true,false,unknown,0,3,unknown,0,unknown,0,unknown,0
Github_medium---o11670.json,false,true,0,1,2,3,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,3,0.888889,additionalProperties+properties:5|additionalProperties+required:5|properties+required:5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o11684.json,true,false,3,0,2,5,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.4,properties+required:3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o11689.json,false,false,0,0,6,6,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,1,0,1,anyOf,5,5,5,3,3,3,true,false,false,false,false,false,false,2,0.518519,properties+required:5,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,unknown,0,3,unknown,0,unknown,0,unknown,0
Github_medium---o11795.json,false,true,0,1,3,4,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.222222,properties+required:2,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o11800.json,false,false,0,0,5,5,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.615385,properties+required:4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o11803.json,false,false,0,0,3,3,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.538462,properties+required:3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o1191.json,false,false,0,0,7,7,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.125,properties+required:1,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o11975.json,false,false,0,0,5,5,0,,absent,false,false,false,false,absent,0,1,1,false,true,true,true,false,false,true,15,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,3,0.428571,additionalProperties+properties:2|additionalProperties+required:2|patternProperties+additionalProperties:1|properties+required:2,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12092.json,false,false,0,0,4,4,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,3,0.545455,additionalProperties+properties:2|additionalProperties+required:2|properties+required:2,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12175.json,false,true,0,1,5,6,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,1,2,2,2,properties,mixed,false,false,false,false,false,false,false,false,0,1,0,3,4,mixed,0,4,2,2,3,2.25,true,false,true,true,false,true,true,3,0.69697,additionalProperties+properties:2|additionalProperties+required:2|oneOf+properties:1|properties+required:2,false,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,true,false,unknown,0,3,unknown,0,unknown,0,unknown,0
Github_medium---o12178.json,false,true,0,1,2,3,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,3,0.888889,additionalProperties+properties:5|additionalProperties+required:5|properties+required:5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o1218.json,false,false,0,0,7,7,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,2,0,2,anyOf,3,4,3.5,2,3,2.5,true,false,false,false,false,false,false,3,0.62963,additionalProperties+properties:3|additionalProperties+required:3|properties+required:3,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,unknown,0,3,unknown,0,unknown,0,unknown,0
Github_medium---o12210.json,false,true,0,2,8,10,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,1,0.210526,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12241.json,true,false,2,0,5,7,1,minimum,integer,true,false,false,false,properties,5,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,3,0.6,additionalProperties+properties:2|additionalProperties+required:1|properties+required:1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12244.json,true,false,2,0,6,8,1,minimum,integer,true,false,false,false,properties,5,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.5,additionalProperties+properties:2,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12279.json,false,true,0,2,3,5,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,2,0,0,2,allOf,6,6,6,2,2,2,true,false,false,false,false,false,false,2,0.423077,properties+required:1,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,unknown,0,2,unknown,0,unknown,0,unknown,0
Github_medium---o12283.json,false,false,0,0,4,4,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.5,properties+required:3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12286.json,false,false,0,0,2,2,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,1,0.1,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12288.json,false,false,0,0,4,4,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,1,0.210526,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12289.json,false,false,0,0,4,4,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,1,0.108108,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12378.json,false,true,0,2,2,4,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.166667,properties+required:1,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12455.json,true,false,2,0,2,4,0,,absent,false,false,false,false,absent,0,1,1,false,false,absent,false,true,false,false,4,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,3,0.5625,additionalProperties+properties:2|additionalProperties+required:2|properties+required:3,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12456.json,false,true,0,2,1,3,0,,absent,false,false,false,false,absent,0,3,3,false,false,absent,false,true,false,false,12,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,3,0.428571,additionalProperties+properties:2|additionalProperties+required:2|properties+required:3,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12458.json,true,false,3,0,2,5,1,minimum,number,false,false,false,false,$defs,2,1,1,false,false,absent,false,true,false,false,4,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,3,0.269231,additionalProperties+properties:1|additionalProperties+required:1|properties+required:1,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12487.json,false,false,0,0,2,2,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,3,0.272727,additionalProperties+properties:1|additionalProperties+required:1|properties+required:1,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12496.json,false,false,0,0,3,3,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.2,additionalProperties+properties:1,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12505.json,false,false,0,0,2,2,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.222222,properties+required:1,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12562.json,false,true,0,1,2,3,2,maximum|minimum,integer,true,false,false,true,properties,2,1,2,true,false,absent,true,false,false,true,42,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,3,0.461538,patternProperties+properties:1|patternProperties+required:1|properties+required:1,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12603.json,true,false,2,0,4,6,3,minimum,integer,true,false,false,false,properties,4,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.24,properties+required:1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12605.json,true,false,3,0,6,9,3,minimum,integer,true,true,false,false,properties,4,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.25,properties+required:1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12610.json,true,false,2,0,1,3,6,maximum|minimum,integer,true,false,false,true,properties,2,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,1,0.3,,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12618.json,false,false,0,0,6,6,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.333333,properties+required:2,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o1262.json,true,false,3,0,8,11,3,minimum,mixed,true,true,false,false,properties,4,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,0,0,0,0,absent,0,0,0,0,0,0,false,false,false,false,false,false,false,2,0.307692,properties+required:2,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,unknown,0,0,unknown,0,unknown,0,unknown,0
Github_medium---o12623.json,false,true,0,2,4,6,0,,absent,false,false,false,false,absent,0,0,0,false,false,absent,false,false,false,false,0,0,0,0,0,absent,absent,false,false,false,false,false,false,false,false,0,1,0,0,1,allOf,3,3,3,2,2,2,true,false,true,true,false,false,false,2,0.191489,properties+required:4,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,unknown,0,2,unknown,0,unknown,0,unknown,0
