feature_pair,feature_a,feature_b,n_schemas,support,timeout_rate,under_rate,over_rate
has_additionalProperties__AND__has_oneOf,has_additionalProperties,has_oneOf,46,0.0257127,0.108696,0.088,0.428571
has_enum__AND__has_maximum,has_enum,has_maximum,21,0.0117384,0.0952381,0.561644,0.266667
has_minLength__AND__has_properties,has_minLength,has_properties,195,0.108999,0.0923077,0.0912281,0.162602
has_minLength__AND__has_type,has_minLength,has_type,196,0.109558,0.0918367,0.0907504,0.161943
has_maxLength__AND__has_required,has_maxLength,has_required,114,0.0637228,0.0877193,0.0984456,0.152318
has_enum__AND__has_maxItems,has_enum,has_maxItems,13,0.00726663,0.0769231,0.0930233,0.411765
has_maxItems__AND__has_required,has_maxItems,has_required,27,0.0150922,0.0740741,0.17284,0.27027
has_items__AND__has_pattern,has_items,has_pattern,69,0.038569,0.0724638,0.104247,0.295918
has_minItems__AND__has_pattern,has_minItems,has_pattern,14,0.0078256,0.0714286,0.361702,0.409091
has_oneOf__AND__has_properties,has_oneOf,has_properties,73,0.0408049,0.0684932,0.101124,0.382353
has_oneOf__AND__has_type,has_oneOf,has_type,75,0.0419229,0.0666667,0.0978261,0.380952
has_items__AND__has_oneOf,has_items,has_oneOf,32,0.0178871,0.0625,0.0470588,0.469388
has_enum__AND__has_oneOf,has_enum,has_oneOf,33,0.0184461,0.0606061,0.0930233,0.319149
has_additionalProperties__AND__has_enum,has_additionalProperties,has_enum,194,0.10844,0.0515464,0.114398,0.112319
has_boolean_schema__AND__has_pattern,has_boolean_schema,has_pattern,118,0.0659586,0.0508475,0.109557,0.363095
has_minLength__AND__has_required,has_minLength,has_required,158,0.0883175,0.0506329,0.0884774,0.129808
has_additionalProperties__AND__has_pattern,has_additionalProperties,has_pattern,119,0.0665176,0.0504202,0.108545,0.366864
has_additionalProperties__AND__has_maximum,has_additionalProperties,has_maximum,40,0.0223589,0.05,0.57037,0.264151
has_boolean_schema__AND__has_maximum,has_boolean_schema,has_maximum,41,0.0229178,0.0487805,0.57037,0.277778
has_boolean_schema__AND__has_enum,has_boolean_schema,has_enum,191,0.106764,0.0471204,0.116466,0.106618
has_enum__AND__has_items,has_enum,has_items,109,0.0609279,0.0458716,0.13289,0.174194
has_enum__AND__has_minimum,has_enum,has_minimum,52,0.0290665,0.0384615,0.490291,0.126582
has_oneOf__AND__has_required,has_oneOf,has_required,58,0.0324203,0.0344828,0.100629,0.411765
has_pattern__AND__has_type,has_pattern,has_type,212,0.118502,0.0330189,0.114465,0.304487
has_pattern__AND__has_properties,has_pattern,has_properties,213,0.119061,0.0328638,0.111669,0.313099
has_additionalProperties__AND__has_items,has_additionalProperties,has_items,271,0.151481,0.0295203,0.0733945,0.254054
has_pattern__AND__has_required,has_pattern,has_required,172,0.0961431,0.0290698,0.117293,0.307393
has_enum__AND__has_type,has_enum,has_type,417,0.233091,0.0263789,0.120656,0.12963
has_boolean_schema__AND__has_items,has_boolean_schema,has_items,266,0.148686,0.0263158,0.0766074,0.237705
has_maximum__AND__has_minimum,has_maximum,has_minimum,76,0.0424818,0.0263158,0.643636,0.17757
has_enum__AND__has_properties,has_enum,has_properties,419,0.234209,0.026253,0.120192,0.134003
has_additionalProperties__AND__has_properties,has_additionalProperties,has_properties,803,0.448854,0.0261519,0.102799,0.20262
has_additionalProperties__AND__has_type,has_additionalProperties,has_type,810,0.452767,0.0259259,0.101818,0.206926
has_maximum__AND__has_properties,has_maximum,has_properties,78,0.0435998,0.025641,0.63986,0.190909
has_additionalProperties__AND__has_boolean_schema,has_additionalProperties,has_boolean_schema,783,0.437675,0.0255428,0.106373,0.193345
has_boolean_schema__AND__has_properties,has_boolean_schema,has_properties,783,0.437675,0.0255428,0.106833,0.192825
has_boolean_schema__AND__has_type,has_boolean_schema,has_type,788,0.44047,0.0253807,0.106169,0.196253
has_maximum__AND__has_type,has_maximum,has_type,79,0.0441587,0.0253165,0.628866,0.189189
has_boolean_schema__AND__has_minimum,has_boolean_schema,has_minimum,89,0.0497485,0.0224719,0.506711,0.181102
has_additionalProperties__AND__has_minimum,has_additionalProperties,has_minimum,90,0.0503074,0.0222222,0.495082,0.1875
has_enum__AND__has_pattern,has_enum,has_pattern,51,0.0285075,0.0196078,0.127451,0.315789
has_maximum__AND__has_required,has_maximum,has_required,54,0.0301845,0.0185185,0.544041,0.246575
has_boolean_schema__AND__has_required,has_boolean_schema,has_required,606,0.338737,0.0165017,0.101335,0.188439
has_enum__AND__has_required,has_enum,has_required,307,0.171604,0.0162866,0.114713,0.113082
has_additionalProperties__AND__has_required,has_additionalProperties,has_required,620,0.346562,0.016129,0.0976879,0.195039
has_items__AND__has_properties,has_items,has_properties,568,0.317496,0.0158451,0.0711083,0.176617
has_items__AND__has_type,has_items,has_type,574,0.32085,0.0156794,0.0712035,0.17734
has_anyOf__AND__has_properties,has_anyOf,has_properties,68,0.0380101,0.0147059,0.103175,0.201923
has_anyOf__AND__has_type,has_anyOf,has_type,68,0.0380101,0.0147059,0.113725,0.182692
has_properties__AND__has_type,has_properties,has_type,1771,0.989939,0.0135517,0.11858,0.188496
has_minimum__AND__has_properties,has_minimum,has_properties,193,0.107881,0.0103627,0.571848,0.143357
has_minimum__AND__has_type,has_minimum,has_type,195,0.108999,0.0102564,0.56196,0.142361
has_minItems__AND__has_required,has_minItems,has_required,98,0.0547792,0.0102041,0.106583,0.157143
has_items__AND__has_required,has_items,has_required,425,0.237563,0.00941176,0.0700584,0.183028
has_required__AND__has_type,has_required,has_type,1281,0.716042,0.00936768,0.113106,0.186866
has_properties__AND__has_required,has_properties,has_required,1282,0.716601,0.00936037,0.113106,0.187733
has_minItems__AND__has_properties,has_minItems,has_properties,107,0.0598099,0.00934579,0.106195,0.167742
has_items__AND__has_minItems,has_items,has_minItems,109,0.0609279,0.00917431,0.108571,0.162338
has_minItems__AND__has_type,has_minItems,has_type,113,0.0631638,0.00884956,0.111717,0.154321
has_minimum__AND__has_required,has_minimum,has_required,151,0.0844047,0.00662252,0.514815,0.160714
has_defs__AND__has_type,has_defs,has_type,209,0.116825,0,0.0817391,0.267974
has_defs__AND__has_properties,has_defs,has_properties,208,0.116266,0,0.0830389,0.271242
has_ref__AND__has_type,has_ref,has_type,187,0.104528,0,0.0882917,0.264493
has_properties__AND__has_ref,has_properties,has_ref,186,0.103969,0,0.0898438,0.268116
has_default__AND__has_type,has_default,has_type,184,0.102851,0,0.202765,0.166023
has_defs__AND__has_ref,has_defs,has_ref,184,0.102851,0,0.0862745,0.275735
has_default__AND__has_properties,has_default,has_properties,182,0.101733,0,0.207547,0.167315
has_defs__AND__has_required,has_defs,has_required,143,0.0799329,0,0.0665025,0.281553
has_ref__AND__has_required,has_ref,has_required,133,0.0743432,0,0.0680628,0.260417
has_default__AND__has_required,has_default,has_required,121,0.0676356,0,0.179389,0.213018
has_additionalProperties__AND__has_defs,has_additionalProperties,has_defs,98,0.0547792,0,0.0680272,0.262411
has_additionalProperties__AND__has_ref,has_additionalProperties,has_ref,93,0.0519843,0,0.0602837,0.251852
has_boolean_schema__AND__has_defs,has_boolean_schema,has_defs,92,0.0514254,0,0.0760456,0.21374
has_defs__AND__has_items,has_defs,has_items,90,0.0503074,0,0.0398551,0.279412
has_boolean_schema__AND__has_ref,has_boolean_schema,has_ref,87,0.0486305,0,0.0677291,0.2
has_items__AND__has_ref,has_items,has_ref,84,0.0469536,0,0.0507812,0.271318
has_additionalProperties__AND__has_default,has_additionalProperties,has_default,68,0.0380101,0,0.138728,0.131313
has_boolean_schema__AND__has_default,has_boolean_schema,has_default,67,0.0374511,0,0.143713,0.122449
has_items__AND__has_minimum,has_items,has_minimum,52,0.0290665,0,0.337778,0.1375
has_boolean_schema__AND__has_minItems,has_boolean_schema,has_minItems,49,0.0273896,0,0.107595,0.2
has_additionalProperties__AND__has_minItems,has_additionalProperties,has_minItems,48,0.0268306,0,0.10625,0.205882
has_anyOf__AND__has_required,has_anyOf,has_required,48,0.0268306,0,0.117647,0.216216
has_patternProperties__AND__has_type,has_patternProperties,has_type,44,0.0245947,0,0.160377,0.704225
has_defs__AND__has_enum,has_defs,has_enum,42,0.0234768,0,0.11215,0.333333
has_enum__AND__has_ref,has_enum,has_ref,41,0.0229178,0,0.11215,0.322581
has_patternProperties__AND__has_properties,has_patternProperties,has_properties,38,0.0212409,0,0.129032,0.725806
has_default__AND__has_enum,has_default,has_enum,37,0.0206819,0,0.170732,0.0545455
has_default__AND__has_items,has_default,has_items,37,0.0206819,0,0.02,0.04
has_additionalProperties__AND__has_patternProperties,has_additionalProperties,has_patternProperties,32,0.0178871,0,0.0357143,0.846154
has_boolean_schema__AND__has_patternProperties,has_boolean_schema,has_patternProperties,32,0.0178871,0,0.0357143,0.846154
has_default__AND__has_minimum,has_default,has_minimum,32,0.0178871,0,0.736364,0.177778
has_anyOf__AND__has_items,has_anyOf,has_items,31,0.0173281,0,0.0955882,0.196078
has_additionalProperties__AND__has_anyOf,has_additionalProperties,has_anyOf,28,0.0156512,0,0.0508475,0.357143
has_maxItems__AND__has_minItems,has_maxItems,has_minItems,27,0.0150922,0,0.153846,0.205128
has_anyOf__AND__has_boolean_schema,has_anyOf,has_boolean_schema,26,0.0145333,0,0.0566038,0.289474
has_anyOf__AND__has_defs,has_anyOf,has_defs,24,0.0134153,0,0.0365854,0.243243
has_defs__AND__has_pattern,has_defs,has_pattern,24,0.0134153,0,0.0487805,0.323529
has_enum__AND__has_minItems,has_enum,has_minItems,24,0.0134153,0,0.0963855,0.27027
has_minimum__AND__has_pattern,has_minimum,has_pattern,24,0.0134153,0,0.311475,0.35
has_patternProperties__AND__has_required,has_patternProperties,has_required,24,0.0134153,0,0.116667,0.666667
has_allOf__AND__has_properties,has_allOf,has_properties,22,0.0122974,0,0.0379747,0.878788
has_allOf__AND__has_type,has_allOf,has_type,22,0.0122974,0,0.0379747,0.878788
has_anyOf__AND__has_ref,has_anyOf,has_ref,22,0.0122974,0,0.037037,0.257143
has_minItems__AND__has_minLength,has_minItems,has_minLength,22,0.0122974,0,0.183673,0.3
has_pattern__AND__has_ref,has_pattern,has_ref,22,0.0122974,0,0.0533333,0.34375
has_minProperties__AND__has_type,has_minProperties,has_type,21,0.0117384,0,0.185185,0.15625
has_defs__AND__has_oneOf,has_defs,has_oneOf,20,0.0111794,0,0.0181818,0.625
has_oneOf__AND__has_ref,has_oneOf,has_ref,20,0.0111794,0,0.0181818,0.625
has_default__AND__has_maximum,has_default,has_maximum,19,0.0106205,0,0.855072,0.185185
has_defs__AND__has_minimum,has_defs,has_minimum,19,0.0106205,0,0.447368,0.25
has_items__AND__has_maximum,has_items,has_maximum,19,0.0106205,0,0.371795,0.148148
has_minimum__AND__has_ref,has_minimum,has_ref,19,0.0106205,0,0.44,0.25
has_allOf__AND__has_defs,has_allOf,has_defs,18,0.0100615,0,0.0169492,0.892857
has_allOf__AND__has_ref,has_allOf,has_ref,18,0.0100615,0,0.0169492,0.892857
has_allOf__AND__has_required,has_allOf,has_required,18,0.0100615,0,0.0441176,0.846154
has_oneOf__AND__has_pattern,has_oneOf,has_pattern,18,0.0100615,0,0.114754,0.347826
has_anyOf__AND__has_enum,has_anyOf,has_enum,16,0.00894354,0,0.0793651,0.391304
has_minProperties__AND__has_properties,has_minProperties,has_properties,16,0.00894354,0,0.137255,0.217391
has_minItems__AND__has_minimum,has_minItems,has_minimum,15,0.00838457,0,0.256098,0.136364
has_additionalProperties__AND__has_minProperties,has_additionalProperties,has_minProperties,14,0.0078256,0,0.122449,0.25
has_defs__AND__has_minItems,has_defs,has_minItems,14,0.0078256,0,0.03125,0.454545
has_items__AND__has_patternProperties,has_items,has_patternProperties,14,0.0078256,0,0.297297,0.56
has_pattern__AND__has_patternProperties,has_pattern,has_patternProperties,14,0.0078256,0,0.113636,0.727273
has_defs__AND__has_minLength,has_defs,has_minLength,13,0.00726663,0,0.027027,0.333333
has_minItems__AND__has_ref,has_minItems,has_ref,13,0.00726663,0,0.0327869,0.47619
has_minLength__AND__has_ref,has_minLength,has_ref,13,0.00726663,0,0.027027,0.333333
has_default__AND__has_pattern,has_default,has_pattern,12,0.00670766,0,0.0833333,0.25
has_maximum__AND__has_pattern,has_maximum,has_pattern,12,0.00670766,0,0.320755,0.421053
has_minProperties__AND__has_required,has_minProperties,has_required,12,0.00670766,0,0.106383,0.294118
has_additionalProperties__AND__has_allOf,has_additionalProperties,has_allOf,11,0.00614869,0,0.0454545,0.875
has_anyOf__AND__has_minItems,has_anyOf,has_minItems,11,0.00614869,0,0.275,0.368421
has_anyOf__AND__has_pattern,has_anyOf,has_pattern,11,0.00614869,0,0.0769231,0.5625
has_default__AND__has_defs,has_default,has_defs,11,0.00614869,0,0.37037,0.2
has_minItems__AND__has_oneOf,has_minItems,has_oneOf,11,0.00614869,0,0.0222222,0.555556
has_const__AND__has_properties,has_const,has_properties,10,0.00558971,0,0,0.333333
has_const__AND__has_type,has_const,has_type,10,0.00558971,0,0,0.333333
has_enum__AND__has_patternProperties,has_enum,has_patternProperties,10,0.00558971,0,0.0357143,0.733333
has_multipleOf__AND__has_properties,has_multipleOf,has_properties,10,0.00558971,0,0.535714,0.266667
has_multipleOf__AND__has_type,has_multipleOf,has_type,10,0.00558971,0,0.535714,0.266667
has_additionalProperties__AND__has_multipleOf,has_additionalProperties,has_multipleOf,9,0.00503074,0,0.545455,0.307692
has_allOf__AND__has_boolean_schema,has_allOf,has_boolean_schema,9,0.00503074,0,0.0571429,0.833333
has_allOf__AND__has_items,has_allOf,has_items,9,0.00503074,0,0.0606061,0.866667
has_boolean_schema__AND__has_minProperties,has_boolean_schema,has_minProperties,9,0.00503074,0,0.129032,0.333333
has_boolean_schema__AND__has_multipleOf,has_boolean_schema,has_multipleOf,9,0.00503074,0,0.545455,0.307692
has_default__AND__has_minItems,has_default,has_minItems,9,0.00503074,0,0,0
has_default__AND__has_ref,has_default,has_ref,9,0.00503074,0,0.384615,0.0833333
has_minItems__AND__has_patternProperties,has_minItems,has_patternProperties,9,0.00503074,0,0.333333,0.5
has_minimum__AND__has_oneOf,has_minimum,has_oneOf,9,0.00503074,0,0.186047,0.428571
has_multipleOf__AND__has_required,has_multipleOf,has_required,9,0.00503074,0,0.48,0.285714
has_default__AND__has_maxLength,has_default,has_maxLength,8,0.00447177,0,0.25,0.0833333
has_minLength__AND__has_patternProperties,has_minLength,has_patternProperties,8,0.00447177,0,0,1
has_additionalProperties__AND__has_const,has_additionalProperties,has_const,7,0.0039128,0,0,0.4
has_anyOf__AND__has_default,has_anyOf,has_default,7,0.0039128,0,0.16,0.125
has_anyOf__AND__has_minLength,has_anyOf,has_minLength,7,0.0039128,0,0.0769231,0.583333
has_const__AND__has_required,has_const,has_required,7,0.0039128,0,0,0.3
has_defs__AND__has_patternProperties,has_defs,has_patternProperties,7,0.0039128,0,0.0952381,0.5
has_maxLength__AND__has_patternProperties,has_maxLength,has_patternProperties,7,0.0039128,0,0,1
has_maximum__AND__has_minItems,has_maximum,has_minItems,7,0.0039128,0,0.263158,0.2
has_maximum__AND__has_ref,has_maximum,has_ref,7,0.0039128,0,0.481481,0.363636
has_patternProperties__AND__has_ref,has_patternProperties,has_ref,7,0.0039128,0,0.0952381,0.5
has_allOf__AND__has_enum,has_allOf,has_enum,6,0.00335383,0,0,1
has_allOf__AND__has_oneOf,has_allOf,has_oneOf,6,0.00335383,0,0,1
has_anyOf__AND__has_patternProperties,has_anyOf,has_patternProperties,6,0.00335383,0,0.315789,0.636364
has_boolean_schema__AND__has_const,has_boolean_schema,has_const,6,0.00335383,0,0,0.25
has_default__AND__has_minLength,has_default,has_minLength,6,0.00335383,0,0.15,0
has_defs__AND__has_maximum,has_defs,has_maximum,6,0.00335383,0,0.44,0.444444
has_maxLength__AND__has_minItems,has_maxLength,has_minItems,6,0.00335383,0,0.15,0.6
has_minimum__AND__has_multipleOf,has_minimum,has_multipleOf,6,0.00335383,0,0.590909,0.111111
has_oneOf__AND__has_patternProperties,has_oneOf,has_patternProperties,6,0.00335383,0,0,1
has_anyOf__AND__has_maxLength,has_anyOf,has_maxLength,5,0.00279486,0,0.235294,0.666667
has_anyOf__AND__has_minimum,has_anyOf,has_minimum,5,0.00279486,0,0.378378,0.111111
has_default__AND__has_oneOf,has_default,has_oneOf,5,0.00279486,0,0.0625,0.125
has_defs__AND__has_maxItems,has_defs,has_maxItems,5,0.00279486,0,0,0.666667
has_enum__AND__has_not,has_enum,has_not,5,0.00279486,0,0.111111,0.75
has_maxItems__AND__has_minimum,has_maxItems,has_minimum,5,0.00279486,0,0.354839,0.25
has_maxItems__AND__has_ref,has_maxItems,has_ref,5,0.00279486,0,0,0.666667
has_minProperties__AND__has_pattern,has_minProperties,has_pattern,5,0.00279486,0,0.0416667,0.833333
has_not__AND__has_properties,has_not,has_properties,5,0.00279486,0,0.111111,0.75
has_not__AND__has_type,has_not,has_type,5,0.00279486,0,0.111111,0.75
has_allOf__AND__has_pattern,has_allOf,has_pattern,4,0.00223589,0,0,1
has_anyOf__AND__has_maxItems,has_anyOf,has_maxItems,4,0.00223589,0,0.214286,0.571429
has_defs__AND__has_maxLength,has_defs,has_maxLength,4,0.00223589,0,0,0.666667
has_defs__AND__has_minProperties,has_defs,has_minProperties,4,0.00223589,0,0.125,0.5
has_defs__AND__has_not,has_defs,has_not,4,0.00223589,0,0,1
has_items__AND__has_minProperties,has_items,has_minProperties,4,0.00223589,0,0.0714286,0.428571
has_items__AND__has_not,has_items,has_not,4,0.00223589,0,0,1
has_maxItems__AND__has_maximum,has_maxItems,has_maximum,4,0.00223589,0,0.35,0.333333
has_maxLength__AND__has_ref,has_maxLength,has_ref,4,0.00223589,0,0,0.666667
has_maximum__AND__has_multipleOf,has_maximum,has_multipleOf,4,0.00223589,0,0.769231,0
has_minItems__AND__has_minProperties,has_minItems,has_minProperties,4,0.00223589,0,0.235294,0.428571
has_minLength__AND__has_minProperties,has_minLength,has_minProperties,4,0.00223589,0,0.1875,0.2
has_minProperties__AND__has_minimum,has_minProperties,has_minimum,4,0.00223589,0,0.047619,0.666667
has_minProperties__AND__has_patternProperties,has_minProperties,has_patternProperties,4,0.00223589,0,0.142857,0.666667
has_minProperties__AND__has_ref,has_minProperties,has_ref,4,0.00223589,0,0.125,0.5
has_minimum__AND__has_patternProperties,has_minimum,has_patternProperties,4,0.00223589,0,0,1
has_not__AND__has_oneOf,has_not,has_oneOf,4,0.00223589,0,0,1
has_not__AND__has_ref,has_not,has_ref,4,0.00223589,0,0,1
has_allOf__AND__has_anyOf,has_allOf,has_anyOf,3,0.00167691,0,0.166667,0.8
has_allOf__AND__has_minItems,has_allOf,has_minItems,3,0.00167691,0,0.153846,0.8
has_allOf__AND__has_minLength,has_allOf,has_minLength,3,0.00167691,0,0.222222,0.75
has_const__AND__has_items,has_const,has_items,3,0.00167691,0,0,0.5
has_const__AND__has_minItems,has_const,has_minItems,3,0.00167691,0,0,0.5
has_const__AND__has_oneOf,has_const,has_oneOf,3,0.00167691,0,0,0.4
has_enum__AND__has_minProperties,has_enum,has_minProperties,3,0.00167691,0,0,1
has_maxItems__AND__has_oneOf,has_maxItems,has_oneOf,3,0.00167691,0,0,0.8
has_maxItems__AND__has_patternProperties,has_maxItems,has_patternProperties,3,0.00167691,0,0.428571,0.333333
has_maxLength__AND__has_minProperties,has_maxLength,has_minProperties,3,0.00167691,0,0.153846,0.333333
has_minProperties__AND__has_oneOf,has_minProperties,has_oneOf,3,0.00167691,0,0,1
has_minimum__AND__has_not,has_minimum,has_not,3,0.00167691,0,0.142857,0.6
has_not__AND__has_required,has_not,has_required,3,0.00167691,0,0,1
has_additionalProperties__AND__has_not,has_additionalProperties,has_not,2,0.00111794,0,0,1
has_allOf__AND__has_maxLength,has_allOf,has_maxLength,2,0.00111794,0,0,1
has_allOf__AND__has_maximum,has_allOf,has_maximum,2,0.00111794,0,0,1
has_allOf__AND__has_minimum,has_allOf,has_minimum,2,0.00111794,0,0,1
has_anyOf__AND__has_maximum,has_anyOf,has_maximum,2,0.00111794,0,0.583333,0
has_anyOf__AND__has_minProperties,has_anyOf,has_minProperties,2,0.00111794,0,0.272727,0.333333
has_anyOf__AND__has_oneOf,has_anyOf,has_oneOf,2,0.00111794,0,0,0.5
has_boolean_schema__AND__has_not,has_boolean_schema,has_not,2,0.00111794,0,0,1
has_default__AND__has_maxItems,has_default,has_maxItems,2,0.00111794,0,0,0
has_default__AND__has_patternProperties,has_default,has_patternProperties,2,0.00111794,0,0.333333,0.666667
has_exclusiveMinimum__AND__has_properties,has_exclusiveMinimum,has_properties,2,0.00111794,0,0.461538,0
has_exclusiveMinimum__AND__has_type,has_exclusiveMinimum,has_type,2,0.00111794,0,0.461538,0
has_maxLength__AND__has_multipleOf,has_maxLength,has_multipleOf,2,0.00111794,0,0.25,0.333333
has_maxProperties__AND__has_properties,has_maxProperties,has_properties,2,0.00111794,0,0,0.5
has_maxProperties__AND__has_required,has_maxProperties,has_required,2,0.00111794,0,0,0.5
has_maxProperties__AND__has_type,has_maxProperties,has_type,2,0.00111794,0,0,0.5
has_maximum__AND__has_not,has_maximum,has_not,2,0.00111794,0,0.333333,0.5
has_maximum__AND__has_oneOf,has_maximum,has_oneOf,2,0.00111794,0,0,1
has_minItems__AND__has_not,has_minItems,has_not,2,0.00111794,0,0,1
has_minLength__AND__has_multipleOf,has_minLength,has_multipleOf,2,0.00111794,0,0.25,0.333333
has_minProperties__AND__has_not,has_minProperties,has_not,2,0.00111794,0,0,1
has_multipleOf__AND__has_pattern,has_multipleOf,has_pattern,2,0.00111794,0,0.25,0.333333
has_not__AND__has_pattern,has_not,has_pattern,2,0.00111794,0,0,1
has_not__AND__has_patternProperties,has_not,has_patternProperties,2,0.00111794,0,0,1
has_additionalProperties__AND__has_maxProperties,has_additionalProperties,has_maxProperties,1,0.000558971,0,0,1
has_allOf__AND__has_maxItems,has_allOf,has_maxItems,1,0.000558971,0,0,1
has_allOf__AND__has_not,has_allOf,has_not,1,0.000558971,0,0,1
has_anyOf__AND__has_not,has_anyOf,has_not,1,0.000558971,0,0,1
has_const__AND__has_default,has_const,has_default,1,0.000558971,0,0,0
has_const__AND__has_defs,has_const,has_defs,1,0.000558971,0,0,0
has_const__AND__has_enum,has_const,has_enum,1,0.000558971,0,0,0
has_const__AND__has_maxLength,has_const,has_maxLength,1,0.000558971,0,0,1
has_const__AND__has_minLength,has_const,has_minLength,1,0.000558971,0,0,1
has_const__AND__has_ref,has_const,has_ref,1,0.000558971,0,0,0
has_enum__AND__has_exclusiveMinimum,has_enum,has_exclusiveMinimum,1,0.000558971,0,0.8,0
has_enum__AND__has_if_then_else,has_enum,has_if_then_else,1,0.000558971,0,0.5,0
has_enum__AND__has_multipleOf,has_enum,has_multipleOf,1,0.000558971,0,0,1
has_exclusiveMinimum__AND__has_items,has_exclusiveMinimum,has_items,1,0.000558971,0,0.8,0
has_exclusiveMinimum__AND__has_maxLength,has_exclusiveMinimum,has_maxLength,1,0.000558971,0,0.25,0
has_exclusiveMinimum__AND__has_minimum,has_exclusiveMinimum,has_minimum,1,0.000558971,0,0.8,0
has_exclusiveMinimum__AND__has_pattern,has_exclusiveMinimum,has_pattern,1,0.000558971,0,0.25,0
has_exclusiveMinimum__AND__has_required,has_exclusiveMinimum,has_required,1,0.000558971,0,0.25,0
has_if_then_else__AND__has_properties,has_if_then_else,has_properties,1,0.000558971,0,0.5,0
has_if_then_else__AND__has_required,has_if_then_else,has_required,1,0.000558971,0,0.5,0
has_if_then_else__AND__has_type,has_if_then_else,has_type,1,0.000558971,0,0.5,0
has_items__AND__has_multipleOf,has_items,has_multipleOf,1,0.000558971,0,0.5,0
has_maxItems__AND__has_minProperties,has_maxItems,has_minProperties,1,0.000558971,0,0,1
has_maxItems__AND__has_multipleOf,has_maxItems,has_multipleOf,1,0.000558971,0,0.5,0
has_maxItems__AND__has_not,has_maxItems,has_not,1,0.000558971,0,0,1
has_maxProperties__AND__has_minProperties,has_maxProperties,has_minProperties,1,0.000558971,0,0,1
has_maxProperties__AND__has_pattern,has_maxProperties,has_pattern,1,0.000558971,0,0,1
has_maximum__AND__has_minProperties,has_maximum,has_minProperties,1,0.000558971,0,0,1
has_maximum__AND__has_patternProperties,has_maximum,has_patternProperties,1,0.000558971,0,0,1
has_minItems__AND__has_multipleOf,has_minItems,has_multipleOf,1,0.000558971,0,0.5,0
has_minProperties__AND__has_multipleOf,has_minProperties,has_multipleOf,1,0.000558971,0,0,1
has_multipleOf__AND__has_oneOf,has_multipleOf,has_oneOf,1,0.000558971,0,0,1
has_multipleOf__AND__has_patternProperties,has_multipleOf,has_patternProperties,1,0.000558971,0,0,1
