feature_pair,feature_a,feature_b,n_schemas,support,timeout_rate,under_rate,over_rate
has_maxLength__AND__has_multipleOf,has_maxLength,has_multipleOf,6,0.00147348,0.166667,0.192308,0.111111
has_maximum__AND__has_multipleOf,has_maximum,has_multipleOf,6,0.00147348,0.166667,0.588235,0
has_enum__AND__has_maximum,has_enum,has_maximum,110,0.0270138,0.163636,0.235577,0.526667
has_items__AND__has_maxItems,has_items,has_maxItems,140,0.0343811,0.157143,0.0526316,0.354839
has_maxItems__AND__has_properties,has_maxItems,has_properties,140,0.0343811,0.157143,0.0540541,0.361702
has_maxItems__AND__has_type,has_maxItems,has_type,141,0.0346267,0.156028,0.0529532,0.345745
has_maxLength__AND__has_required,has_maxLength,has_required,338,0.0830059,0.150888,0.113271,0.340611
has_default__AND__has_pattern,has_default,has_pattern,180,0.0442043,0.15,0.106892,0.370518
has_default__AND__has_maximum,has_default,has_maximum,69,0.016945,0.144928,0.568548,0.326531
has_minLength__AND__has_type,has_minLength,has_type,561,0.13777,0.135472,0.0805879,0.347712
has_minLength__AND__has_properties,has_minLength,has_properties,556,0.136542,0.134892,0.0811224,0.346053
has_items__AND__has_minLength,has_items,has_minLength,272,0.0667976,0.132353,0.0685921,0.448187
has_maxItems__AND__has_required,has_maxItems,has_required,99,0.0243124,0.131313,0.0776119,0.466165
has_minLength__AND__has_minimum,has_minLength,has_minimum,101,0.0248035,0.128713,0.165254,0.406667
has_items__AND__has_multipleOf,has_items,has_multipleOf,8,0.00196464,0.125,0.25,0.0769231
has_boolean_schema__AND__has_pattern,has_boolean_schema,has_pattern,476,0.116896,0.12395,0.081274,0.478006
has_additionalProperties__AND__has_pattern,has_additionalProperties,has_pattern,486,0.119352,0.123457,0.0794844,0.483501
has_items__AND__has_pattern,has_items,has_pattern,431,0.105845,0.118329,0.0644444,0.463259
has_minLength__AND__has_oneOf,has_minLength,has_oneOf,93,0.0228389,0.11828,0.0463576,0.657143
has_minimum__AND__has_pattern,has_minimum,has_pattern,133,0.0326621,0.112782,0.231798,0.472081
has_maxItems__AND__has_maximum,has_maxItems,has_maximum,18,0.00442043,0.111111,0.132353,0.521739
has_boolean_schema__AND__has_maximum,has_boolean_schema,has_maximum,121,0.0297151,0.107438,0.317172,0.426036
has_additionalProperties__AND__has_maximum,has_additionalProperties,has_maximum,123,0.0302063,0.105691,0.314115,0.431034
has_pattern__AND__has_properties,has_pattern,has_properties,782,0.192043,0.103581,0.0898912,0.40949
has_pattern__AND__has_type,has_pattern,has_type,793,0.194745,0.102144,0.0889657,0.402959
has_maxItems__AND__has_minimum,has_maxItems,has_minimum,30,0.00736739,0.1,0.135338,0.536585
has_defs__AND__has_maxProperties,has_defs,has_maxProperties,10,0.0024558,0.1,0,1
has_maxProperties__AND__has_ref,has_maxProperties,has_ref,10,0.0024558,0.1,0,1
has_default__AND__has_oneOf,has_default,has_oneOf,51,0.0125246,0.0980392,0.0818182,0.404762
has_enum__AND__has_minimum,has_enum,has_minimum,194,0.0476424,0.0979381,0.26893,0.448276
has_oneOf__AND__has_pattern,has_oneOf,has_pattern,104,0.0255403,0.0961538,0.0494505,0.677632
has_minLength__AND__has_required,has_minLength,has_required,463,0.113703,0.0950324,0.0799763,0.340841
has_boolean_schema__AND__has_default,has_boolean_schema,has_default,300,0.0736739,0.0933333,0.146079,0.363844
has_pattern__AND__has_required,has_pattern,has_required,606,0.148821,0.0924092,0.0979021,0.450562
has_additionalProperties__AND__has_default,has_additionalProperties,has_default,318,0.0780943,0.091195,0.136683,0.383795
has_allOf__AND__has_default,has_allOf,has_default,11,0.00270138,0.0909091,0.0465116,0.833333
has_additionalProperties__AND__has_enum,has_additionalProperties,has_enum,671,0.164784,0.0864382,0.0661765,0.378514
has_maximum__AND__has_minItems,has_maximum,has_minItems,35,0.00859528,0.0857143,0.0792683,0.510638
has_maximum__AND__has_minimum,has_maximum,has_minimum,212,0.0520629,0.0849057,0.405535,0.337705
has_maximum__AND__has_properties,has_maximum,has_properties,212,0.0520629,0.0849057,0.40882,0.340909
has_boolean_schema__AND__has_enum,has_boolean_schema,has_enum,653,0.160363,0.0842266,0.0676426,0.369183
has_additionalProperties__AND__has_oneOf,has_additionalProperties,has_oneOf,202,0.0496071,0.0841584,0.0545746,0.520635
has_default__AND__has_minItems,has_default,has_minItems,48,0.0117878,0.0833333,0.0233918,0.466667
has_minimum__AND__has_multipleOf,has_minimum,has_multipleOf,12,0.00294695,0.0833333,0.512821,0.117647
has_maximum__AND__has_type,has_maximum,has_type,217,0.0532908,0.0829493,0.399767,0.341853
has_boolean_schema__AND__has_oneOf,has_boolean_schema,has_oneOf,195,0.047888,0.0820513,0.0542763,0.519868
has_enum__AND__has_items,has_enum,has_items,623,0.152996,0.081862,0.051863,0.448421
has_default__AND__has_enum,has_default,has_enum,285,0.0699902,0.0807018,0.0796221,0.431707
has_default__AND__has_minimum,has_default,has_minimum,174,0.0427308,0.0804598,0.575,0.227799
has_maxProperties__AND__has_oneOf,has_maxProperties,has_oneOf,13,0.00319253,0.0769231,0,1
has_maxProperties__AND__has_pattern,has_maxProperties,has_pattern,13,0.00319253,0.0769231,0,0.947368
has_enum__AND__has_oneOf,has_enum,has_oneOf,195,0.047888,0.0717949,0.0433276,0.565916
has_maximum__AND__has_required,has_maximum,has_required,168,0.0412574,0.0714286,0.357039,0.361789
has_anyOf__AND__has_maxItems,has_anyOf,has_maxItems,14,0.00343811,0.0714286,0.0806452,0.526316
has_items__AND__has_maximum,has_items,has_maximum,86,0.0211198,0.0697674,0.190722,0.408
has_items__AND__has_oneOf,has_items,has_oneOf,217,0.0532908,0.0691244,0.0413476,0.576177
has_boolean_schema__AND__has_maxProperties,has_boolean_schema,has_maxProperties,15,0.00368369,0.0666667,0,0.809524
has_enum__AND__has_maxProperties,has_enum,has_maxProperties,15,0.00368369,0.0666667,0,0.809524
has_boolean_schema__AND__has_minimum,has_boolean_schema,has_minimum,243,0.0596758,0.0658436,0.354145,0.31044
has_additionalProperties__AND__has_minimum,has_additionalProperties,has_minimum,250,0.0613949,0.064,0.344149,0.318302
has_additionalProperties__AND__has_maxProperties,has_additionalProperties,has_maxProperties,16,0.00392927,0.0625,0,0.818182
has_minItems__AND__has_pattern,has_minItems,has_pattern,98,0.0240668,0.0612245,0.0991189,0.526667
has_maxProperties__AND__has_required,has_maxProperties,has_required,17,0.00417485,0.0588235,0,0.923077
has_oneOf__AND__has_properties,has_oneOf,has_properties,324,0.0795678,0.058642,0.0596847,0.527132
has_oneOf__AND__has_type,has_oneOf,has_type,329,0.0807957,0.0577508,0.0589544,0.526718
has_enum__AND__has_properties,has_enum,has_properties,1366,0.335462,0.057101,0.0756785,0.345015
has_enum__AND__has_type,has_enum,has_type,1379,0.338654,0.0565627,0.0749741,0.342002
has_items__AND__has_maxProperties,has_items,has_maxProperties,18,0.00442043,0.0555556,0,0.851852
has_multipleOf__AND__has_required,has_multipleOf,has_required,18,0.00442043,0.0555556,0.38,0.172414
has_additionalProperties__AND__has_items,has_additionalProperties,has_items,893,0.219303,0.0537514,0.0511127,0.376274
has_boolean_schema__AND__has_items,has_boolean_schema,has_items,863,0.211935,0.0521437,0.0530909,0.363293
has_pattern__AND__has_ref,has_pattern,has_ref,194,0.0476424,0.0515464,0.0305623,0.50165
has_default__AND__has_required,has_default,has_required,555,0.136297,0.0504505,0.223498,0.377804
has_additionalProperties__AND__has_anyOf,has_additionalProperties,has_anyOf,120,0.0294695,0.05,0.0629921,0.562842
has_maxProperties__AND__has_properties,has_maxProperties,has_properties,20,0.00491159,0.05,0,0.827586
has_maxProperties__AND__has_type,has_maxProperties,has_type,20,0.00491159,0.05,0,0.827586
has_additionalProperties__AND__has_properties,has_additionalProperties,has_properties,1814,0.445481,0.0496141,0.0903614,0.308476
has_boolean_schema__AND__has_properties,has_boolean_schema,has_properties,1764,0.433202,0.0493197,0.0929481,0.299287
has_enum__AND__has_required,has_enum,has_required,1017,0.249754,0.0491642,0.0725319,0.361076
has_additionalProperties__AND__has_boolean_schema,has_additionalProperties,has_boolean_schema,1770,0.434676,0.0491525,0.0927014,0.301575
has_additionalProperties__AND__has_type,has_additionalProperties,has_type,1839,0.451621,0.0489396,0.0895118,0.312006
has_boolean_schema__AND__has_type,has_boolean_schema,has_type,1782,0.437623,0.0488215,0.0923687,0.303053
has_defs__AND__has_pattern,has_defs,has_pattern,205,0.0503438,0.0487805,0.0290023,0.515625
has_maxLength__AND__has_minItems,has_maxLength,has_minItems,42,0.0103143,0.047619,0.0689655,0.461538
has_additionalProperties__AND__has_required,has_additionalProperties,has_required,1436,0.352652,0.045961,0.0924804,0.319762
has_boolean_schema__AND__has_required,has_boolean_schema,has_required,1399,0.343566,0.045747,0.0948598,0.314003
has_minItems__AND__has_minimum,has_minItems,has_minimum,88,0.021611,0.0454545,0.164474,0.422222
has_additionalProperties__AND__has_multipleOf,has_additionalProperties,has_multipleOf,22,0.00540275,0.0454545,0.425926,0.138889
has_allOf__AND__has_minItems,has_allOf,has_minItems,22,0.00540275,0.0454545,0.0660377,0.638889
has_boolean_schema__AND__has_multipleOf,has_boolean_schema,has_multipleOf,22,0.00540275,0.0454545,0.425926,0.138889
has_anyOf__AND__has_boolean_schema,has_anyOf,has_boolean_schema,113,0.0277505,0.0442478,0.0662526,0.532164
has_default__AND__has_properties,has_default,has_properties,725,0.178045,0.0441379,0.204123,0.330018
has_maxItems__AND__has_minItems,has_maxItems,has_minItems,91,0.0223477,0.043956,0.0764706,0.390977
has_maxLength__AND__has_ref,has_maxLength,has_ref,46,0.0112967,0.0434783,0.0656566,0.520548
has_default__AND__has_type,has_default,has_type,737,0.180992,0.0434193,0.200593,0.328265
has_anyOf__AND__has_items,has_anyOf,has_items,139,0.0341356,0.0431655,0.0595447,0.571429
has_allOf__AND__has_pattern,has_allOf,has_pattern,24,0.00589391,0.0416667,0.00952381,0.894737
has_defs__AND__has_maxLength,has_defs,has_maxLength,49,0.0120334,0.0408163,0.0628019,0.526316
has_minimum__AND__has_properties,has_minimum,has_properties,541,0.132859,0.0406654,0.432133,0.253286
has_multipleOf__AND__has_properties,has_multipleOf,has_properties,25,0.00613949,0.04,0.461538,0.125
has_multipleOf__AND__has_type,has_multipleOf,has_type,25,0.00613949,0.04,0.461538,0.125
has_minimum__AND__has_type,has_minimum,has_type,551,0.135314,0.0399274,0.424297,0.252656
has_items__AND__has_properties,has_items,has_properties,1693,0.415766,0.0395747,0.0619569,0.3279
has_minItems__AND__has_oneOf,has_minItems,has_oneOf,77,0.0189096,0.038961,0.0148699,0.632812
has_items__AND__has_type,has_items,has_type,1721,0.422642,0.0389309,0.0613041,0.32559
has_enum__AND__has_ref,has_enum,has_ref,314,0.077112,0.0382166,0.0391007,0.575875
has_enum__AND__has_minItems,has_enum,has_minItems,159,0.0390472,0.0377358,0.0371622,0.479839
has_anyOf__AND__has_minItems,has_anyOf,has_minItems,54,0.0132613,0.037037,0.0927419,0.481928
has_minimum__AND__has_oneOf,has_minimum,has_oneOf,55,0.0135069,0.0363636,0.105263,0.651685
has_oneOf__AND__has_required,has_oneOf,has_required,277,0.0680255,0.0361011,0.0604534,0.54102
has_maximum__AND__has_oneOf,has_maximum,has_oneOf,28,0.00687623,0.0357143,0.0689655,0.72093
has_items__AND__has_ref,has_items,has_ref,470,0.115422,0.0340426,0.0355805,0.459079
has_anyOf__AND__has_ref,has_anyOf,has_ref,119,0.029224,0.0336134,0.0313901,0.642105
has_anyOf__AND__has_required,has_anyOf,has_required,179,0.0439587,0.0335196,0.0670391,0.543165
has_defs__AND__has_enum,has_defs,has_enum,333,0.081778,0.033033,0.0374883,0.581056
has_anyOf__AND__has_defs,has_anyOf,has_defs,122,0.0299607,0.0327869,0.0307018,0.634021
has_items__AND__has_minimum,has_items,has_minimum,216,0.0530452,0.0324074,0.229952,0.368116
has_anyOf__AND__has_properties,has_anyOf,has_properties,218,0.0535363,0.0321101,0.0662651,0.469027
has_anyOf__AND__has_type,has_anyOf,has_type,220,0.0540275,0.0318182,0.0688019,0.463343
has_default__AND__has_items,has_default,has_items,252,0.0618861,0.031746,0.0318627,0.458128
has_items__AND__has_required,has_items,has_required,1326,0.325639,0.0309201,0.065493,0.359307
has_additionalProperties__AND__has_ref,has_additionalProperties,has_ref,429,0.105354,0.030303,0.0385409,0.406516
has_properties__AND__has_type,has_properties,has_type,3946,0.969057,0.0301571,0.11294,0.279453
has_defs__AND__has_items,has_defs,has_items,506,0.124263,0.0296443,0.032277,0.458432
has_minimum__AND__has_required,has_minimum,has_required,451,0.110756,0.0288248,0.404164,0.258427
has_additionalProperties__AND__has_defs,has_additionalProperties,has_defs,464,0.113949,0.0280172,0.0382124,0.424837
has_boolean_schema__AND__has_ref,has_boolean_schema,has_ref,405,0.0994597,0.0271605,0.0409656,0.383459
has_allOf__AND__has_oneOf,has_allOf,has_oneOf,37,0.00908644,0.027027,0.0517241,0.878788
has_additionalProperties__AND__has_minItems,has_additionalProperties,has_minItems,186,0.0456778,0.0268817,0.0586667,0.355932
has_ref__AND__has_required,has_ref,has_required,559,0.137279,0.0268336,0.0504612,0.474501
has_oneOf__AND__has_ref,has_oneOf,has_ref,151,0.0370825,0.0264901,0.0234043,0.664093
has_required__AND__has_type,has_required,has_type,2870,0.704813,0.0264808,0.11764,0.295501
has_properties__AND__has_required,has_properties,has_required,2871,0.705059,0.0264716,0.11764,0.295886
has_defs__AND__has_oneOf,has_defs,has_oneOf,153,0.0375737,0.0261438,0.0231092,0.667939
has_defs__AND__has_required,has_defs,has_required,595,0.14612,0.0252101,0.0486794,0.478125
has_minItems__AND__has_ref,has_minItems,has_ref,119,0.029224,0.0252101,0.0282828,0.626943
has_minItems__AND__has_required,has_minItems,has_required,358,0.0879175,0.0251397,0.0707283,0.353982
has_boolean_schema__AND__has_defs,has_boolean_schema,has_defs,440,0.108055,0.025,0.0404664,0.404696
has_defs__AND__has_minItems,has_defs,has_minItems,123,0.0302063,0.0243902,0.0273438,0.62
has_minItems__AND__has_properties,has_minItems,has_properties,378,0.0928291,0.0238095,0.069736,0.351759
has_minItems__AND__has_type,has_minItems,has_type,387,0.0950393,0.0232558,0.0712871,0.344316
has_properties__AND__has_ref,has_properties,has_ref,701,0.172151,0.0228245,0.0536585,0.437226
has_ref__AND__has_type,has_ref,has_type,705,0.173134,0.022695,0.0540897,0.434821
has_boolean_schema__AND__has_minItems,has_boolean_schema,has_minItems,184,0.0451866,0.0217391,0.0591398,0.351536
has_default__AND__has_ref,has_default,has_ref,92,0.0225933,0.0217391,0.044586,0.652174
has_defs__AND__has_ref,has_defs,has_ref,692,0.169941,0.0216763,0.05373,0.432769
has_items__AND__has_minItems,has_items,has_minItems,377,0.0925835,0.0212202,0.070898,0.350847
has_defs__AND__has_maxItems,has_defs,has_maxItems,48,0.0117878,0.0208333,0.0166667,0.3375
has_maxItems__AND__has_ref,has_maxItems,has_ref,48,0.0117878,0.0208333,0.0165746,0.345679
has_defs__AND__has_properties,has_defs,has_properties,773,0.189833,0.0194049,0.0498978,0.432776
has_defs__AND__has_type,has_defs,has_type,779,0.191306,0.0192555,0.0505663,0.429818
has_anyOf__AND__has_pattern,has_anyOf,has_pattern,52,0.0127701,0.0192308,0.08,0.6375
has_anyOf__AND__has_enum,has_anyOf,has_enum,105,0.0257859,0.0190476,0.0434783,0.684848
has_default__AND__has_defs,has_default,has_defs,105,0.0257859,0.0190476,0.0405797,0.616667
has_allOf__AND__has_enum,has_allOf,has_enum,57,0.013998,0.0175439,0.0496894,0.893617
has_additionalProperties__AND__has_allOf,has_additionalProperties,has_allOf,58,0.0142436,0.0172414,0.0531401,0.810526
has_allOf__AND__has_items,has_allOf,has_items,61,0.0149804,0.0163934,0.0434783,0.839623
has_allOf__AND__has_ref,has_allOf,has_ref,68,0.0166994,0.0147059,0.0291667,0.831858
has_pattern__AND__has_patternProperties,has_pattern,has_patternProperties,72,0.0176817,0.0138889,0.0229885,0.900826
has_allOf__AND__has_defs,has_allOf,has_defs,80,0.0196464,0.0125,0.0291667,0.859259
has_allOf__AND__has_required,has_allOf,has_required,82,0.0201375,0.0121951,0.0535714,0.810219
has_patternProperties__AND__has_properties,has_patternProperties,has_properties,169,0.0415029,0.0118343,0.0521042,0.826531
has_minLength__AND__has_ref,has_minLength,has_ref,86,0.0211198,0.0116279,0.043038,0.559441
has_defs__AND__has_minLength,has_defs,has_minLength,91,0.0223477,0.010989,0.0405728,0.546667
has_items__AND__has_patternProperties,has_items,has_patternProperties,94,0.0230845,0.0106383,0.0588235,0.820359
has_allOf__AND__has_properties,has_allOf,has_properties,95,0.0233301,0.0105263,0.0483871,0.810127
has_patternProperties__AND__has_type,has_patternProperties,has_type,191,0.0469057,0.0104712,0.0712946,0.800613
has_allOf__AND__has_type,has_allOf,has_type,96,0.0235756,0.0104167,0.047619,0.805031
has_minItems__AND__has_minLength,has_minItems,has_minLength,110,0.0270138,0.00909091,0.0643275,0.392045
has_patternProperties__AND__has_required,has_patternProperties,has_required,126,0.030943,0.00793651,0.0489691,0.822222
has_boolean_schema__AND__has_patternProperties,has_boolean_schema,has_patternProperties,134,0.0329077,0.00746269,0.0341463,0.865801
has_additionalProperties__AND__has_patternProperties,has_additionalProperties,has_patternProperties,137,0.0336444,0.00729927,0.0337349,0.868085
has_minimum__AND__has_ref,has_minimum,has_ref,104,0.0255403,0,0.175476,0.558824
has_defs__AND__has_minimum,has_defs,has_minimum,103,0.0252947,0,0.17759,0.553571
has_enum__AND__has_patternProperties,has_enum,has_patternProperties,71,0.0174361,0,0.0200803,0.883333
has_defs__AND__has_patternProperties,has_defs,has_patternProperties,65,0.0159627,0,0.0490196,0.831858
has_patternProperties__AND__has_ref,has_patternProperties,has_ref,64,0.0157171,0,0.0447761,0.840708
has_minProperties__AND__has_type,has_minProperties,has_type,61,0.0149804,0,0.0703518,0.49
has_allOf__AND__has_boolean_schema,has_allOf,has_boolean_schema,54,0.0132613,0,0.0564103,0.797753
has_minLength__AND__has_patternProperties,has_minLength,has_patternProperties,52,0.0127701,0,0,1
has_minProperties__AND__has_properties,has_minProperties,has_properties,49,0.0120334,0,0.0578947,0.575
has_maximum__AND__has_ref,has_maximum,has_ref,48,0.0117878,0,0.126638,0.597403
has_minItems__AND__has_patternProperties,has_minItems,has_patternProperties,47,0.0115422,0,0.0691824,0.843373
has_additionalProperties__AND__has_minProperties,has_additionalProperties,has_minProperties,46,0.0112967,0,0.0561798,0.554054
has_defs__AND__has_maximum,has_defs,has_maximum,46,0.0112967,0,0.119469,0.60274
has_minProperties__AND__has_required,has_minProperties,has_required,44,0.0108055,0,0.048913,0.638889
has_anyOf__AND__has_minLength,has_anyOf,has_minLength,41,0.0100688,0,0.055,0.573529
has_oneOf__AND__has_patternProperties,has_oneOf,has_patternProperties,41,0.0100688,0,0.0171429,0.861111
has_anyOf__AND__has_default,has_anyOf,has_default,40,0.00982318,0,0.0945946,0.779412
has_boolean_schema__AND__has_minProperties,has_boolean_schema,has_minProperties,39,0.0095776,0,0.0519481,0.612903
has_not__AND__has_type,has_not,has_type,39,0.0095776,0,0.0625,0.728814
has_not__AND__has_properties,has_not,has_properties,38,0.00933202,0,0.0559441,0.754386
has_not__AND__has_required,has_not,has_required,36,0.00884086,0,0.05,0.745455
has_anyOf__AND__has_minimum,has_anyOf,has_minimum,34,0.00834971,0,0.151961,0.566038
has_enum__AND__has_not,has_enum,has_not,32,0.00785855,0,0.0615385,0.78
has_maxLength__AND__has_patternProperties,has_maxLength,has_patternProperties,32,0.00785855,0,0,0.964286
has_minimum__AND__has_patternProperties,has_minimum,has_patternProperties,31,0.00761297,0,0.0551181,0.884615
has_anyOf__AND__has_oneOf,has_anyOf,has_oneOf,29,0.00712181,0,0.0186916,0.770833
has_const__AND__has_properties,has_const,has_properties,29,0.00712181,0,0.0408163,0.408163
has_const__AND__has_type,has_const,has_type,29,0.00712181,0,0.0408163,0.408163
has_items__AND__has_minProperties,has_items,has_minProperties,29,0.00712181,0,0.0322581,0.692308
has_defs__AND__has_minProperties,has_defs,has_minProperties,27,0.00663065,0,0.027027,0.826087
has_defs__AND__has_not,has_defs,has_not,27,0.00663065,0,0.0454545,0.860465
has_minProperties__AND__has_ref,has_minProperties,has_ref,27,0.00663065,0,0.027027,0.826087
has_not__AND__has_ref,has_not,has_ref,27,0.00663065,0,0.0454545,0.860465
has_additionalProperties__AND__has_not,has_additionalProperties,has_not,26,0.00638507,0,0.0431034,0.769231
has_boolean_schema__AND__has_not,has_boolean_schema,has_not,26,0.00638507,0,0.0431034,0.775
has_additionalProperties__AND__has_const,has_additionalProperties,has_const,24,0.00589391,0,0.0344828,0.45
has_allOf__AND__has_minLength,has_allOf,has_minLength,24,0.00589391,0,0.0803571,0.658537
has_items__AND__has_not,has_items,has_not,24,0.00589391,0,0.040404,0.756757
has_minProperties__AND__has_pattern,has_minProperties,has_pattern,24,0.00589391,0,0.0176991,0.846154
has_allOf__AND__has_anyOf,has_allOf,has_anyOf,23,0.00564833,0,0.0660377,0.717949
has_const__AND__has_required,has_const,has_required,23,0.00564833,0,0.0357143,0.473684
has_default__AND__has_patternProperties,has_default,has_patternProperties,23,0.00564833,0,0.015625,0.928571
has_not__AND__has_oneOf,has_not,has_oneOf,23,0.00564833,0,0.0689655,0.810811
has_boolean_schema__AND__has_const,has_boolean_schema,has_const,22,0.00540275,0,0.037037,0.405405
has_allOf__AND__has_minimum,has_allOf,has_minimum,21,0.00515717,0,0,1
has_anyOf__AND__has_maximum,has_anyOf,has_maximum,21,0.00515717,0,0.146341,0.53125
has_enum__AND__has_minProperties,has_enum,has_minProperties,21,0.00515717,0,0.0285714,0.794118
has_anyOf__AND__has_maxLength,has_anyOf,has_maxLength,20,0.00491159,0,0.107143,0.633333
has_anyOf__AND__has_not,has_anyOf,has_not,19,0.00466601,0,0.0120482,0.730769
has_anyOf__AND__has_patternProperties,has_anyOf,has_patternProperties,19,0.00466601,0,0.0789474,0.8125
has_allOf__AND__has_not,has_allOf,has_not,17,0.00417485,0,0.0724638,0.785714
has_minItems__AND__has_minProperties,has_minItems,has_minProperties,17,0.00417485,0,0.0933333,0.483871
has_maxItems__AND__has_patternProperties,has_maxItems,has_patternProperties,16,0.00392927,0,0.0566038,0.827586
has_minProperties__AND__has_patternProperties,has_minProperties,has_patternProperties,16,0.00392927,0,0.0483871,0.814815
has_minItems__AND__has_not,has_minItems,has_not,15,0.00368369,0,0.0149254,0.73913
has_minProperties__AND__has_oneOf,has_minProperties,has_oneOf,15,0.00368369,0,0,0.92
has_allOf__AND__has_maxLength,has_allOf,has_maxLength,14,0.00343811,0,0.0461538,0.772727
has_const__AND__has_items,has_const,has_items,14,0.00343811,0,0.0188679,0.521739
has_maximum__AND__has_patternProperties,has_maximum,has_patternProperties,14,0.00343811,0,0,1
has_minLength__AND__has_not,has_minLength,has_not,14,0.00343811,0,0.0714286,0.761905
has_minimum__AND__has_not,has_minimum,has_not,14,0.00343811,0,0.031746,0.818182
has_not__AND__has_pattern,has_not,has_pattern,14,0.00343811,0,0.0142857,0.809524
has_const__AND__has_defs,has_const,has_defs,12,0.00294695,0,0.0465116,0.55
has_maxProperties__AND__has_minProperties,has_maxProperties,has_minProperties,12,0.00294695,0,0,0.947368
has_exclusiveMinimum__AND__has_properties,has_exclusiveMinimum,has_properties,11,0.00270138,0,0.333333,0.263158
has_exclusiveMinimum__AND__has_type,has_exclusiveMinimum,has_type,11,0.00270138,0,0.333333,0.263158
has_minProperties__AND__has_minimum,has_minProperties,has_minimum,11,0.00270138,0,0.0545455,0.473684
has_allOf__AND__has_maximum,has_allOf,has_maximum,10,0.0024558,0,0,0.866667
has_const__AND__has_enum,has_const,has_enum,10,0.0024558,0,0.0731707,0.5
has_const__AND__has_minItems,has_const,has_minItems,10,0.0024558,0,0,0.647059
has_const__AND__has_oneOf,has_const,has_oneOf,10,0.0024558,0,0.130435,0.333333
has_const__AND__has_ref,has_const,has_ref,10,0.0024558,0,0.0540541,0.4375
has_exclusiveMinimum__AND__has_required,has_exclusiveMinimum,has_required,10,0.0024558,0,0.290909,0.294118
