feature_pair,feature_a,feature_b,schemas_with_pair,schemas_without_pair,support,over_with_pair,over_without_pair,over_denominator_with,over_denominator_without,over_rate_with,over_rate_without,lift,delta,eligible_lift
has_not__AND__has_ref,has_not,has_ref,16,1807,0.00877674,27,2241,27,3064,1,0.731397,1.36725,0.268603,true
has_defs__AND__has_minProperties,has_defs,has_minProperties,15,1808,0.0082282,26,2242,26,3065,1,0.731485,1.36708,0.268515,true
has_minProperties__AND__has_ref,has_minProperties,has_ref,15,1808,0.0082282,26,2242,26,3065,1,0.731485,1.36708,0.268515,true
has_additionalProperties__AND__has_not,has_additionalProperties,has_not,16,1807,0.00877674,25,2243,25,3066,1,0.731572,1.36692,0.268428,true
has_maximum__AND__has_oneOf,has_maximum,has_oneOf,15,1808,0.0082282,25,2243,25,3066,1,0.731572,1.36692,0.268428,true
has_minItems__AND__has_minProperties,has_minItems,has_minProperties,13,1810,0.0071311,24,2244,24,3067,1,0.73166,1.36676,0.26834,true
has_not__AND__has_oneOf,has_not,has_oneOf,13,1810,0.0071311,23,2245,23,3068,1,0.731747,1.36659,0.268253,true
has_maxItems__AND__has_patternProperties,has_maxItems,has_patternProperties,12,1811,0.00658256,22,2246,22,3069,1,0.731834,1.36643,0.268166,true
has_allOf__AND__has_not,has_allOf,has_not,12,1811,0.00658256,20,2248,20,3071,1,0.732009,1.3661,0.267991,true
has_items__AND__has_not,has_items,has_not,12,1811,0.00658256,20,2248,20,3071,1,0.732009,1.3661,0.267991,true
has_items__AND__has_patternProperties,has_items,has_patternProperties,71,1752,0.0389468,128,2140,130,2961,0.984615,0.722729,1.36236,0.261887,true
has_enum__AND__has_patternProperties,has_enum,has_patternProperties,54,1769,0.0296215,93,2175,95,2996,0.978947,0.725968,1.34847,0.252979,true
has_pattern__AND__has_patternProperties,has_pattern,has_patternProperties,51,1772,0.0279759,90,2178,92,2999,0.978261,0.726242,1.34702,0.252019,true
has_patternProperties__AND__has_ref,has_patternProperties,has_ref,49,1774,0.0268788,85,2183,89,3002,0.955056,0.727182,1.31337,0.227874,true
has_defs__AND__has_patternProperties,has_defs,has_patternProperties,48,1775,0.0263302,83,2185,87,3004,0.954023,0.727364,1.31162,0.226659,true
has_maxItems__AND__has_oneOf,has_maxItems,has_oneOf,24,1799,0.0131651,39,2229,41,3050,0.95122,0.73082,1.30158,0.2204,true
has_minimum__AND__has_patternProperties,has_minimum,has_patternProperties,22,1801,0.012068,36,2232,38,3053,0.947368,0.731084,1.29584,0.216284,true
has_boolean_schema__AND__has_oneOf,has_boolean_schema,has_oneOf,109,1714,0.0597916,179,2089,194,2897,0.92268,0.721091,1.27956,0.20159,true
has_default__AND__has_patternProperties,has_default,has_patternProperties,16,1807,0.00877674,29,2239,31,3060,0.935484,0.731699,1.27851,0.203785,true
has_maxLength__AND__has_oneOf,has_maxLength,has_oneOf,34,1789,0.0186506,55,2213,59,3032,0.932203,0.729881,1.2772,0.202322,true
has_allOf__AND__has_minItems,has_allOf,has_minItems,16,1807,0.00877674,26,2242,28,3063,0.928571,0.731962,1.26861,0.196609,true
has_additionalProperties__AND__has_oneOf,has_additionalProperties,has_oneOf,114,1709,0.0625343,187,2081,205,2886,0.912195,0.721067,1.26506,0.191128,true
has_additionalProperties__AND__has_allOf,has_additionalProperties,has_allOf,23,1800,0.0126166,37,2231,40,3051,0.925,0.731236,1.26498,0.193764,true
has_maximum__AND__has_minItems,has_maximum,has_minItems,17,1806,0.00932529,25,2243,27,3064,0.925926,0.73205,1.26484,0.193876,true
has_allOf__AND__has_boolean_schema,has_allOf,has_boolean_schema,22,1801,0.012068,34,2234,37,3054,0.918919,0.7315,1.25621,0.187419,true
has_minItems__AND__has_oneOf,has_minItems,has_oneOf,52,1771,0.0285244,85,2183,94,2997,0.904255,0.728395,1.24144,0.17586,true
has_oneOf__AND__has_ref,has_oneOf,has_ref,108,1715,0.059243,177,2091,198,2893,0.893939,0.722779,1.23681,0.17116,true
has_maximum__AND__has_patternProperties,has_maximum,has_patternProperties,13,1810,0.0071311,19,2249,21,3070,0.904762,0.732573,1.23505,0.172189,true
has_oneOf__AND__has_pattern,has_oneOf,has_pattern,58,1765,0.0318157,91,2177,102,2989,0.892157,0.728337,1.22492,0.16382,true
has_defs__AND__has_oneOf,has_defs,has_oneOf,110,1713,0.0603401,178,2090,201,2890,0.885572,0.723183,1.22455,0.162389,true
has_maximum__AND__has_ref,has_maximum,has_ref,27,1796,0.0148108,41,2227,46,3045,0.891304,0.731363,1.21869,0.159941,true
has_oneOf__AND__has_required,has_oneOf,has_required,158,1665,0.0866703,252,2016,289,2802,0.871972,0.719486,1.21194,0.152486,true
has_items__AND__has_oneOf,has_items,has_oneOf,144,1679,0.0789907,234,2034,268,2823,0.873134,0.72051,1.21183,0.152624,true
has_defs__AND__has_maximum,has_defs,has_maximum,26,1797,0.0142622,39,2229,44,3047,0.886364,0.731539,1.21164,0.154824,true
has_anyOf__AND__has_minItems,has_anyOf,has_minItems,32,1791,0.0175535,46,2222,52,3039,0.884615,0.731162,1.20988,0.153454,true
has_minimum__AND__has_oneOf,has_minimum,has_oneOf,28,1795,0.0153593,45,2223,51,3040,0.882353,0.73125,1.20664,0.151103,true
has_enum__AND__has_oneOf,has_enum,has_oneOf,120,1703,0.0658256,188,2080,216,2875,0.87037,0.723478,1.20304,0.146892,true
has_allOf__AND__has_items,has_allOf,has_items,30,1793,0.0164564,49,2219,56,3035,0.875,0.731137,1.19677,0.143863,true
has_oneOf__AND__has_properties,has_oneOf,has_properties,182,1641,0.0998354,286,1982,333,2758,0.858859,0.718637,1.19512,0.140222,true
has_oneOf__AND__has_type,has_oneOf,has_type,182,1641,0.0998354,286,1982,333,2758,0.858859,0.718637,1.19512,0.140222,true
has_maxLength__AND__has_maximum,has_maxLength,has_maximum,45,1778,0.0246846,67,2201,77,3014,0.87013,0.730259,1.19154,0.139871,true
has_allOf__AND__has_properties,has_allOf,has_properties,42,1781,0.0230389,67,2201,77,3014,0.87013,0.730259,1.19154,0.139871,true
has_allOf__AND__has_type,has_allOf,has_type,42,1781,0.0230389,67,2201,77,3014,0.87013,0.730259,1.19154,0.139871,true
has_allOf__AND__has_oneOf,has_allOf,has_oneOf,25,1798,0.0137137,40,2228,46,3045,0.869565,0.731691,1.18843,0.137874,true
has_allOf__AND__has_required,has_allOf,has_required,37,1786,0.0202962,59,2209,68,3023,0.867647,0.730731,1.18737,0.136916,true
has_allOf__AND__has_enum,has_allOf,has_enum,25,1798,0.0137137,37,2231,43,3048,0.860465,0.731955,1.17557,0.12851,true
has_maxItems__AND__has_pattern,has_maxItems,has_pattern,48,1775,0.0263302,70,2198,82,3009,0.853659,0.730475,1.16863,0.123183,true
has_allOf__AND__has_defs,has_allOf,has_defs,37,1786,0.0202962,58,2210,68,3023,0.852941,0.731062,1.16672,0.121879,true
has_allOf__AND__has_ref,has_allOf,has_ref,37,1786,0.0202962,58,2210,68,3023,0.852941,0.731062,1.16672,0.121879,true
has_minLength__AND__has_oneOf,has_minLength,has_oneOf,58,1765,0.0318157,91,2177,107,2984,0.850467,0.729558,1.16573,0.12091,true
has_defs__AND__has_maxLength,has_defs,has_maxLength,31,1792,0.0170049,46,2222,54,3037,0.851852,0.731643,1.1643,0.120209,true
has_maxLength__AND__has_ref,has_maxLength,has_ref,29,1794,0.0159078,44,2224,52,3039,0.846154,0.73182,1.15623,0.114334,true
has_maxItems__AND__has_ref,has_maxItems,has_ref,36,1787,0.0197477,54,2214,64,3027,0.84375,0.731417,1.15358,0.112333,true
has_default__AND__has_maxLength,has_default,has_maxLength,58,1765,0.0318157,83,2185,99,2992,0.838384,0.730281,1.14803,0.108103,true
has_defs__AND__has_maxItems,has_defs,has_maxItems,35,1788,0.0191991,52,2216,62,3029,0.83871,0.731595,1.14641,0.107115,true
has_allOf__AND__has_anyOf,has_allOf,has_anyOf,14,1809,0.00767965,21,2247,25,3066,0.84,0.732877,1.14617,0.107123,true
has_boolean_schema__AND__has_maxLength,has_boolean_schema,has_maxLength,164,1659,0.0899616,238,2030,287,2804,0.829268,0.723966,1.14545,0.105303,true
has_additionalProperties__AND__has_maxLength,has_additionalProperties,has_maxLength,166,1657,0.0910587,241,2027,291,2800,0.828179,0.723929,1.14401,0.10425,true
has_enum__AND__has_maxLength,has_enum,has_maxLength,156,1667,0.0855732,218,2050,263,2828,0.828897,0.724894,1.14347,0.104003,true
has_pattern__AND__has_ref,has_pattern,has_ref,148,1675,0.0811849,210,2058,254,2837,0.826772,0.725414,1.13972,0.101357,true
has_maximum__AND__has_minLength,has_maximum,has_minLength,41,1782,0.0224904,60,2208,72,3019,0.833333,0.731368,1.13942,0.101965,true
has_maxLength__AND__has_minimum,has_maxLength,has_minimum,64,1759,0.035107,92,2176,111,2980,0.828829,0.730201,1.13507,0.0986275,true
has_boolean_schema__AND__has_pattern,has_boolean_schema,has_pattern,319,1504,0.174986,443,1825,546,2545,0.811355,0.717092,1.13145,0.094263,true
has_items__AND__has_maximum,has_items,has_maximum,46,1777,0.0252331,62,2206,75,3016,0.826667,0.731432,1.1302,0.0952343,true
has_const__AND__has_properties,has_const,has_properties,19,1804,0.0104224,28,2240,34,3057,0.823529,0.732745,1.1239,0.0907849,true
has_const__AND__has_type,has_const,has_type,19,1804,0.0104224,28,2240,34,3057,0.823529,0.732745,1.1239,0.0907849,true
has_default__AND__has_pattern,has_default,has_pattern,158,1665,0.0866703,216,2052,265,2826,0.815094,0.726115,1.12254,0.0889797,true
has_additionalProperties__AND__has_pattern,has_additionalProperties,has_pattern,327,1496,0.179375,452,1816,561,2530,0.805704,0.717787,1.12248,0.0879175,true
has_defs__AND__has_pattern,has_defs,has_pattern,157,1666,0.0861218,218,2050,269,2822,0.810409,0.726435,1.1156,0.0839738,true
has_enum__AND__has_minItems,has_enum,has_minItems,107,1716,0.0586945,143,2125,177,2914,0.80791,0.729238,1.10788,0.0786714,true
has_boolean_schema__AND__has_ref,has_boolean_schema,has_ref,269,1554,0.147559,381,1887,477,2614,0.798742,0.721882,1.10647,0.07686,true
has_items__AND__has_pattern,has_items,has_pattern,316,1507,0.173341,427,1841,536,2555,0.796642,0.720548,1.10561,0.0760938,true
has_boolean_schema__AND__has_enum,has_boolean_schema,has_enum,390,1433,0.213933,518,1750,655,2436,0.79084,0.718391,1.10085,0.0724489,true
has_boolean_schema__AND__has_defs,has_boolean_schema,has_defs,285,1538,0.156336,401,1867,505,2586,0.794059,0.721964,1.09986,0.072095,true
has_boolean_schema__AND__has_minLength,has_boolean_schema,has_minLength,189,1634,0.103675,267,2001,335,2756,0.797015,0.726052,1.09774,0.0709627,true
has_maxLength__AND__has_pattern,has_maxLength,has_pattern,169,1654,0.0927043,233,2035,292,2799,0.797945,0.727045,1.09752,0.0708998,true
has_additionalProperties__AND__has_ref,has_additionalProperties,has_ref,283,1540,0.155239,400,1868,505,2586,0.792079,0.722351,1.09653,0.0697281,true
has_maxLength__AND__has_required,has_maxLength,has_required,194,1629,0.106418,268,2000,337,2754,0.795252,0.726216,1.09506,0.0690358,true
has_additionalProperties__AND__has_maximum,has_additionalProperties,has_maximum,70,1753,0.0383982,96,2172,120,2971,0.8,0.731067,1.09429,0.068933,true
has_defs__AND__has_enum,has_defs,has_enum,221,1602,0.121229,311,1957,392,2699,0.793367,0.725083,1.09417,0.068284,true
has_additionalProperties__AND__has_const,has_additionalProperties,has_const,17,1806,0.00932529,24,2244,30,3061,0.8,0.733094,1.09127,0.0669062,true
has_allOf__AND__has_pattern,has_allOf,has_pattern,10,1813,0.00548546,16,2252,20,3071,0.8,0.733312,1.09094,0.0666884,true
has_additionalProperties__AND__has_defs,has_additionalProperties,has_defs,299,1524,0.164015,420,1848,533,2558,0.787992,0.722439,1.09074,0.0655531,true
has_pattern__AND__has_properties,has_pattern,has_properties,512,1311,0.280856,675,1593,865,2226,0.780347,0.715633,1.09043,0.0647134,true
has_pattern__AND__has_type,has_pattern,has_type,512,1311,0.280856,675,1593,865,2226,0.780347,0.715633,1.09043,0.0647134,true
has_enum__AND__has_ref,has_enum,has_ref,216,1607,0.118486,303,1965,383,2708,0.791123,0.725628,1.09026,0.0654949,true
has_maxLength__AND__has_properties,has_maxLength,has_properties,252,1571,0.138234,341,1927,432,2659,0.789352,0.724709,1.0892,0.0646433,true
has_maxLength__AND__has_type,has_maxLength,has_type,252,1571,0.138234,341,1927,432,2659,0.789352,0.724709,1.0892,0.0646433,true
has_defs__AND__has_items,has_defs,has_items,337,1486,0.18486,475,1793,605,2486,0.785124,0.721239,1.08858,0.063885,true
has_boolean_schema__AND__has_maxItems,has_boolean_schema,has_maxItems,68,1755,0.0373012,93,2175,117,2974,0.794872,0.731338,1.08687,0.0635335,true
has_items__AND__has_ref,has_items,has_ref,319,1504,0.174986,451,1817,575,2516,0.784348,0.722178,1.08609,0.0621698,true
has_additionalProperties__AND__has_enum,has_additionalProperties,has_enum,402,1421,0.220516,531,1737,679,2412,0.782032,0.720149,1.08593,0.0618831,true
has_boolean_schema__AND__has_maximum,has_boolean_schema,has_maximum,68,1755,0.0373012,92,2176,116,2975,0.793103,0.731429,1.08432,0.0616749,true
has_additionalProperties__AND__has_maxItems,has_additionalProperties,has_maxItems,67,1756,0.0367526,92,2176,116,2975,0.793103,0.731429,1.08432,0.0616749,true
has_enum__AND__has_pattern,has_enum,has_pattern,282,1541,0.15469,366,1902,466,2625,0.785408,0.724571,1.08396,0.0608363,true
has_additionalProperties__AND__has_minLength,has_additionalProperties,has_minLength,193,1630,0.105869,270,1998,343,2748,0.787172,0.727074,1.08266,0.0600978,true
has_boolean_schema__AND__has_const,has_boolean_schema,has_const,16,1807,0.00877674,23,2245,29,3062,0.793103,0.733181,1.08173,0.0599225,true
has_boolean_schema__AND__has_items,has_boolean_schema,has_items,514,1309,0.281953,686,1582,887,2204,0.773393,0.717786,1.07747,0.0556076,true
has_const__AND__has_required,has_const,has_required,16,1807,0.00877674,22,2246,28,3063,0.785714,0.733268,1.07152,0.0524462,true
has_enum__AND__has_items,has_enum,has_items,423,1400,0.232035,559,1709,723,2368,0.773167,0.721706,1.07131,0.0514613,true
has_maxLength__AND__has_minLength,has_maxLength,has_minLength,197,1626,0.108064,261,2007,335,2756,0.779104,0.728229,1.06986,0.0508752,true
has_defs__AND__has_minItems,has_defs,has_minItems,91,1732,0.0499177,122,2146,156,2935,0.782051,0.731175,1.06958,0.0508758,true
has_additionalProperties__AND__has_items,has_additionalProperties,has_items,536,1287,0.294021,714,1554,931,2160,0.766917,0.719444,1.06599,0.0474728,true
has_ref__AND__has_required,has_ref,has_required,359,1464,0.196928,486,1782,630,2461,0.771429,0.724096,1.06537,0.0473327,true
has_minItems__AND__has_pattern,has_minItems,has_pattern,65,1758,0.0356555,84,2184,108,2983,0.777778,0.732149,1.06232,0.0456289,true
has_boolean_schema__AND__has_minItems,has_boolean_schema,has_minItems,115,1708,0.0630828,153,2115,198,2893,0.772727,0.731075,1.05697,0.0416523,true
has_minItems__AND__has_ref,has_minItems,has_ref,88,1735,0.0482721,116,2152,150,2941,0.773333,0.731724,1.05686,0.0416094,true
has_defs__AND__has_required,has_defs,has_required,371,1452,0.203511,498,1770,650,2441,0.766154,0.725113,1.0566,0.0410412,true
has_maximum__AND__has_pattern,has_maximum,has_pattern,50,1773,0.0274273,65,2203,84,3007,0.77381,0.732624,1.05622,0.0411856,true
has_additionalProperties__AND__has_minimum,has_additionalProperties,has_minimum,135,1688,0.0740538,181,2087,235,2856,0.770213,0.730742,1.05401,0.0394705,true
has_boolean_schema__AND__has_properties,has_boolean_schema,has_properties,825,998,0.452551,1074,1194,1425,1666,0.753684,0.716687,1.05162,0.0369975,true
has_boolean_schema__AND__has_type,has_boolean_schema,has_type,825,998,0.452551,1074,1194,1425,1666,0.753684,0.716687,1.05162,0.0369975,true
has_maxItems__AND__has_maxLength,has_maxItems,has_maxLength,28,1795,0.0153593,37,2231,48,3043,0.770833,0.733158,1.05139,0.0376753,true
has_maxItems__AND__has_minLength,has_maxItems,has_minLength,28,1795,0.0153593,37,2231,48,3043,0.770833,0.733158,1.05139,0.0376753,true
has_maxItems__AND__has_minimum,has_maxItems,has_minimum,16,1807,0.00877674,20,2248,26,3065,0.769231,0.733442,1.0488,0.0357887,true
has_boolean_schema__AND__has_minimum,has_boolean_schema,has_minimum,129,1694,0.0707625,171,2097,223,2868,0.766816,0.731172,1.04875,0.0356446,true
has_minLength__AND__has_pattern,has_minLength,has_pattern,185,1638,0.101481,248,2020,324,2767,0.765432,0.730033,1.04849,0.0353996,true
has_anyOf__AND__has_boolean_schema,has_anyOf,has_boolean_schema,51,1772,0.0279759,63,2205,82,3009,0.768293,0.732802,1.04843,0.0354911,true
has_defs__AND__has_minLength,has_defs,has_minLength,66,1757,0.0362041,89,2179,116,2975,0.767241,0.732437,1.04752,0.0348044,true
has_additionalProperties__AND__has_boolean_schema,has_additionalProperties,has_boolean_schema,820,1003,0.449808,1065,1203,1416,1675,0.752119,0.718209,1.04721,0.0339097,true
has_boolean_schema__AND__has_required,has_boolean_schema,has_required,675,1148,0.370269,879,1389,1165,1926,0.754506,0.721184,1.04621,0.0333226,true
has_enum__AND__has_properties,has_enum,has_properties,808,1015,0.443225,1002,1266,1332,1759,0.752252,0.719727,1.04519,0.0325251,true
has_enum__AND__has_type,has_enum,has_type,808,1015,0.443225,1002,1266,1332,1759,0.752252,0.719727,1.04519,0.0325251,true
has_additionalProperties__AND__has_properties,has_additionalProperties,has_properties,852,971,0.467361,1108,1160,1479,1612,0.749155,0.719603,1.04107,0.0295519,true
has_additionalProperties__AND__has_type,has_additionalProperties,has_type,852,971,0.467361,1108,1160,1479,1612,0.749155,0.719603,1.04107,0.0295519,true
has_defs__AND__has_ref,has_defs,has_ref,432,1391,0.236972,573,1695,758,2333,0.755937,0.726532,1.04047,0.0294043,true
has_properties__AND__has_ref,has_properties,has_ref,442,1381,0.242457,586,1682,776,2315,0.755155,0.726566,1.03935,0.0285888,true
has_ref__AND__has_type,has_ref,has_type,442,1381,0.242457,586,1682,776,2315,0.755155,0.726566,1.03935,0.0285888,true
has_items__AND__has_maxLength,has_items,has_maxLength,122,1701,0.0669227,155,2113,204,2887,0.759804,0.731902,1.03812,0.0279023,true
has_additionalProperties__AND__has_required,has_additionalProperties,has_required,698,1125,0.382885,907,1361,1211,1880,0.748968,0.723936,1.03458,0.0250316,true
has_maximum__AND__has_required,has_maximum,has_required,95,1728,0.0521119,125,2143,165,2926,0.757576,0.732399,1.03438,0.0251766,true
has_default__AND__has_minLength,has_default,has_minLength,61,1762,0.0334613,81,2187,107,2984,0.757009,0.732909,1.03288,0.0241005,true
has_defs__AND__has_properties,has_defs,has_properties,471,1352,0.258365,621,1647,827,2264,0.750907,0.727473,1.03221,0.0234334,true
has_defs__AND__has_type,has_defs,has_type,471,1352,0.258365,621,1647,827,2264,0.750907,0.727473,1.03221,0.0234334,true
has_additionalProperties__AND__has_minItems,has_additionalProperties,has_minItems,118,1705,0.0647285,154,2114,204,2887,0.754902,0.732248,1.03094,0.022654,true
has_minLength__AND__has_ref,has_minLength,has_ref,62,1761,0.0340099,83,2185,110,2981,0.754545,0.732976,1.02943,0.0215699,true
has_enum__AND__has_required,has_enum,has_required,597,1226,0.327482,758,1510,1014,2077,0.747535,0.72701,1.02823,0.0205244,true
has_pattern__AND__has_required,has_pattern,has_required,385,1438,0.21119,487,1781,650,2441,0.749231,0.729619,1.02688,0.0196118,true
has_enum__AND__has_maximum,has_enum,has_maximum,72,1751,0.0394953,90,2178,120,2971,0.75,0.733087,1.02307,0.0169135,true
has_allOf__AND__has_minLength,has_allOf,has_minLength,15,1808,0.0082282,21,2247,28,3063,0.75,0.733595,1.02236,0.0164055,true
has_minLength__AND__has_minimum,has_minLength,has_minimum,70,1753,0.0383982,92,2176,123,2968,0.747967,0.733154,1.02021,0.0148138,true
has_additionalProperties__AND__has_anyOf,has_additionalProperties,has_anyOf,56,1767,0.0307186,68,2200,91,3000,0.747253,0.733333,1.01898,0.0139194,true
has_items__AND__has_maxItems,has_items,has_maxItems,90,1733,0.0493692,114,2154,153,2938,0.745098,0.733152,1.01629,0.0119462,true
has_maxItems__AND__has_properties,has_maxItems,has_properties,90,1733,0.0493692,114,2154,153,2938,0.745098,0.733152,1.01629,0.0119462,true
has_maxItems__AND__has_type,has_maxItems,has_type,90,1733,0.0493692,114,2154,153,2938,0.745098,0.733152,1.01629,0.0119462,true
has_items__AND__has_minItems,has_items,has_minItems,222,1601,0.121777,280,1988,377,2714,0.742706,0.732498,1.01394,0.0102074,true
has_items__AND__has_properties,has_items,has_properties,990,833,0.543061,1264,1004,1714,1377,0.737456,0.729121,1.01143,0.00833496,true
has_items__AND__has_type,has_items,has_type,990,833,0.543061,1264,1004,1714,1377,0.737456,0.729121,1.01143,0.00833496,true
has_minItems__AND__has_minimum,has_minItems,has_minimum,54,1769,0.0296215,68,2200,92,2999,0.73913,0.733578,1.00757,0.00555258,true
has_anyOf__AND__has_pattern,has_anyOf,has_pattern,27,1796,0.0148108,34,2234,46,3045,0.73913,0.733662,1.00745,0.00546869,true
has_minItems__AND__has_required,has_minItems,has_required,219,1604,0.120132,275,1993,373,2718,0.737265,0.73326,1.00546,0.00400567,true
has_items__AND__has_required,has_items,has_required,786,1037,0.431157,996,1272,1354,1737,0.735598,0.732297,1.00451,0.00330116,true
has_maximum__AND__has_properties,has_maximum,has_properties,111,1712,0.0608886,140,2128,190,2901,0.736842,0.73354,1.0045,0.00330195,true
has_maximum__AND__has_type,has_maximum,has_type,111,1712,0.0608886,140,2128,190,2901,0.736842,0.73354,1.0045,0.00330195,true
has_enum__AND__has_minLength,has_enum,has_minLength,175,1648,0.0959956,221,2047,300,2791,0.736667,0.733429,1.00441,0.00323779,true
has_default__AND__has_items,has_default,has_items,174,1649,0.0954471,220,2048,299,2792,0.735786,0.733524,1.00308,0.0022616,true
has_anyOf__AND__has_minimum,has_anyOf,has_minimum,18,1805,0.00987383,22,2246,30,3061,0.733333,0.733747,0.999436,-0.000413808,true
has_enum__AND__has_maxItems,has_enum,has_maxItems,44,1779,0.024136,52,2216,71,3020,0.732394,0.733775,0.998119,-0.00138047,true
has_minLength__AND__has_properties,has_minLength,has_properties,313,1510,0.171695,396,1872,541,2550,0.731978,0.734118,0.997085,-0.00213983,true
has_minLength__AND__has_type,has_minLength,has_type,313,1510,0.171695,396,1872,541,2550,0.731978,0.734118,0.997085,-0.00213983,true
has_maximum__AND__has_minimum,has_maximum,has_minimum,109,1714,0.0597916,136,2132,186,2905,0.731183,0.733907,0.996288,-0.00272426,true
has_minItems__AND__has_properties,has_minItems,has_properties,227,1596,0.12452,283,1985,387,2704,0.731266,0.734098,0.996143,-0.00283148,true
has_minItems__AND__has_type,has_minItems,has_type,227,1596,0.12452,283,1985,387,2704,0.731266,0.734098,0.996143,-0.00283148,true
has_anyOf__AND__has_oneOf,has_anyOf,has_oneOf,20,1803,0.0109709,27,2241,37,3054,0.72973,0.733792,0.994464,-0.00406202,true
has_minLength__AND__has_required,has_minLength,has_required,262,1561,0.143719,334,1934,458,2633,0.729258,0.734523,0.992831,-0.00526572,true
has_items__AND__has_minimum,has_items,has_minimum,129,1694,0.0707625,160,2108,221,2870,0.723982,0.734495,0.985687,-0.0105129,true
has_default__AND__has_oneOf,has_default,has_oneOf,38,1785,0.0208448,52,2216,72,3019,0.722222,0.734018,0.98393,-0.0117957,true
has_minimum__AND__has_required,has_minimum,has_required,263,1560,0.144268,327,1941,455,2636,0.718681,0.736343,0.976014,-0.0176616,true
has_default__AND__has_properties,has_default,has_properties,485,1338,0.266045,586,1682,814,2277,0.719902,0.738691,0.974564,-0.0187895,true
has_default__AND__has_type,has_default,has_type,485,1338,0.266045,586,1682,814,2277,0.719902,0.738691,0.974564,-0.0187895,true
has_maxLength__AND__has_minItems,has_maxLength,has_minItems,25,1798,0.0137137,30,2238,42,3049,0.714286,0.734011,0.973127,-0.0197254,true
has_minItems__AND__has_minLength,has_minItems,has_minLength,68,1755,0.0373012,82,2186,115,2976,0.713043,0.734543,0.970731,-0.0214995,true
has_anyOf__AND__has_defs,has_anyOf,has_defs,61,1762,0.0334613,73,2195,103,2988,0.708738,0.734605,0.964788,-0.0258672,true
has_anyOf__AND__has_items,has_anyOf,has_items,67,1756,0.0367526,83,2185,118,2973,0.70339,0.734948,0.957061,-0.031558,true
has_default__AND__has_enum,has_default,has_enum,208,1615,0.114098,232,2036,329,2762,0.705167,0.737147,0.956617,-0.0319798,true
has_items__AND__has_minLength,has_items,has_minLength,186,1637,0.10203,224,2044,318,2773,0.704403,0.737108,0.95563,-0.0327053,true
