feature_pair,feature_a,feature_b,n_schemas,support,timeout_rate,under_rate,over_rate
has_minItems__AND__has_required,has_minItems,has_required,9,0.0246575,0.111111,0,0.166667
has_defs__AND__has_ref,has_defs,has_ref,10,0.0273973,0.1,0.0689655,0
has_maxLength__AND__has_required,has_maxLength,has_required,10,0.0273973,0.1,0.263158,0.363636
has_ref__AND__has_type,has_ref,has_type,10,0.0273973,0.1,0.0689655,0
has_minItems__AND__has_properties,has_minItems,has_properties,12,0.0328767,0.0833333,0,0.133333
has_defs__AND__has_items,has_defs,has_items,13,0.0356164,0.0769231,0,0.952381
has_anyOf__AND__has_required,has_anyOf,has_required,14,0.0383562,0.0714286,0.0434783,0.0625
has_items__AND__has_minItems,has_items,has_minItems,14,0.0383562,0.0714286,0,0.117647
has_minItems__AND__has_type,has_minItems,has_type,15,0.0410959,0.0666667,0,0.111111
has_additionalProperties__AND__has_defs,has_additionalProperties,has_defs,16,0.0438356,0.0625,0,0.851852
has_boolean_schema__AND__has_defs,has_boolean_schema,has_defs,16,0.0438356,0.0625,0,0.851852
has_defs__AND__has_required,has_defs,has_required,18,0.0493151,0.0555556,0,0.793103
has_additionalProperties__AND__has_oneOf,has_additionalProperties,has_oneOf,21,0.0575342,0.047619,0.112903,0.258065
has_boolean_schema__AND__has_oneOf,has_boolean_schema,has_oneOf,22,0.060274,0.0454545,0.107692,0.30303
has_anyOf__AND__has_properties,has_anyOf,has_properties,24,0.0657534,0.0416667,0.0285714,0.03125
has_additionalProperties__AND__has_properties,has_additionalProperties,has_properties,97,0.265753,0.0412371,0.0880829,0.365672
has_boolean_schema__AND__has_properties,has_boolean_schema,has_properties,98,0.268493,0.0408163,0.0858586,0.355556
has_anyOf__AND__has_type,has_anyOf,has_type,26,0.0712329,0.0384615,0.025,0.0588235
has_defs__AND__has_properties,has_defs,has_properties,26,0.0712329,0.0384615,0,0.7
has_additionalProperties__AND__has_items,has_additionalProperties,has_items,27,0.0739726,0.037037,0.125,0.634146
has_additionalProperties__AND__has_boolean_schema,has_additionalProperties,has_boolean_schema,109,0.29863,0.0366972,0.0798122,0.4
has_boolean_schema__AND__has_type,has_boolean_schema,has_type,111,0.30411,0.036036,0.0779817,0.394737
has_boolean_schema__AND__has_items,has_boolean_schema,has_items,28,0.0767123,0.0357143,0.117647,0.619048
has_minLength__AND__has_type,has_minLength,has_type,28,0.0767123,0.0357143,0.0645161,0.382353
has_additionalProperties__AND__has_type,has_additionalProperties,has_type,115,0.315068,0.0347826,0.0758929,0.394904
has_additionalProperties__AND__has_required,has_additionalProperties,has_required,60,0.164384,0.0333333,0.121951,0.348837
has_defs__AND__has_type,has_defs,has_type,31,0.0849315,0.0322581,0.0714286,0.613636
has_boolean_schema__AND__has_required,has_boolean_schema,has_required,63,0.172603,0.031746,0.115385,0.355556
has_items__AND__has_required,has_items,has_required,33,0.090411,0.030303,0.0952381,0.54902
has_oneOf__AND__has_required,has_oneOf,has_required,37,0.10137,0.027027,0.0795455,0.27451
has_oneOf__AND__has_properties,has_oneOf,has_properties,43,0.117808,0.0232558,0.0792079,0.344262
has_items__AND__has_properties,has_items,has_properties,45,0.123288,0.0222222,0.0736842,0.461538
has_oneOf__AND__has_type,has_oneOf,has_type,46,0.126027,0.0217391,0.0754717,0.363636
has_properties__AND__has_type,has_properties,has_type,261,0.715068,0.0153257,0.0761523,0.272189
has_items__AND__has_type,has_items,has_type,67,0.183562,0.0149254,0.0443038,0.363636
has_properties__AND__has_required,has_properties,has_required,139,0.380822,0.0143885,0.0839416,0.291892
has_required__AND__has_type,has_required,has_type,139,0.380822,0.0143885,0.0839416,0.290323
has_enum__AND__has_type,has_enum,has_type,82,0.224658,0,0.027933,0.290909
has_enum__AND__has_properties,has_enum,has_properties,67,0.183562,0,0.0359712,0.326316
has_enum__AND__has_required,has_enum,has_required,47,0.128767,0,0.0537634,0.402778
has_pattern__AND__has_type,has_pattern,has_type,33,0.090411,0,0.108527,0.075
has_default__AND__has_type,has_default,has_type,29,0.0794521,0,0.0833333,0.0606061
has_boolean_schema__AND__has_enum,has_boolean_schema,has_enum,25,0.0684932,0,0,0.55814
has_additionalProperties__AND__has_enum,has_additionalProperties,has_enum,24,0.0657534,0,0,0.536585
has_minLength__AND__has_properties,has_minLength,has_properties,24,0.0657534,0,0.0769231,0.333333
has_allOf__AND__has_type,has_allOf,has_type,21,0.0575342,0,0.0909091,0.794118
has_enum__AND__has_items,has_enum,has_items,21,0.0575342,0,0.03125,0.638889
has_minimum__AND__has_type,has_minimum,has_type,21,0.0575342,0,0.360656,0.291667
has_pattern__AND__has_properties,has_pattern,has_properties,21,0.0575342,0,0.194444,0.107143
has_patternProperties__AND__has_type,has_patternProperties,has_type,21,0.0575342,0,0.2,0.677419
has_allOf__AND__has_properties,has_allOf,has_properties,20,0.0547945,0,0.107143,0.818182
has_default__AND__has_properties,has_default,has_properties,19,0.0520548,0,0.142857,0
has_minLength__AND__has_required,has_minLength,has_required,19,0.0520548,0,0.0952381,0.333333
has_allOf__AND__has_required,has_allOf,has_required,17,0.0465753,0,0.157895,0.866667
has_enum__AND__has_oneOf,has_enum,has_oneOf,17,0.0465753,0,0.027027,0.25
has_allOf__AND__has_enum,has_allOf,has_enum,16,0.0438356,0,0.176471,0.857143
has_items__AND__has_oneOf,has_items,has_oneOf,15,0.0410959,0,0.14,0.291667
has_pattern__AND__has_required,has_pattern,has_required,15,0.0410959,0,0.153846,0.05
has_allOf__AND__has_boolean_schema,has_allOf,has_boolean_schema,14,0.0383562,0,0,1
has_allOf__AND__has_defs,has_allOf,has_defs,14,0.0383562,0,0,0.916667
has_defs__AND__has_enum,has_defs,has_enum,14,0.0383562,0,0,0.958333
has_additionalProperties__AND__has_allOf,has_additionalProperties,has_allOf,13,0.0356164,0,0,1
has_additionalProperties__AND__has_minLength,has_additionalProperties,has_minLength,13,0.0356164,0,0.0857143,0.470588
has_boolean_schema__AND__has_minLength,has_boolean_schema,has_minLength,13,0.0356164,0,0.0857143,0.470588
has_minimum__AND__has_properties,has_minimum,has_properties,13,0.0356164,0,0.666667,0.3125
has_additionalProperties__AND__has_patternProperties,has_additionalProperties,has_patternProperties,12,0.0328767,0,0,1
has_boolean_schema__AND__has_patternProperties,has_boolean_schema,has_patternProperties,12,0.0328767,0,0,1
has_allOf__AND__has_items,has_allOf,has_items,11,0.030137,0,0,1
has_minLength__AND__has_oneOf,has_minLength,has_oneOf,11,0.030137,0,0.0540541,0.466667
has_additionalProperties__AND__has_pattern,has_additionalProperties,has_pattern,10,0.0273973,0,0.264706,0.2
has_boolean_schema__AND__has_pattern,has_boolean_schema,has_pattern,10,0.0273973,0,0.264706,0.2
has_default__AND__has_required,has_default,has_required,10,0.0273973,0,0.217391,0
has_items__AND__has_pattern,has_items,has_pattern,10,0.0273973,0,0.12766,0
has_items__AND__has_minLength,has_items,has_minLength,9,0.0246575,0,0.0416667,0.538462
has_minimum__AND__has_required,has_minimum,has_required,9,0.0246575,0,0.583333,0.454545
has_oneOf__AND__has_pattern,has_oneOf,has_pattern,9,0.0246575,0,0.212121,0.230769
has_additionalProperties__AND__has_default,has_additionalProperties,has_default,8,0.0219178,0,0.25,0
has_anyOf__AND__has_enum,has_anyOf,has_enum,8,0.0219178,0,0,0
has_boolean_schema__AND__has_default,has_boolean_schema,has_default,8,0.0219178,0,0.25,0
has_default__AND__has_enum,has_default,has_enum,8,0.0219178,0,0,0.0909091
has_maximum__AND__has_minimum,has_maximum,has_minimum,8,0.0219178,0,0.5,0.25
has_maximum__AND__has_type,has_maximum,has_type,8,0.0219178,0,0.5,0.25
has_enum__AND__has_pattern,has_enum,has_pattern,7,0.0191781,0,0,0
has_not__AND__has_type,has_not,has_type,7,0.0191781,0,0.142857,0.375
has_boolean_schema__AND__has_minimum,has_boolean_schema,has_minimum,6,0.0164384,0,0.764706,0.25
has_minItems__AND__has_oneOf,has_minItems,has_oneOf,6,0.0164384,0,0,0.1
has_not__AND__has_properties,has_not,has_properties,6,0.0164384,0,0.0769231,0.5
has_not__AND__has_required,has_not,has_required,6,0.0164384,0,0.166667,0.285714
has_additionalProperties__AND__has_minimum,has_additionalProperties,has_minimum,5,0.0136986,0,0.928571,0
has_default__AND__has_items,has_default,has_items,5,0.0136986,0,0.357143,0
has_default__AND__has_oneOf,has_default,has_oneOf,5,0.0136986,0,0.384615,0
has_enum__AND__has_minItems,has_enum,has_minItems,5,0.0136986,0,0,0.111111
has_enum__AND__has_minLength,has_enum,has_minLength,5,0.0136986,0,0.0833333,0.428571
has_minLength__AND__has_pattern,has_minLength,has_pattern,5,0.0136986,0,0.157895,0.428571
has_oneOf__AND__has_patternProperties,has_oneOf,has_patternProperties,5,0.0136986,0,0,1
has_patternProperties__AND__has_properties,has_patternProperties,has_properties,5,0.0136986,0,0,1
has_anyOf__AND__has_pattern,has_anyOf,has_pattern,4,0.0109589,0,0,0
has_items__AND__has_maxLength,has_items,has_maxLength,4,0.0109589,0,0.461538,0.6
has_maximum__AND__has_properties,has_maximum,has_properties,4,0.0109589,0,1,0
has_minItems__AND__has_pattern,has_minItems,has_pattern,4,0.0109589,0,0,0
has_minLength__AND__has_patternProperties,has_minLength,has_patternProperties,4,0.0109589,0,0,1
has_minimum__AND__has_oneOf,has_minimum,has_oneOf,4,0.0109589,0,0.333333,0.833333
has_additionalProperties__AND__has_maximum,has_additionalProperties,has_maximum,3,0.00821918,0,1,0
has_additionalProperties__AND__has_minProperties,has_additionalProperties,has_minProperties,3,0.00821918,0,0,0.6
has_anyOf__AND__has_not,has_anyOf,has_not,3,0.00821918,0,0,0.333333
has_boolean_schema__AND__has_maximum,has_boolean_schema,has_maximum,3,0.00821918,0,1,0
has_default__AND__has_pattern,has_default,has_pattern,3,0.00821918,0,0.5,0
has_defs__AND__has_patternProperties,has_defs,has_patternProperties,3,0.00821918,0,0.6,0.25
has_items__AND__has_minimum,has_items,has_minimum,3,0.00821918,0,0.416667,0.5
has_maxLength__AND__has_pattern,has_maxLength,has_pattern,3,0.00821918,0,0.461538,0.5
has_maximum__AND__has_required,has_maximum,has_required,3,0.00821918,0,1,0
has_minProperties__AND__has_type,has_minProperties,has_type,3,0.00821918,0,0,0.6
has_pattern__AND__has_patternProperties,has_pattern,has_patternProperties,3,0.00821918,0,0,0.75
has_patternProperties__AND__has_required,has_patternProperties,has_required,3,0.00821918,0,0,1
has_allOf__AND__has_ref,has_allOf,has_ref,2,0.00547945,0,0,0
has_anyOf__AND__has_oneOf,has_anyOf,has_oneOf,2,0.00547945,0,0,0.5
has_boolean_schema__AND__has_minProperties,has_boolean_schema,has_minProperties,2,0.00547945,0,0,1
has_default__AND__has_defs,has_default,has_defs,2,0.00547945,0,0,1
has_default__AND__has_minItems,has_default,has_minItems,2,0.00547945,0,0,0
has_enum__AND__has_maxLength,has_enum,has_maxLength,2,0.00547945,0,0,0.333333
has_enum__AND__has_minimum,has_enum,has_minimum,2,0.00547945,0,0,1
has_items__AND__has_maximum,has_items,has_maximum,2,0.00547945,0,0.625,0
has_items__AND__has_patternProperties,has_items,has_patternProperties,2,0.00547945,0,0,1
has_maxLength__AND__has_minimum,has_maxLength,has_minimum,2,0.00547945,0,0.625,0.5
has_maxLength__AND__has_patternProperties,has_maxLength,has_patternProperties,2,0.00547945,0,0,1
has_minItems__AND__has_minLength,has_minItems,has_minLength,2,0.00547945,0,0,0
has_minProperties__AND__has_patternProperties,has_minProperties,has_patternProperties,2,0.00547945,0,0,1
has_multipleOf__AND__has_properties,has_multipleOf,has_properties,2,0.00547945,0,0.8,0
has_multipleOf__AND__has_type,has_multipleOf,has_type,2,0.00547945,0,0.8,0
has_not__AND__has_oneOf,has_not,has_oneOf,2,0.00547945,0,0.166667,0.5
has_additionalProperties__AND__has_not,has_additionalProperties,has_not,1,0.00273973,0,0,1
has_allOf__AND__has_maxItems,has_allOf,has_maxItems,1,0.00273973,0,0,1
has_allOf__AND__has_maxLength,has_allOf,has_maxLength,1,0.00273973,0,0,1
has_allOf__AND__has_minLength,has_allOf,has_minLength,1,0.00273973,0,0,1
has_allOf__AND__has_minimum,has_allOf,has_minimum,1,0.00273973,0,0,1
has_allOf__AND__has_oneOf,has_allOf,has_oneOf,1,0.00273973,0,0,1
has_anyOf__AND__has_maxLength,has_anyOf,has_maxLength,1,0.00273973,0,0,1
has_anyOf__AND__has_maximum,has_anyOf,has_maximum,1,0.00273973,0,1,0
has_anyOf__AND__has_minLength,has_anyOf,has_minLength,1,0.00273973,0,0,0
has_anyOf__AND__has_minimum,has_anyOf,has_minimum,1,0.00273973,0,1,0
has_default__AND__has_maxLength,has_default,has_maxLength,1,0.00273973,0,1,0
has_default__AND__has_maximum,has_default,has_maximum,1,0.00273973,0,1,0
has_default__AND__has_minLength,has_default,has_minLength,1,0.00273973,0,0,0
has_default__AND__has_minimum,has_default,has_minimum,1,0.00273973,0,1,0
has_defs__AND__has_maxLength,has_defs,has_maxLength,1,0.00273973,0,0,1
has_defs__AND__has_minLength,has_defs,has_minLength,1,0.00273973,0,0,1
has_enum__AND__has_maxItems,has_enum,has_maxItems,1,0.00273973,0,0,1
has_enum__AND__has_not,has_enum,has_not,1,0.00273973,0,0.333333,0
has_enum__AND__has_ref,has_enum,has_ref,1,0.00273973,0,0,0
has_items__AND__has_not,has_items,has_not,1,0.00273973,0,0.333333,0
has_maxItems__AND__has_maxLength,has_maxItems,has_maxLength,1,0.00273973,0,0,1
has_maxItems__AND__has_maximum,has_maxItems,has_maximum,1,0.00273973,0,0,0
has_maxItems__AND__has_minLength,has_maxItems,has_minLength,1,0.00273973,0,0,1
has_maxItems__AND__has_minimum,has_maxItems,has_minimum,1,0.00273973,0,0,0
has_maxLength__AND__has_maximum,has_maxLength,has_maximum,1,0.00273973,0,1,0
has_maximum__AND__has_minItems,has_maximum,has_minItems,1,0.00273973,0,0,0
has_maximum__AND__has_oneOf,has_maximum,has_oneOf,1,0.00273973,0,1,0
has_maximum__AND__has_pattern,has_maximum,has_pattern,1,0.00273973,0,1,0
has_minItems__AND__has_minimum,has_minItems,has_minimum,1,0.00273973,0,0,0
has_minLength__AND__has_minProperties,has_minLength,has_minProperties,1,0.00273973,0,0,1
has_minLength__AND__has_minimum,has_minLength,has_minimum,1,0.00273973,0,0,1
has_minLength__AND__has_not,has_minLength,has_not,1,0.00273973,0,0.333333,0
has_minimum__AND__has_multipleOf,has_minimum,has_multipleOf,1,0.00273973,0,1,0
has_minimum__AND__has_pattern,has_minimum,has_pattern,1,0.00273973,0,1,0
has_not__AND__has_pattern,has_not,has_pattern,1,0.00273973,0,0,0
has_patternProperties__AND__has_ref,has_patternProperties,has_ref,1,0.00273973,0,1,0
