feature_pair,feature_a,feature_b,schemas_with_pair,schemas_without_pair,support,over_with_pair,over_without_pair,over_denominator_with,over_denominator_without,over_rate_with,over_rate_without,lift,delta,eligible_lift
has_maxItems__AND__has_properties,has_maxItems,has_properties,4,361,0.0109589,2,116,3,450,0.666667,0.257778,2.58621,0.408889,false
has_items__AND__has_maxLength,has_items,has_maxLength,4,361,0.0109589,3,115,5,448,0.6,0.256696,2.33739,0.343304,false
has_additionalProperties__AND__has_minProperties,has_additionalProperties,has_minProperties,3,362,0.00821918,3,115,5,448,0.6,0.256696,2.33739,0.343304,false
has_minProperties__AND__has_type,has_minProperties,has_type,3,362,0.00821918,3,115,5,448,0.6,0.256696,2.33739,0.343304,false
has_maxLength__AND__has_oneOf,has_maxLength,has_oneOf,7,358,0.0191781,5,113,9,444,0.555556,0.254505,2.18289,0.301051,false
has_items__AND__has_minLength,has_items,has_minLength,9,356,0.0246575,7,111,13,440,0.538462,0.252273,2.13444,0.286189,false
has_not__AND__has_properties,has_not,has_properties,6,359,0.0164384,3,115,6,447,0.5,0.257271,1.94348,0.242729,false
has_maxItems__AND__has_type,has_maxItems,has_type,5,360,0.0136986,2,116,4,449,0.5,0.258352,1.93534,0.241648,false
has_items__AND__has_minimum,has_items,has_minimum,3,362,0.00821918,2,116,4,449,0.5,0.258352,1.93534,0.241648,false
has_maxLength__AND__has_pattern,has_maxLength,has_pattern,3,362,0.00821918,2,116,4,449,0.5,0.258352,1.93534,0.241648,false
has_maxItems__AND__has_minItems,has_maxItems,has_minItems,3,362,0.00821918,1,117,2,451,0.5,0.259424,1.92735,0.240576,false
has_anyOf__AND__has_oneOf,has_anyOf,has_oneOf,2,363,0.00547945,1,117,2,451,0.5,0.259424,1.92735,0.240576,false
has_maxLength__AND__has_minimum,has_maxLength,has_minimum,2,363,0.00547945,1,117,2,451,0.5,0.259424,1.92735,0.240576,false
has_not__AND__has_oneOf,has_not,has_oneOf,2,363,0.00547945,1,117,2,451,0.5,0.259424,1.92735,0.240576,false
has_additionalProperties__AND__has_minLength,has_additionalProperties,has_minLength,13,352,0.0356164,8,110,17,436,0.470588,0.252294,1.86524,0.218295,false
has_boolean_schema__AND__has_minLength,has_boolean_schema,has_minLength,13,352,0.0356164,8,110,17,436,0.470588,0.252294,1.86524,0.218295,false
has_minLength__AND__has_oneOf,has_minLength,has_oneOf,11,354,0.030137,7,111,15,438,0.466667,0.253425,1.84144,0.213242,false
has_minimum__AND__has_required,has_minimum,has_required,9,356,0.0246575,5,113,11,442,0.454545,0.255656,1.77796,0.198889,false
has_enum__AND__has_minLength,has_enum,has_minLength,5,360,0.0136986,3,115,7,446,0.428571,0.257848,1.66211,0.170724,false
has_minLength__AND__has_pattern,has_minLength,has_pattern,5,360,0.0136986,3,115,7,446,0.428571,0.257848,1.66211,0.170724,false
has_not__AND__has_type,has_not,has_type,7,358,0.0191781,3,115,8,445,0.375,0.258427,1.45109,0.116573,false
has_maxLength__AND__has_required,has_maxLength,has_required,10,355,0.0273973,4,114,11,442,0.363636,0.257919,1.40989,0.105718,false
has_additionalProperties__AND__has_maxLength,has_additionalProperties,has_maxLength,14,351,0.0383562,5,113,14,439,0.357143,0.257403,1.38748,0.0997397,false
has_boolean_schema__AND__has_maxLength,has_boolean_schema,has_maxLength,14,351,0.0383562,5,113,14,439,0.357143,0.257403,1.38748,0.0997397,false
has_anyOf__AND__has_not,has_anyOf,has_not,3,362,0.00821918,1,117,3,450,0.333333,0.26,1.28205,0.0733333,false
has_enum__AND__has_maxLength,has_enum,has_maxLength,2,363,0.00547945,1,117,3,450,0.333333,0.26,1.28205,0.0733333,false
has_minimum__AND__has_properties,has_minimum,has_properties,13,352,0.0356164,5,113,16,437,0.3125,0.258581,1.20852,0.0539188,false
has_not__AND__has_required,has_not,has_required,6,359,0.0164384,2,116,7,446,0.285714,0.26009,1.09852,0.0256246,false
has_defs__AND__has_patternProperties,has_defs,has_patternProperties,3,362,0.00821918,1,117,4,449,0.25,0.260579,0.959402,-0.0105791,false
has_maximum__AND__has_minimum,has_maximum,has_minimum,8,357,0.0219178,2,116,8,445,0.25,0.260674,0.959052,-0.0106742,false
has_maximum__AND__has_type,has_maximum,has_type,8,357,0.0219178,2,116,8,445,0.25,0.260674,0.959052,-0.0106742,false
has_boolean_schema__AND__has_minimum,has_boolean_schema,has_minimum,6,359,0.0164384,2,116,8,445,0.25,0.260674,0.959052,-0.0106742,false
has_oneOf__AND__has_pattern,has_oneOf,has_pattern,9,356,0.0246575,3,115,13,440,0.230769,0.261364,0.882943,-0.0305944,false
has_additionalProperties__AND__has_pattern,has_additionalProperties,has_pattern,10,355,0.0273973,3,115,15,438,0.2,0.262557,0.761739,-0.0625571,false
has_boolean_schema__AND__has_pattern,has_boolean_schema,has_pattern,10,355,0.0273973,3,115,15,438,0.2,0.262557,0.761739,-0.0625571,false
has_minItems__AND__has_required,has_minItems,has_required,9,356,0.0246575,2,116,12,441,0.166667,0.263039,0.633621,-0.0963719,false
has_minItems__AND__has_properties,has_minItems,has_properties,12,353,0.0328767,2,116,15,438,0.133333,0.26484,0.503448,-0.131507,false
has_items__AND__has_minItems,has_items,has_minItems,14,351,0.0383562,2,116,17,436,0.117647,0.266055,0.442191,-0.148408,false
has_enum__AND__has_minItems,has_enum,has_minItems,5,360,0.0136986,1,117,9,444,0.111111,0.263514,0.421652,-0.152402,false
has_minItems__AND__has_type,has_minItems,has_type,15,350,0.0410959,2,116,18,435,0.111111,0.266667,0.416667,-0.155556,false
has_minItems__AND__has_oneOf,has_minItems,has_oneOf,6,359,0.0164384,1,117,10,443,0.1,0.264108,0.378632,-0.164108,false
has_default__AND__has_enum,has_default,has_enum,8,357,0.0219178,1,117,11,442,0.0909091,0.264706,0.343434,-0.173797,false
has_anyOf__AND__has_required,has_anyOf,has_required,14,351,0.0383562,1,117,16,437,0.0625,0.267735,0.23344,-0.205235,false
has_anyOf__AND__has_maxItems,has_anyOf,has_maxItems,1,364,0.00273973,0,118,0,453,0,0.260486,0,-0.260486,false
has_defs__AND__has_minItems,has_defs,has_minItems,1,364,0.00273973,0,118,0,453,0,0.260486,0,-0.260486,false
has_maxItems__AND__has_ref,has_maxItems,has_ref,1,364,0.00273973,0,118,0,453,0,0.260486,0,-0.260486,false
has_minItems__AND__has_ref,has_minItems,has_ref,1,364,0.00273973,0,118,0,453,0,0.260486,0,-0.260486,false
has_anyOf__AND__has_minItems,has_anyOf,has_minItems,2,363,0.00547945,0,118,1,452,0,0.261062,0,-0.261062,false
has_items__AND__has_ref,has_items,has_ref,2,363,0.00547945,0,118,1,452,0,0.261062,0,-0.261062,false
has_anyOf__AND__has_maximum,has_anyOf,has_maximum,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_anyOf__AND__has_minLength,has_anyOf,has_minLength,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_anyOf__AND__has_minimum,has_anyOf,has_minimum,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_default__AND__has_maxLength,has_default,has_maxLength,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_default__AND__has_maximum,has_default,has_maximum,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_default__AND__has_minLength,has_default,has_minLength,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_default__AND__has_minimum,has_default,has_minimum,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_enum__AND__has_not,has_enum,has_not,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_enum__AND__has_ref,has_enum,has_ref,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_items__AND__has_not,has_items,has_not,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_maxItems__AND__has_maximum,has_maxItems,has_maximum,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_maxItems__AND__has_minimum,has_maxItems,has_minimum,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_maxLength__AND__has_maximum,has_maxLength,has_maximum,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_maximum__AND__has_minItems,has_maximum,has_minItems,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_maximum__AND__has_oneOf,has_maximum,has_oneOf,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_maximum__AND__has_pattern,has_maximum,has_pattern,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_minItems__AND__has_minimum,has_minItems,has_minimum,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_minLength__AND__has_not,has_minLength,has_not,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_minimum__AND__has_multipleOf,has_minimum,has_multipleOf,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_minimum__AND__has_pattern,has_minimum,has_pattern,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_not__AND__has_pattern,has_not,has_pattern,1,364,0.00273973,0,118,1,452,0,0.261062,0,-0.261062,false
has_allOf__AND__has_ref,has_allOf,has_ref,2,363,0.00547945,0,118,2,451,0,0.261641,0,-0.261641,false
has_items__AND__has_maximum,has_items,has_maximum,2,363,0.00547945,0,118,2,451,0,0.261641,0,-0.261641,false
has_minItems__AND__has_minLength,has_minItems,has_minLength,2,363,0.00547945,0,118,2,451,0,0.261641,0,-0.261641,false
has_multipleOf__AND__has_properties,has_multipleOf,has_properties,2,363,0.00547945,0,118,2,451,0,0.261641,0,-0.261641,false
has_multipleOf__AND__has_type,has_multipleOf,has_type,2,363,0.00547945,0,118,2,451,0,0.261641,0,-0.261641,false
has_patternProperties__AND__has_ref,has_patternProperties,has_ref,1,364,0.00273973,0,118,2,451,0,0.261641,0,-0.261641,false
has_additionalProperties__AND__has_maximum,has_additionalProperties,has_maximum,3,362,0.00821918,0,118,3,450,0,0.262222,0,-0.262222,false
has_boolean_schema__AND__has_maximum,has_boolean_schema,has_maximum,3,362,0.00821918,0,118,3,450,0,0.262222,0,-0.262222,false
has_maximum__AND__has_required,has_maximum,has_required,3,362,0.00821918,0,118,3,450,0,0.262222,0,-0.262222,false
has_maximum__AND__has_properties,has_maximum,has_properties,4,361,0.0109589,0,118,4,449,0,0.262806,0,-0.262806,false
has_additionalProperties__AND__has_ref,has_additionalProperties,has_ref,3,362,0.00821918,0,118,4,449,0,0.262806,0,-0.262806,false
has_anyOf__AND__has_defs,has_anyOf,has_defs,3,362,0.00821918,0,118,4,449,0,0.262806,0,-0.262806,false
has_anyOf__AND__has_ref,has_anyOf,has_ref,3,362,0.00821918,0,118,4,449,0,0.262806,0,-0.262806,false
has_boolean_schema__AND__has_ref,has_boolean_schema,has_ref,3,362,0.00821918,0,118,4,449,0,0.262806,0,-0.262806,false
has_default__AND__has_minItems,has_default,has_minItems,2,363,0.00547945,0,118,4,449,0,0.262806,0,-0.262806,false
has_anyOf__AND__has_pattern,has_anyOf,has_pattern,4,361,0.0109589,0,118,5,448,0,0.263393,0,-0.263393,false
has_default__AND__has_pattern,has_default,has_pattern,3,362,0.00821918,0,118,5,448,0,0.263393,0,-0.263393,false
has_additionalProperties__AND__has_anyOf,has_additionalProperties,has_anyOf,5,360,0.0136986,0,118,6,447,0,0.263982,0,-0.263982,false
has_additionalProperties__AND__has_minItems,has_additionalProperties,has_minItems,5,360,0.0136986,0,118,6,447,0,0.263982,0,-0.263982,false
has_additionalProperties__AND__has_minimum,has_additionalProperties,has_minimum,5,360,0.0136986,0,118,6,447,0,0.263982,0,-0.263982,false
has_boolean_schema__AND__has_minItems,has_boolean_schema,has_minItems,5,360,0.0136986,0,118,6,447,0,0.263982,0,-0.263982,false
has_ref__AND__has_required,has_ref,has_required,5,360,0.0136986,0,118,6,447,0,0.263982,0,-0.263982,false
has_minItems__AND__has_pattern,has_minItems,has_pattern,4,361,0.0109589,0,118,6,447,0,0.263982,0,-0.263982,false
has_anyOf__AND__has_boolean_schema,has_anyOf,has_boolean_schema,6,359,0.0164384,0,118,7,446,0,0.264574,0,-0.264574,false
has_default__AND__has_items,has_default,has_items,5,360,0.0136986,0,118,7,446,0,0.264574,0,-0.264574,false
has_anyOf__AND__has_items,has_anyOf,has_items,7,358,0.0191781,0,118,8,445,0,0.265169,0,-0.265169,false
has_properties__AND__has_ref,has_properties,has_ref,7,358,0.0191781,0,118,8,445,0,0.265169,0,-0.265169,false
has_default__AND__has_oneOf,has_default,has_oneOf,5,360,0.0136986,0,118,8,445,0,0.265169,0,-0.265169,false
has_anyOf__AND__has_enum,has_anyOf,has_enum,8,357,0.0219178,0,118,10,443,0,0.266366,0,-0.266366,false
has_additionalProperties__AND__has_default,has_additionalProperties,has_default,8,357,0.0219178,0,118,11,442,0,0.266968,0,-0.266968,false
has_boolean_schema__AND__has_default,has_boolean_schema,has_default,8,357,0.0219178,0,118,11,442,0,0.266968,0,-0.266968,false
has_enum__AND__has_pattern,has_enum,has_pattern,7,358,0.0191781,0,118,11,442,0,0.266968,0,-0.266968,false
has_defs__AND__has_ref,has_defs,has_ref,10,355,0.0273973,0,118,12,441,0,0.267574,0,-0.267574,false
has_items__AND__has_pattern,has_items,has_pattern,10,355,0.0273973,0,118,12,441,0,0.267574,0,-0.267574,false
has_ref__AND__has_type,has_ref,has_type,10,355,0.0273973,0,118,12,441,0,0.267574,0,-0.267574,false
has_default__AND__has_required,has_default,has_required,10,355,0.0273973,0,118,14,439,0,0.268793,0,-0.268793,false
