feature_pair,feature_a,feature_b,n_schemas,support,timeout_rate,under_rate,over_rate
has_additionalProperties__AND__has_defs,has_additionalProperties,has_defs,272,0.306306,0,0,0.949672
has_additionalProperties__AND__has_pattern,has_additionalProperties,has_pattern,269,0.302928,0,0,0.9425
has_additionalProperties__AND__has_ref,has_additionalProperties,has_ref,266,0.29955,0,0,0.943946
has_enum__AND__has_pattern,has_enum,has_pattern,266,0.29955,0,0,0.939241
has_boolean_schema__AND__has_pattern,has_boolean_schema,has_pattern,265,0.298423,0,0,0.944304
has_boolean_schema__AND__has_defs,has_boolean_schema,has_defs,257,0.289414,0,0,0.962877
has_boolean_schema__AND__has_ref,has_boolean_schema,has_ref,250,0.281532,0,0,0.957041
has_default__AND__has_items,has_default,has_items,247,0.278153,0,0,0.902813
has_defs__AND__has_enum,has_defs,has_enum,237,0.266892,0,0,0.941624
has_enum__AND__has_ref,has_enum,has_ref,237,0.266892,0,0,0.941624
has_minimum__AND__has_properties,has_minimum,has_properties,218,0.245495,0,0,0.941176
has_minimum__AND__has_type,has_minimum,has_type,218,0.245495,0,0,0.941176
has_additionalProperties__AND__has_default,has_additionalProperties,has_default,212,0.238739,0,0,0.91358
has_minimum__AND__has_required,has_minimum,has_required,207,0.233108,0,0,0.937853
has_boolean_schema__AND__has_default,has_boolean_schema,has_default,204,0.22973,0,0,0.92283
has_anyOf__AND__has_properties,has_anyOf,has_properties,192,0.216216,0,0,0.912621
has_anyOf__AND__has_type,has_anyOf,has_type,192,0.216216,0,0,0.912621
has_items__AND__has_minItems,has_items,has_minItems,188,0.211712,0,0,0.948328
has_minItems__AND__has_properties,has_minItems,has_properties,188,0.211712,0,0,0.948328
has_minItems__AND__has_type,has_minItems,has_type,188,0.211712,0,0,0.948328
has_anyOf__AND__has_items,has_anyOf,has_items,184,0.207207,0,0,0.915254
has_minItems__AND__has_required,has_minItems,has_required,181,0.203829,0,0,0.952532
has_oneOf__AND__has_properties,has_oneOf,has_properties,173,0.19482,0,0,1
has_oneOf__AND__has_type,has_oneOf,has_type,173,0.19482,0,0,1
has_anyOf__AND__has_required,has_anyOf,has_required,171,0.192568,0,0,0.901099
has_items__AND__has_oneOf,has_items,has_oneOf,167,0.188063,0,0,1
has_items__AND__has_minimum,has_items,has_minimum,163,0.183559,0,0,0.947183
has_default__AND__has_pattern,has_default,has_pattern,161,0.181306,0,0,0.902542
has_oneOf__AND__has_required,has_oneOf,has_required,161,0.181306,0,0,1
has_enum__AND__has_minimum,has_enum,has_minimum,156,0.175676,0,0,0.959707
has_additionalProperties__AND__has_anyOf,has_additionalProperties,has_anyOf,155,0.17455,0,0,0.941667
has_anyOf__AND__has_ref,has_anyOf,has_ref,152,0.171171,0,0,0.920319
has_anyOf__AND__has_defs,has_anyOf,has_defs,151,0.170045,0,0,0.919679
has_anyOf__AND__has_boolean_schema,has_anyOf,has_boolean_schema,149,0.167793,0,0,0.938865
has_anyOf__AND__has_enum,has_anyOf,has_enum,144,0.162162,0,0,0.914414
has_additionalProperties__AND__has_minimum,has_additionalProperties,has_minimum,142,0.15991,0,0,0.96748
has_additionalProperties__AND__has_oneOf,has_additionalProperties,has_oneOf,141,0.158784,0,0,1
has_minLength__AND__has_properties,has_minLength,has_properties,140,0.157658,0,0,0.946721
has_minLength__AND__has_type,has_minLength,has_type,140,0.157658,0,0,0.946721
has_boolean_schema__AND__has_oneOf,has_boolean_schema,has_oneOf,139,0.156532,0,0,1
has_defs__AND__has_pattern,has_defs,has_pattern,139,0.156532,0,0,0.959276
has_defs__AND__has_oneOf,has_defs,has_oneOf,138,0.155405,0,0,1
has_oneOf__AND__has_ref,has_oneOf,has_ref,137,0.154279,0,0,1
has_boolean_schema__AND__has_minimum,has_boolean_schema,has_minimum,135,0.152027,0,0,0.974468
has_maximum__AND__has_properties,has_maximum,has_properties,135,0.152027,0,0,0.935345
has_maximum__AND__has_type,has_maximum,has_type,135,0.152027,0,0,0.935345
has_pattern__AND__has_ref,has_pattern,has_ref,135,0.152027,0,0,0.967136
has_maximum__AND__has_minimum,has_maximum,has_minimum,134,0.150901,0,0,0.943478
has_minLength__AND__has_required,has_minLength,has_required,134,0.150901,0,0,0.95279
has_enum__AND__has_minItems,has_enum,has_minItems,133,0.149775,0,0,0.965217
has_additionalProperties__AND__has_minItems,has_additionalProperties,has_minItems,132,0.148649,0,0,0.969163
has_maximum__AND__has_required,has_maximum,has_required,131,0.147523,0,0,0.933036
has_boolean_schema__AND__has_minItems,has_boolean_schema,has_minItems,128,0.144144,0,0,0.977273
has_items__AND__has_minLength,has_items,has_minLength,125,0.140766,0,0,0.958333
has_enum__AND__has_oneOf,has_enum,has_oneOf,124,0.13964,0,0,1
has_patternProperties__AND__has_properties,has_patternProperties,has_properties,122,0.137387,0,0,1
has_patternProperties__AND__has_type,has_patternProperties,has_type,122,0.137387,0,0,1
has_patternProperties__AND__has_required,has_patternProperties,has_required,116,0.130631,0,0,1
has_additionalProperties__AND__has_patternProperties,has_additionalProperties,has_patternProperties,113,0.127252,0,0,1
has_defs__AND__has_minItems,has_defs,has_minItems,113,0.127252,0,0,0.974093
has_items__AND__has_patternProperties,has_items,has_patternProperties,112,0.126126,0,0,1
has_boolean_schema__AND__has_patternProperties,has_boolean_schema,has_patternProperties,111,0.125,0,0,1
has_enum__AND__has_maximum,has_enum,has_maximum,111,0.125,0,0,0.942105
has_minItems__AND__has_ref,has_minItems,has_ref,110,0.123874,0,0,0.962766
has_defs__AND__has_minimum,has_defs,has_minimum,109,0.122748,0,0,0.948454
has_minimum__AND__has_ref,has_minimum,has_ref,105,0.118243,0,0,0.957447
has_default__AND__has_minimum,has_default,has_minimum,104,0.117117,0,0,0.926554
has_items__AND__has_maximum,has_items,has_maximum,101,0.113739,0,0,0.965517
has_enum__AND__has_minLength,has_enum,has_minLength,100,0.112613,0,0,0.965714
has_additionalProperties__AND__has_minLength,has_additionalProperties,has_minLength,98,0.11036,0,0,0.97619
has_default__AND__has_defs,has_default,has_defs,98,0.11036,0,0,0.931818
has_boolean_schema__AND__has_minLength,has_boolean_schema,has_minLength,97,0.109234,0,0,0.975904
has_maxLength__AND__has_properties,has_maxLength,has_properties,97,0.109234,0,0,0.958333
has_maxLength__AND__has_type,has_maxLength,has_type,97,0.109234,0,0,0.958333
has_anyOf__AND__has_pattern,has_anyOf,has_pattern,96,0.108108,0,0,0.942029
has_additionalProperties__AND__has_maximum,has_additionalProperties,has_maximum,94,0.105856,0,0,0.968944
has_boolean_schema__AND__has_maximum,has_boolean_schema,has_maximum,94,0.105856,0,0,0.968944
has_defs__AND__has_patternProperties,has_defs,has_patternProperties,92,0.103604,0,0,1
has_maxLength__AND__has_required,has_maxLength,has_required,92,0.103604,0,0,0.95625
has_patternProperties__AND__has_ref,has_patternProperties,has_ref,92,0.103604,0,0,1
has_default__AND__has_ref,has_default,has_ref,90,0.101351,0,0,0.92638
has_minimum__AND__has_pattern,has_minimum,has_pattern,89,0.100225,0,0,0.986667
has_minItems__AND__has_pattern,has_minItems,has_pattern,88,0.0990991,0,0,0.979452
has_enum__AND__has_patternProperties,has_enum,has_patternProperties,85,0.0957207,0,0,1
has_enum__AND__has_maxLength,has_enum,has_maxLength,84,0.0945946,0,0,0.951724
has_items__AND__has_maxLength,has_items,has_maxLength,82,0.0923423,0,0,0.964286
has_minLength__AND__has_pattern,has_minLength,has_pattern,79,0.088964,0,0,0.969466
has_additionalProperties__AND__has_maxLength,has_additionalProperties,has_maxLength,77,0.0867117,0,0,0.962121
has_oneOf__AND__has_pattern,has_oneOf,has_pattern,76,0.0855856,0,0,1
has_boolean_schema__AND__has_maxLength,has_boolean_schema,has_maxLength,75,0.0844595,0,0,0.96124
has_oneOf__AND__has_patternProperties,has_oneOf,has_patternProperties,74,0.0833333,0,0,1
has_maxLength__AND__has_minLength,has_maxLength,has_minLength,70,0.0788288,0,0,0.949153
has_items__AND__has_maxItems,has_items,has_maxItems,69,0.0777027,0,0,0.965517
has_maxItems__AND__has_properties,has_maxItems,has_properties,69,0.0777027,0,0,0.965517
has_maxItems__AND__has_type,has_maxItems,has_type,69,0.0777027,0,0,0.965517
has_minLength__AND__has_minimum,has_minLength,has_minimum,69,0.0777027,0,0,0.983051
has_defs__AND__has_maximum,has_defs,has_maximum,68,0.0765766,0,0,0.97479
has_maxItems__AND__has_required,has_maxItems,has_required,68,0.0765766,0,0,0.965217
has_maxLength__AND__has_minimum,has_maxLength,has_minimum,68,0.0765766,0,0,0.974359
has_minItems__AND__has_minimum,has_minItems,has_minimum,68,0.0765766,0,0,0.944444
has_anyOf__AND__has_oneOf,has_anyOf,has_oneOf,67,0.0754505,0,0,1
has_maxLength__AND__has_pattern,has_maxLength,has_pattern,67,0.0754505,0,0,0.964286
has_anyOf__AND__has_default,has_anyOf,has_default,66,0.0743243,0,0,0.902913
has_minItems__AND__has_minLength,has_minItems,has_minLength,66,0.0743243,0,0,0.975207
has_maximum__AND__has_ref,has_maximum,has_ref,65,0.0731982,0,0,0.973913
has_maximum__AND__has_pattern,has_maximum,has_pattern,63,0.0709459,0,0,0.971698
has_enum__AND__has_maxItems,has_enum,has_maxItems,62,0.0698198,0,0,0.980769
has_minimum__AND__has_oneOf,has_minimum,has_oneOf,60,0.0675676,0,0,1
has_pattern__AND__has_patternProperties,has_pattern,has_patternProperties,58,0.0653153,0,0,1
has_additionalProperties__AND__has_maxItems,has_additionalProperties,has_maxItems,57,0.0641892,0,0,0.989362
has_anyOf__AND__has_patternProperties,has_anyOf,has_patternProperties,57,0.0641892,0,0,1
has_minItems__AND__has_oneOf,has_minItems,has_oneOf,57,0.0641892,0,0,1
has_boolean_schema__AND__has_maxItems,has_boolean_schema,has_maxItems,56,0.0630631,0,0,0.989247
has_default__AND__has_maximum,has_default,has_maximum,56,0.0630631,0,0,0.896907
has_maxLength__AND__has_maximum,has_maxLength,has_maximum,56,0.0630631,0,0,0.947368
has_anyOf__AND__has_minItems,has_anyOf,has_minItems,55,0.0619369,0,0,1
has_default__AND__has_minItems,has_default,has_minItems,54,0.0608108,0,0,0.896907
has_allOf__AND__has_defs,has_allOf,has_defs,53,0.0596847,0,0,0.976744
has_allOf__AND__has_properties,has_allOf,has_properties,53,0.0596847,0,0,0.976744
has_allOf__AND__has_ref,has_allOf,has_ref,53,0.0596847,0,0,0.976744
has_allOf__AND__has_type,has_allOf,has_type,53,0.0596847,0,0,0.976744
has_maxItems__AND__has_minItems,has_maxItems,has_minItems,52,0.0585586,0,0,0.955556
has_allOf__AND__has_items,has_allOf,has_items,51,0.0574324,0,0,0.97561
has_defs__AND__has_minLength,has_defs,has_minLength,51,0.0574324,0,0,0.956044
has_maximum__AND__has_minLength,has_maximum,has_minLength,51,0.0574324,0,0,0.952381
has_minimum__AND__has_patternProperties,has_minimum,has_patternProperties,51,0.0574324,0,0,1
has_minLength__AND__has_ref,has_minLength,has_ref,48,0.0540541,0,0,0.976744
has_maxItems__AND__has_minimum,has_maxItems,has_minimum,46,0.0518018,0,0,0.9625
has_anyOf__AND__has_minimum,has_anyOf,has_minimum,45,0.0506757,0,0,1
has_default__AND__has_minLength,has_default,has_minLength,45,0.0506757,0,0,0.95
has_default__AND__has_oneOf,has_default,has_oneOf,45,0.0506757,0,0,1
has_allOf__AND__has_required,has_allOf,has_required,43,0.0484234,0,0,0.970588
has_maxItems__AND__has_pattern,has_maxItems,has_pattern,42,0.0472973,0,0,1
has_additionalProperties__AND__has_allOf,has_additionalProperties,has_allOf,41,0.0461712,0,0,0.969697
has_maxItems__AND__has_maxLength,has_maxItems,has_maxLength,41,0.0461712,0,0,0.986111
has_maximum__AND__has_minItems,has_maximum,has_minItems,41,0.0461712,0,0,0.986842
has_allOf__AND__has_enum,has_allOf,has_enum,39,0.0439189,0,0,0.968254
has_maximum__AND__has_patternProperties,has_maximum,has_patternProperties,39,0.0439189,0,0,1
has_minLength__AND__has_patternProperties,has_minLength,has_patternProperties,39,0.0439189,0,0,1
has_minLength__AND__has_oneOf,has_minLength,has_oneOf,38,0.0427928,0,0,1
has_allOf__AND__has_boolean_schema,has_allOf,has_boolean_schema,37,0.0416667,0,0,1
has_defs__AND__has_maxLength,has_defs,has_maxLength,37,0.0416667,0,0,1
has_maxItems__AND__has_maximum,has_maxItems,has_maximum,37,0.0416667,0,0,0.984615
has_maxLength__AND__has_minItems,has_maxLength,has_minItems,37,0.0416667,0,0,0.985507
has_maximum__AND__has_oneOf,has_maximum,has_oneOf,37,0.0416667,0,0,1
has_maxLength__AND__has_ref,has_maxLength,has_ref,36,0.0405405,0,0,1
has_defs__AND__has_maxItems,has_defs,has_maxItems,34,0.0382883,0,0,0.964286
has_maxItems__AND__has_ref,has_maxItems,has_ref,34,0.0382883,0,0,0.964286
has_default__AND__has_maxLength,has_default,has_maxLength,31,0.0349099,0,0,0.907407
has_default__AND__has_patternProperties,has_default,has_patternProperties,31,0.0349099,0,0,1
has_maxItems__AND__has_minLength,has_maxItems,has_minLength,30,0.0337838,0,0,1
has_minItems__AND__has_patternProperties,has_minItems,has_patternProperties,28,0.0315315,0,0,1
has_anyOf__AND__has_maximum,has_anyOf,has_maximum,26,0.0292793,0,0,1
has_maxItems__AND__has_oneOf,has_maxItems,has_oneOf,26,0.0292793,0,0,1
has_allOf__AND__has_oneOf,has_allOf,has_oneOf,25,0.0281532,0,0,1
has_allOf__AND__has_anyOf,has_allOf,has_anyOf,24,0.027027,0,0,1
has_items__AND__has_minProperties,has_items,has_minProperties,24,0.027027,0,0,1
has_minProperties__AND__has_properties,has_minProperties,has_properties,24,0.027027,0,0,1
has_minProperties__AND__has_required,has_minProperties,has_required,24,0.027027,0,0,1
has_minProperties__AND__has_type,has_minProperties,has_type,24,0.027027,0,0,1
has_maxLength__AND__has_patternProperties,has_maxLength,has_patternProperties,23,0.0259009,0,0,1
has_additionalProperties__AND__has_minProperties,has_additionalProperties,has_minProperties,22,0.0247748,0,0,1
has_allOf__AND__has_default,has_allOf,has_default,22,0.0247748,0,0,1
has_allOf__AND__has_pattern,has_allOf,has_pattern,22,0.0247748,0,0,1
has_allOf__AND__has_patternProperties,has_allOf,has_patternProperties,22,0.0247748,0,0,1
has_boolean_schema__AND__has_minProperties,has_boolean_schema,has_minProperties,22,0.0247748,0,0,1
has_maxLength__AND__has_oneOf,has_maxLength,has_oneOf,21,0.0236486,0,0,1
has_defs__AND__has_minProperties,has_defs,has_minProperties,20,0.0225225,0,0,1
has_enum__AND__has_minProperties,has_enum,has_minProperties,20,0.0225225,0,0,1
has_allOf__AND__has_minimum,has_allOf,has_minimum,19,0.0213964,0,0,1
has_minProperties__AND__has_ref,has_minProperties,has_ref,19,0.0213964,0,0,1
has_allOf__AND__has_minItems,has_allOf,has_minItems,17,0.0191441,0,0,1
has_not__AND__has_properties,has_not,has_properties,17,0.0191441,0,0,1
has_not__AND__has_required,has_not,has_required,17,0.0191441,0,0,1
has_not__AND__has_type,has_not,has_type,17,0.0191441,0,0,1
has_anyOf__AND__has_maxItems,has_anyOf,has_maxItems,16,0.018018,0,0,1
has_default__AND__has_maxItems,has_default,has_maxItems,16,0.018018,0,0,0.896552
has_defs__AND__has_not,has_defs,has_not,16,0.018018,0,0,1
has_items__AND__has_not,has_items,has_not,16,0.018018,0,0,1
has_maxItems__AND__has_patternProperties,has_maxItems,has_patternProperties,16,0.018018,0,0,1
has_not__AND__has_ref,has_not,has_ref,16,0.018018,0,0,1
has_anyOf__AND__has_minLength,has_anyOf,has_minLength,15,0.0168919,0,0,1
has_minProperties__AND__has_pattern,has_minProperties,has_pattern,15,0.0168919,0,0,1
has_anyOf__AND__has_minProperties,has_anyOf,has_minProperties,14,0.0157658,0,0,1
has_additionalProperties__AND__has_not,has_additionalProperties,has_not,13,0.0146396,0,0,1
has_boolean_schema__AND__has_not,has_boolean_schema,has_not,13,0.0146396,0,0,1
has_not__AND__has_pattern,has_not,has_pattern,13,0.0146396,0,0,1
has_allOf__AND__has_minLength,has_allOf,has_minLength,12,0.0135135,0,0,1
has_minProperties__AND__has_oneOf,has_minProperties,has_oneOf,12,0.0135135,0,0,1
has_multipleOf__AND__has_properties,has_multipleOf,has_properties,12,0.0135135,0,0,0.863636
has_multipleOf__AND__has_required,has_multipleOf,has_required,12,0.0135135,0,0,0.863636
has_multipleOf__AND__has_type,has_multipleOf,has_type,12,0.0135135,0,0,0.863636
has_allOf__AND__has_not,has_allOf,has_not,11,0.0123874,0,0,1
has_enum__AND__has_not,has_enum,has_not,11,0.0123874,0,0,1
has_items__AND__has_maxProperties,has_items,has_maxProperties,11,0.0123874,0,0,1
has_maxProperties__AND__has_properties,has_maxProperties,has_properties,11,0.0123874,0,0,1
has_maxProperties__AND__has_required,has_maxProperties,has_required,11,0.0123874,0,0,1
has_maxProperties__AND__has_type,has_maxProperties,has_type,11,0.0123874,0,0,1
has_additionalProperties__AND__has_maxProperties,has_additionalProperties,has_maxProperties,10,0.0112613,0,0,1
has_boolean_schema__AND__has_maxProperties,has_boolean_schema,has_maxProperties,10,0.0112613,0,0,1
has_const__AND__has_items,has_const,has_items,10,0.0112613,0,0,1
has_const__AND__has_properties,has_const,has_properties,10,0.0112613,0,0,1
has_const__AND__has_required,has_const,has_required,10,0.0112613,0,0,1
has_const__AND__has_type,has_const,has_type,10,0.0112613,0,0,1
has_enum__AND__has_multipleOf,has_enum,has_multipleOf,10,0.0112613,0,0,0.888889
has_items__AND__has_multipleOf,has_items,has_multipleOf,10,0.0112613,0,0,0.944444
has_minItems__AND__has_minProperties,has_minItems,has_minProperties,10,0.0112613,0,0,1
has_minLength__AND__has_not,has_minLength,has_not,10,0.0112613,0,0,1
has_minimum__AND__has_not,has_minimum,has_not,10,0.0112613,0,0,1
has_not__AND__has_patternProperties,has_not,has_patternProperties,10,0.0112613,0,0,1
has_additionalProperties__AND__has_const,has_additionalProperties,has_const,9,0.0101351,0,0,1
has_additionalProperties__AND__has_multipleOf,has_additionalProperties,has_multipleOf,9,0.0101351,0,0,0.941176
has_boolean_schema__AND__has_const,has_boolean_schema,has_const,9,0.0101351,0,0,1
has_boolean_schema__AND__has_multipleOf,has_boolean_schema,has_multipleOf,9,0.0101351,0,0,0.941176
has_const__AND__has_defs,has_const,has_defs,9,0.0101351,0,0,1
has_const__AND__has_ref,has_const,has_ref,9,0.0101351,0,0,1
has_minimum__AND__has_multipleOf,has_minimum,has_multipleOf,9,0.0101351,0,0,0.944444
has_not__AND__has_oneOf,has_not,has_oneOf,9,0.0101351,0,0,1
has_additionalProperties__AND__has_propertyNames,has_additionalProperties,has_propertyNames,8,0.00900901,0,0,1
has_allOf__AND__has_const,has_allOf,has_const,8,0.00900901,0,0,1
has_allOf__AND__has_maximum,has_allOf,has_maximum,8,0.00900901,0,0,1
has_anyOf__AND__has_not,has_anyOf,has_not,8,0.00900901,0,0,1
has_boolean_schema__AND__has_propertyNames,has_boolean_schema,has_propertyNames,8,0.00900901,0,0,1
has_default__AND__has_not,has_default,has_not,8,0.00900901,0,0,1
has_defs__AND__has_propertyNames,has_defs,has_propertyNames,8,0.00900901,0,0,1
has_enum__AND__has_propertyNames,has_enum,has_propertyNames,8,0.00900901,0,0,1
has_items__AND__has_propertyNames,has_items,has_propertyNames,8,0.00900901,0,0,1
has_maxProperties__AND__has_pattern,has_maxProperties,has_pattern,8,0.00900901,0,0,1
has_maximum__AND__has_not,has_maximum,has_not,8,0.00900901,0,0,1
has_properties__AND__has_propertyNames,has_properties,has_propertyNames,8,0.00900901,0,0,1
has_propertyNames__AND__has_ref,has_propertyNames,has_ref,8,0.00900901,0,0,1
has_propertyNames__AND__has_type,has_propertyNames,has_type,8,0.00900901,0,0,1
has_const__AND__has_enum,has_const,has_enum,7,0.00788288,0,0,1
has_enum__AND__has_maxProperties,has_enum,has_maxProperties,7,0.00788288,0,0,1
has_minProperties__AND__has_patternProperties,has_minProperties,has_patternProperties,7,0.00788288,0,0,1
has_allOf__AND__has_propertyNames,has_allOf,has_propertyNames,6,0.00675676,0,0,1
has_anyOf__AND__has_propertyNames,has_anyOf,has_propertyNames,6,0.00675676,0,0,1
has_const__AND__has_patternProperties,has_const,has_patternProperties,6,0.00675676,0,0,1
has_default__AND__has_maxProperties,has_default,has_maxProperties,6,0.00675676,0,0,1
has_defs__AND__has_maxProperties,has_defs,has_maxProperties,6,0.00675676,0,0,1
has_defs__AND__has_multipleOf,has_defs,has_multipleOf,6,0.00675676,0,0,0.916667
has_maxProperties__AND__has_ref,has_maxProperties,has_ref,6,0.00675676,0,0,1
has_minItems__AND__has_multipleOf,has_minItems,has_multipleOf,6,0.00675676,0,0,1
has_minItems__AND__has_not,has_minItems,has_not,6,0.00675676,0,0,1
has_minLength__AND__has_multipleOf,has_minLength,has_multipleOf,6,0.00675676,0,0,0.833333
has_multipleOf__AND__has_ref,has_multipleOf,has_ref,6,0.00675676,0,0,0.916667
has_propertyNames__AND__has_required,has_propertyNames,has_required,6,0.00675676,0,0,1
has_additionalProperties__AND__has_exclusiveMinimum,has_additionalProperties,has_exclusiveMinimum,5,0.00563063,0,0,1
has_additionalProperties__AND__has_if_then_else,has_additionalProperties,has_if_then_else,5,0.00563063,0,0,1
has_allOf__AND__has_exclusiveMinimum,has_allOf,has_exclusiveMinimum,5,0.00563063,0,0,1
has_anyOf__AND__has_const,has_anyOf,has_const,5,0.00563063,0,0,1
has_anyOf__AND__has_exclusiveMinimum,has_anyOf,has_exclusiveMinimum,5,0.00563063,0,0,1
has_anyOf__AND__has_maxLength,has_anyOf,has_maxLength,5,0.00563063,0,0,1
has_anyOf__AND__has_maxProperties,has_anyOf,has_maxProperties,5,0.00563063,0,0,1
has_const__AND__has_oneOf,has_const,has_oneOf,5,0.00563063,0,0,1
has_default__AND__has_multipleOf,has_default,has_multipleOf,5,0.00563063,0,0,0.7
has_defs__AND__has_exclusiveMinimum,has_defs,has_exclusiveMinimum,5,0.00563063,0,0,1
has_defs__AND__has_if_then_else,has_defs,has_if_then_else,5,0.00563063,0,0,1
has_enum__AND__has_if_then_else,has_enum,has_if_then_else,5,0.00563063,0,0,1
has_exclusiveMinimum__AND__has_items,has_exclusiveMinimum,has_items,5,0.00563063,0,0,1
has_exclusiveMinimum__AND__has_minItems,has_exclusiveMinimum,has_minItems,5,0.00563063,0,0,1
has_exclusiveMinimum__AND__has_minimum,has_exclusiveMinimum,has_minimum,5,0.00563063,0,0,1
has_exclusiveMinimum__AND__has_properties,has_exclusiveMinimum,has_properties,5,0.00563063,0,0,1
has_exclusiveMinimum__AND__has_ref,has_exclusiveMinimum,has_ref,5,0.00563063,0,0,1
has_exclusiveMinimum__AND__has_type,has_exclusiveMinimum,has_type,5,0.00563063,0,0,1
has_if_then_else__AND__has_items,has_if_then_else,has_items,5,0.00563063,0,0,1
has_if_then_else__AND__has_properties,has_if_then_else,has_properties,5,0.00563063,0,0,1
has_if_then_else__AND__has_ref,has_if_then_else,has_ref,5,0.00563063,0,0,1
has_if_then_else__AND__has_required,has_if_then_else,has_required,5,0.00563063,0,0,1
has_if_then_else__AND__has_type,has_if_then_else,has_type,5,0.00563063,0,0,1
has_maxLength__AND__has_not,has_maxLength,has_not,5,0.00563063,0,0,1
has_maxProperties__AND__has_minProperties,has_maxProperties,has_minProperties,5,0.00563063,0,0,1
has_maximum__AND__has_multipleOf,has_maximum,has_multipleOf,5,0.00563063,0,0,0.8
has_minLength__AND__has_minProperties,has_minLength,has_minProperties,5,0.00563063,0,0,1
has_minProperties__AND__has_minimum,has_minProperties,has_minimum,5,0.00563063,0,0,1
has_multipleOf__AND__has_oneOf,has_multipleOf,has_oneOf,5,0.00563063,0,0,1
has_multipleOf__AND__has_pattern,has_multipleOf,has_pattern,5,0.00563063,0,0,0.7
has_allOf__AND__has_if_then_else,has_allOf,has_if_then_else,4,0.0045045,0,0,1
has_allOf__AND__has_maxItems,has_allOf,has_maxItems,4,0.0045045,0,0,1
has_allOf__AND__has_maxLength,has_allOf,has_maxLength,4,0.0045045,0,0,1
has_allOf__AND__has_minProperties,has_allOf,has_minProperties,4,0.0045045,0,0,1
has_boolean_schema__AND__has_if_then_else,has_boolean_schema,has_if_then_else,4,0.0045045,0,0,1
has_const__AND__has_if_then_else,has_const,has_if_then_else,4,0.0045045,0,0,1
has_const__AND__has_minItems,has_const,has_minItems,4,0.0045045,0,0,1
has_const__AND__has_pattern,has_const,has_pattern,4,0.0045045,0,0,1
has_default__AND__has_exclusiveMinimum,has_default,has_exclusiveMinimum,4,0.0045045,0,0,1
has_default__AND__has_minProperties,has_default,has_minProperties,4,0.0045045,0,0,1
has_default__AND__has_propertyNames,has_default,has_propertyNames,4,0.0045045,0,0,1
