feature_pair,feature_a,feature_b,schemas_with_pair,schemas_without_pair,support,timeout_with_pair,timeout_without_pair,timeout_denominator_with,timeout_denominator_without,timeout_rate_with,timeout_rate_without,lift,delta,eligible_lift
has_items__AND__has_minimum,has_items,has_minimum,163,725,0.183559,0,0,163,725,0,0,0,0,true
has_default__AND__has_pattern,has_default,has_pattern,161,727,0.181306,0,0,161,727,0,0,0,0,true
has_oneOf__AND__has_required,has_oneOf,has_required,161,727,0.181306,0,0,161,727,0,0,0,0,true
has_enum__AND__has_minimum,has_enum,has_minimum,156,732,0.175676,0,0,156,732,0,0,0,0,true
has_additionalProperties__AND__has_anyOf,has_additionalProperties,has_anyOf,155,733,0.17455,0,0,155,733,0,0,0,0,true
has_anyOf__AND__has_ref,has_anyOf,has_ref,152,736,0.171171,0,0,152,736,0,0,0,0,true
has_anyOf__AND__has_defs,has_anyOf,has_defs,151,737,0.170045,0,0,151,737,0,0,0,0,true
has_anyOf__AND__has_boolean_schema,has_anyOf,has_boolean_schema,149,739,0.167793,0,0,149,739,0,0,0,0,true
has_anyOf__AND__has_enum,has_anyOf,has_enum,144,744,0.162162,0,0,144,744,0,0,0,0,true
has_additionalProperties__AND__has_minimum,has_additionalProperties,has_minimum,142,746,0.15991,0,0,142,746,0,0,0,0,true
has_additionalProperties__AND__has_oneOf,has_additionalProperties,has_oneOf,141,747,0.158784,0,0,141,747,0,0,0,0,true
has_minLength__AND__has_properties,has_minLength,has_properties,140,748,0.157658,0,0,140,748,0,0,0,0,true
has_minLength__AND__has_type,has_minLength,has_type,140,748,0.157658,0,0,140,748,0,0,0,0,true
has_boolean_schema__AND__has_oneOf,has_boolean_schema,has_oneOf,139,749,0.156532,0,0,139,749,0,0,0,0,true
has_defs__AND__has_pattern,has_defs,has_pattern,139,749,0.156532,0,0,139,749,0,0,0,0,true
has_defs__AND__has_oneOf,has_defs,has_oneOf,138,750,0.155405,0,0,138,750,0,0,0,0,true
has_oneOf__AND__has_ref,has_oneOf,has_ref,137,751,0.154279,0,0,137,751,0,0,0,0,true
has_boolean_schema__AND__has_minimum,has_boolean_schema,has_minimum,135,753,0.152027,0,0,135,753,0,0,0,0,true
has_maximum__AND__has_properties,has_maximum,has_properties,135,753,0.152027,0,0,135,753,0,0,0,0,true
has_maximum__AND__has_type,has_maximum,has_type,135,753,0.152027,0,0,135,753,0,0,0,0,true
has_pattern__AND__has_ref,has_pattern,has_ref,135,753,0.152027,0,0,135,753,0,0,0,0,true
has_maximum__AND__has_minimum,has_maximum,has_minimum,134,754,0.150901,0,0,134,754,0,0,0,0,true
has_minLength__AND__has_required,has_minLength,has_required,134,754,0.150901,0,0,134,754,0,0,0,0,true
has_enum__AND__has_minItems,has_enum,has_minItems,133,755,0.149775,0,0,133,755,0,0,0,0,true
has_additionalProperties__AND__has_minItems,has_additionalProperties,has_minItems,132,756,0.148649,0,0,132,756,0,0,0,0,true
has_maximum__AND__has_required,has_maximum,has_required,131,757,0.147523,0,0,131,757,0,0,0,0,true
has_boolean_schema__AND__has_minItems,has_boolean_schema,has_minItems,128,760,0.144144,0,0,128,760,0,0,0,0,true
has_items__AND__has_minLength,has_items,has_minLength,125,763,0.140766,0,0,125,763,0,0,0,0,true
has_enum__AND__has_oneOf,has_enum,has_oneOf,124,764,0.13964,0,0,124,764,0,0,0,0,true
has_patternProperties__AND__has_properties,has_patternProperties,has_properties,122,766,0.137387,0,0,122,766,0,0,0,0,true
has_patternProperties__AND__has_type,has_patternProperties,has_type,122,766,0.137387,0,0,122,766,0,0,0,0,true
has_patternProperties__AND__has_required,has_patternProperties,has_required,116,772,0.130631,0,0,116,772,0,0,0,0,true
has_additionalProperties__AND__has_patternProperties,has_additionalProperties,has_patternProperties,113,775,0.127252,0,0,113,775,0,0,0,0,true
has_defs__AND__has_minItems,has_defs,has_minItems,113,775,0.127252,0,0,113,775,0,0,0,0,true
has_items__AND__has_patternProperties,has_items,has_patternProperties,112,776,0.126126,0,0,112,776,0,0,0,0,true
has_boolean_schema__AND__has_patternProperties,has_boolean_schema,has_patternProperties,111,777,0.125,0,0,111,777,0,0,0,0,true
has_enum__AND__has_maximum,has_enum,has_maximum,111,777,0.125,0,0,111,777,0,0,0,0,true
has_minItems__AND__has_ref,has_minItems,has_ref,110,778,0.123874,0,0,110,778,0,0,0,0,true
has_defs__AND__has_minimum,has_defs,has_minimum,109,779,0.122748,0,0,109,779,0,0,0,0,true
has_minimum__AND__has_ref,has_minimum,has_ref,105,783,0.118243,0,0,105,783,0,0,0,0,true
has_default__AND__has_minimum,has_default,has_minimum,104,784,0.117117,0,0,104,784,0,0,0,0,true
has_items__AND__has_maximum,has_items,has_maximum,101,787,0.113739,0,0,101,787,0,0,0,0,true
has_enum__AND__has_minLength,has_enum,has_minLength,100,788,0.112613,0,0,100,788,0,0,0,0,true
has_additionalProperties__AND__has_minLength,has_additionalProperties,has_minLength,98,790,0.11036,0,0,98,790,0,0,0,0,true
has_default__AND__has_defs,has_default,has_defs,98,790,0.11036,0,0,98,790,0,0,0,0,true
has_boolean_schema__AND__has_minLength,has_boolean_schema,has_minLength,97,791,0.109234,0,0,97,791,0,0,0,0,true
has_maxLength__AND__has_properties,has_maxLength,has_properties,97,791,0.109234,0,0,97,791,0,0,0,0,true
has_maxLength__AND__has_type,has_maxLength,has_type,97,791,0.109234,0,0,97,791,0,0,0,0,true
has_anyOf__AND__has_pattern,has_anyOf,has_pattern,96,792,0.108108,0,0,96,792,0,0,0,0,true
has_additionalProperties__AND__has_maximum,has_additionalProperties,has_maximum,94,794,0.105856,0,0,94,794,0,0,0,0,true
has_boolean_schema__AND__has_maximum,has_boolean_schema,has_maximum,94,794,0.105856,0,0,94,794,0,0,0,0,true
has_defs__AND__has_patternProperties,has_defs,has_patternProperties,92,796,0.103604,0,0,92,796,0,0,0,0,true
has_maxLength__AND__has_required,has_maxLength,has_required,92,796,0.103604,0,0,92,796,0,0,0,0,true
has_patternProperties__AND__has_ref,has_patternProperties,has_ref,92,796,0.103604,0,0,92,796,0,0,0,0,true
has_default__AND__has_ref,has_default,has_ref,90,798,0.101351,0,0,90,798,0,0,0,0,true
has_minimum__AND__has_pattern,has_minimum,has_pattern,89,799,0.100225,0,0,89,799,0,0,0,0,true
has_minItems__AND__has_pattern,has_minItems,has_pattern,88,800,0.0990991,0,0,88,800,0,0,0,0,true
has_enum__AND__has_patternProperties,has_enum,has_patternProperties,85,803,0.0957207,0,0,85,803,0,0,0,0,true
has_enum__AND__has_maxLength,has_enum,has_maxLength,84,804,0.0945946,0,0,84,804,0,0,0,0,true
has_items__AND__has_maxLength,has_items,has_maxLength,82,806,0.0923423,0,0,82,806,0,0,0,0,true
has_minLength__AND__has_pattern,has_minLength,has_pattern,79,809,0.088964,0,0,79,809,0,0,0,0,true
has_additionalProperties__AND__has_maxLength,has_additionalProperties,has_maxLength,77,811,0.0867117,0,0,77,811,0,0,0,0,true
has_oneOf__AND__has_pattern,has_oneOf,has_pattern,76,812,0.0855856,0,0,76,812,0,0,0,0,true
has_boolean_schema__AND__has_maxLength,has_boolean_schema,has_maxLength,75,813,0.0844595,0,0,75,813,0,0,0,0,true
has_oneOf__AND__has_patternProperties,has_oneOf,has_patternProperties,74,814,0.0833333,0,0,74,814,0,0,0,0,true
has_maxLength__AND__has_minLength,has_maxLength,has_minLength,70,818,0.0788288,0,0,70,818,0,0,0,0,true
has_items__AND__has_maxItems,has_items,has_maxItems,69,819,0.0777027,0,0,69,819,0,0,0,0,true
has_maxItems__AND__has_properties,has_maxItems,has_properties,69,819,0.0777027,0,0,69,819,0,0,0,0,true
has_maxItems__AND__has_type,has_maxItems,has_type,69,819,0.0777027,0,0,69,819,0,0,0,0,true
has_minLength__AND__has_minimum,has_minLength,has_minimum,69,819,0.0777027,0,0,69,819,0,0,0,0,true
has_defs__AND__has_maximum,has_defs,has_maximum,68,820,0.0765766,0,0,68,820,0,0,0,0,true
has_maxItems__AND__has_required,has_maxItems,has_required,68,820,0.0765766,0,0,68,820,0,0,0,0,true
has_maxLength__AND__has_minimum,has_maxLength,has_minimum,68,820,0.0765766,0,0,68,820,0,0,0,0,true
has_minItems__AND__has_minimum,has_minItems,has_minimum,68,820,0.0765766,0,0,68,820,0,0,0,0,true
has_anyOf__AND__has_oneOf,has_anyOf,has_oneOf,67,821,0.0754505,0,0,67,821,0,0,0,0,true
has_maxLength__AND__has_pattern,has_maxLength,has_pattern,67,821,0.0754505,0,0,67,821,0,0,0,0,true
has_anyOf__AND__has_default,has_anyOf,has_default,66,822,0.0743243,0,0,66,822,0,0,0,0,true
has_minItems__AND__has_minLength,has_minItems,has_minLength,66,822,0.0743243,0,0,66,822,0,0,0,0,true
has_maximum__AND__has_ref,has_maximum,has_ref,65,823,0.0731982,0,0,65,823,0,0,0,0,true
has_maximum__AND__has_pattern,has_maximum,has_pattern,63,825,0.0709459,0,0,63,825,0,0,0,0,true
has_enum__AND__has_maxItems,has_enum,has_maxItems,62,826,0.0698198,0,0,62,826,0,0,0,0,true
has_minimum__AND__has_oneOf,has_minimum,has_oneOf,60,828,0.0675676,0,0,60,828,0,0,0,0,true
has_pattern__AND__has_patternProperties,has_pattern,has_patternProperties,58,830,0.0653153,0,0,58,830,0,0,0,0,true
has_additionalProperties__AND__has_maxItems,has_additionalProperties,has_maxItems,57,831,0.0641892,0,0,57,831,0,0,0,0,true
has_anyOf__AND__has_patternProperties,has_anyOf,has_patternProperties,57,831,0.0641892,0,0,57,831,0,0,0,0,true
has_minItems__AND__has_oneOf,has_minItems,has_oneOf,57,831,0.0641892,0,0,57,831,0,0,0,0,true
has_boolean_schema__AND__has_maxItems,has_boolean_schema,has_maxItems,56,832,0.0630631,0,0,56,832,0,0,0,0,true
has_default__AND__has_maximum,has_default,has_maximum,56,832,0.0630631,0,0,56,832,0,0,0,0,true
has_maxLength__AND__has_maximum,has_maxLength,has_maximum,56,832,0.0630631,0,0,56,832,0,0,0,0,true
has_anyOf__AND__has_minItems,has_anyOf,has_minItems,55,833,0.0619369,0,0,55,833,0,0,0,0,true
has_default__AND__has_minItems,has_default,has_minItems,54,834,0.0608108,0,0,54,834,0,0,0,0,true
has_allOf__AND__has_defs,has_allOf,has_defs,53,835,0.0596847,0,0,53,835,0,0,0,0,true
has_allOf__AND__has_properties,has_allOf,has_properties,53,835,0.0596847,0,0,53,835,0,0,0,0,true
has_allOf__AND__has_ref,has_allOf,has_ref,53,835,0.0596847,0,0,53,835,0,0,0,0,true
has_allOf__AND__has_type,has_allOf,has_type,53,835,0.0596847,0,0,53,835,0,0,0,0,true
has_maxItems__AND__has_minItems,has_maxItems,has_minItems,52,836,0.0585586,0,0,52,836,0,0,0,0,true
has_allOf__AND__has_items,has_allOf,has_items,51,837,0.0574324,0,0,51,837,0,0,0,0,true
has_defs__AND__has_minLength,has_defs,has_minLength,51,837,0.0574324,0,0,51,837,0,0,0,0,true
has_maximum__AND__has_minLength,has_maximum,has_minLength,51,837,0.0574324,0,0,51,837,0,0,0,0,true
has_minimum__AND__has_patternProperties,has_minimum,has_patternProperties,51,837,0.0574324,0,0,51,837,0,0,0,0,true
has_minLength__AND__has_ref,has_minLength,has_ref,48,840,0.0540541,0,0,48,840,0,0,0,0,true
has_maxItems__AND__has_minimum,has_maxItems,has_minimum,46,842,0.0518018,0,0,46,842,0,0,0,0,true
has_anyOf__AND__has_minimum,has_anyOf,has_minimum,45,843,0.0506757,0,0,45,843,0,0,0,0,true
has_default__AND__has_minLength,has_default,has_minLength,45,843,0.0506757,0,0,45,843,0,0,0,0,true
has_default__AND__has_oneOf,has_default,has_oneOf,45,843,0.0506757,0,0,45,843,0,0,0,0,true
has_allOf__AND__has_required,has_allOf,has_required,43,845,0.0484234,0,0,43,845,0,0,0,0,true
has_maxItems__AND__has_pattern,has_maxItems,has_pattern,42,846,0.0472973,0,0,42,846,0,0,0,0,true
has_additionalProperties__AND__has_allOf,has_additionalProperties,has_allOf,41,847,0.0461712,0,0,41,847,0,0,0,0,true
has_maxItems__AND__has_maxLength,has_maxItems,has_maxLength,41,847,0.0461712,0,0,41,847,0,0,0,0,true
has_maximum__AND__has_minItems,has_maximum,has_minItems,41,847,0.0461712,0,0,41,847,0,0,0,0,true
has_allOf__AND__has_enum,has_allOf,has_enum,39,849,0.0439189,0,0,39,849,0,0,0,0,true
has_maximum__AND__has_patternProperties,has_maximum,has_patternProperties,39,849,0.0439189,0,0,39,849,0,0,0,0,true
has_minLength__AND__has_patternProperties,has_minLength,has_patternProperties,39,849,0.0439189,0,0,39,849,0,0,0,0,true
has_minLength__AND__has_oneOf,has_minLength,has_oneOf,38,850,0.0427928,0,0,38,850,0,0,0,0,true
has_allOf__AND__has_boolean_schema,has_allOf,has_boolean_schema,37,851,0.0416667,0,0,37,851,0,0,0,0,true
has_defs__AND__has_maxLength,has_defs,has_maxLength,37,851,0.0416667,0,0,37,851,0,0,0,0,true
has_maxItems__AND__has_maximum,has_maxItems,has_maximum,37,851,0.0416667,0,0,37,851,0,0,0,0,true
has_maxLength__AND__has_minItems,has_maxLength,has_minItems,37,851,0.0416667,0,0,37,851,0,0,0,0,true
has_maximum__AND__has_oneOf,has_maximum,has_oneOf,37,851,0.0416667,0,0,37,851,0,0,0,0,true
has_maxLength__AND__has_ref,has_maxLength,has_ref,36,852,0.0405405,0,0,36,852,0,0,0,0,true
has_defs__AND__has_maxItems,has_defs,has_maxItems,34,854,0.0382883,0,0,34,854,0,0,0,0,true
has_maxItems__AND__has_ref,has_maxItems,has_ref,34,854,0.0382883,0,0,34,854,0,0,0,0,true
has_default__AND__has_maxLength,has_default,has_maxLength,31,857,0.0349099,0,0,31,857,0,0,0,0,true
has_default__AND__has_patternProperties,has_default,has_patternProperties,31,857,0.0349099,0,0,31,857,0,0,0,0,true
has_maxItems__AND__has_minLength,has_maxItems,has_minLength,30,858,0.0337838,0,0,30,858,0,0,0,0,true
has_minItems__AND__has_patternProperties,has_minItems,has_patternProperties,28,860,0.0315315,0,0,28,860,0,0,0,0,true
has_anyOf__AND__has_maximum,has_anyOf,has_maximum,26,862,0.0292793,0,0,26,862,0,0,0,0,true
has_maxItems__AND__has_oneOf,has_maxItems,has_oneOf,26,862,0.0292793,0,0,26,862,0,0,0,0,true
has_allOf__AND__has_oneOf,has_allOf,has_oneOf,25,863,0.0281532,0,0,25,863,0,0,0,0,true
has_allOf__AND__has_anyOf,has_allOf,has_anyOf,24,864,0.027027,0,0,24,864,0,0,0,0,true
has_items__AND__has_minProperties,has_items,has_minProperties,24,864,0.027027,0,0,24,864,0,0,0,0,true
has_minProperties__AND__has_properties,has_minProperties,has_properties,24,864,0.027027,0,0,24,864,0,0,0,0,true
has_minProperties__AND__has_required,has_minProperties,has_required,24,864,0.027027,0,0,24,864,0,0,0,0,true
has_minProperties__AND__has_type,has_minProperties,has_type,24,864,0.027027,0,0,24,864,0,0,0,0,true
has_maxLength__AND__has_patternProperties,has_maxLength,has_patternProperties,23,865,0.0259009,0,0,23,865,0,0,0,0,true
has_additionalProperties__AND__has_minProperties,has_additionalProperties,has_minProperties,22,866,0.0247748,0,0,22,866,0,0,0,0,true
has_allOf__AND__has_default,has_allOf,has_default,22,866,0.0247748,0,0,22,866,0,0,0,0,true
has_allOf__AND__has_pattern,has_allOf,has_pattern,22,866,0.0247748,0,0,22,866,0,0,0,0,true
has_allOf__AND__has_patternProperties,has_allOf,has_patternProperties,22,866,0.0247748,0,0,22,866,0,0,0,0,true
has_boolean_schema__AND__has_minProperties,has_boolean_schema,has_minProperties,22,866,0.0247748,0,0,22,866,0,0,0,0,true
has_maxLength__AND__has_oneOf,has_maxLength,has_oneOf,21,867,0.0236486,0,0,21,867,0,0,0,0,true
has_defs__AND__has_minProperties,has_defs,has_minProperties,20,868,0.0225225,0,0,20,868,0,0,0,0,true
has_enum__AND__has_minProperties,has_enum,has_minProperties,20,868,0.0225225,0,0,20,868,0,0,0,0,true
has_allOf__AND__has_minimum,has_allOf,has_minimum,19,869,0.0213964,0,0,19,869,0,0,0,0,true
has_minProperties__AND__has_ref,has_minProperties,has_ref,19,869,0.0213964,0,0,19,869,0,0,0,0,true
has_allOf__AND__has_minItems,has_allOf,has_minItems,17,871,0.0191441,0,0,17,871,0,0,0,0,true
has_not__AND__has_properties,has_not,has_properties,17,871,0.0191441,0,0,17,871,0,0,0,0,true
has_not__AND__has_required,has_not,has_required,17,871,0.0191441,0,0,17,871,0,0,0,0,true
has_not__AND__has_type,has_not,has_type,17,871,0.0191441,0,0,17,871,0,0,0,0,true
has_anyOf__AND__has_maxItems,has_anyOf,has_maxItems,16,872,0.018018,0,0,16,872,0,0,0,0,true
has_default__AND__has_maxItems,has_default,has_maxItems,16,872,0.018018,0,0,16,872,0,0,0,0,true
has_defs__AND__has_not,has_defs,has_not,16,872,0.018018,0,0,16,872,0,0,0,0,true
has_items__AND__has_not,has_items,has_not,16,872,0.018018,0,0,16,872,0,0,0,0,true
has_maxItems__AND__has_patternProperties,has_maxItems,has_patternProperties,16,872,0.018018,0,0,16,872,0,0,0,0,true
has_not__AND__has_ref,has_not,has_ref,16,872,0.018018,0,0,16,872,0,0,0,0,true
has_anyOf__AND__has_minLength,has_anyOf,has_minLength,15,873,0.0168919,0,0,15,873,0,0,0,0,true
has_minProperties__AND__has_pattern,has_minProperties,has_pattern,15,873,0.0168919,0,0,15,873,0,0,0,0,true
has_anyOf__AND__has_minProperties,has_anyOf,has_minProperties,14,874,0.0157658,0,0,14,874,0,0,0,0,true
has_additionalProperties__AND__has_not,has_additionalProperties,has_not,13,875,0.0146396,0,0,13,875,0,0,0,0,true
has_boolean_schema__AND__has_not,has_boolean_schema,has_not,13,875,0.0146396,0,0,13,875,0,0,0,0,true
has_not__AND__has_pattern,has_not,has_pattern,13,875,0.0146396,0,0,13,875,0,0,0,0,true
has_allOf__AND__has_minLength,has_allOf,has_minLength,12,876,0.0135135,0,0,12,876,0,0,0,0,true
has_minProperties__AND__has_oneOf,has_minProperties,has_oneOf,12,876,0.0135135,0,0,12,876,0,0,0,0,true
has_multipleOf__AND__has_properties,has_multipleOf,has_properties,12,876,0.0135135,0,0,12,876,0,0,0,0,true
has_multipleOf__AND__has_required,has_multipleOf,has_required,12,876,0.0135135,0,0,12,876,0,0,0,0,true
has_multipleOf__AND__has_type,has_multipleOf,has_type,12,876,0.0135135,0,0,12,876,0,0,0,0,true
has_allOf__AND__has_not,has_allOf,has_not,11,877,0.0123874,0,0,11,877,0,0,0,0,true
has_enum__AND__has_not,has_enum,has_not,11,877,0.0123874,0,0,11,877,0,0,0,0,true
has_items__AND__has_maxProperties,has_items,has_maxProperties,11,877,0.0123874,0,0,11,877,0,0,0,0,true
has_maxProperties__AND__has_properties,has_maxProperties,has_properties,11,877,0.0123874,0,0,11,877,0,0,0,0,true
has_maxProperties__AND__has_required,has_maxProperties,has_required,11,877,0.0123874,0,0,11,877,0,0,0,0,true
has_maxProperties__AND__has_type,has_maxProperties,has_type,11,877,0.0123874,0,0,11,877,0,0,0,0,true
has_additionalProperties__AND__has_maxProperties,has_additionalProperties,has_maxProperties,10,878,0.0112613,0,0,10,878,0,0,0,0,true
has_boolean_schema__AND__has_maxProperties,has_boolean_schema,has_maxProperties,10,878,0.0112613,0,0,10,878,0,0,0,0,true
has_const__AND__has_items,has_const,has_items,10,878,0.0112613,0,0,10,878,0,0,0,0,true
has_const__AND__has_properties,has_const,has_properties,10,878,0.0112613,0,0,10,878,0,0,0,0,true
has_const__AND__has_required,has_const,has_required,10,878,0.0112613,0,0,10,878,0,0,0,0,true
has_const__AND__has_type,has_const,has_type,10,878,0.0112613,0,0,10,878,0,0,0,0,true
has_enum__AND__has_multipleOf,has_enum,has_multipleOf,10,878,0.0112613,0,0,10,878,0,0,0,0,true
has_items__AND__has_multipleOf,has_items,has_multipleOf,10,878,0.0112613,0,0,10,878,0,0,0,0,true
has_minItems__AND__has_minProperties,has_minItems,has_minProperties,10,878,0.0112613,0,0,10,878,0,0,0,0,true
has_minLength__AND__has_not,has_minLength,has_not,10,878,0.0112613,0,0,10,878,0,0,0,0,true
has_minimum__AND__has_not,has_minimum,has_not,10,878,0.0112613,0,0,10,878,0,0,0,0,true
has_not__AND__has_patternProperties,has_not,has_patternProperties,10,878,0.0112613,0,0,10,878,0,0,0,0,true
has_additionalProperties__AND__has_const,has_additionalProperties,has_const,9,879,0.0101351,0,0,9,879,0,0,0,0,true
has_additionalProperties__AND__has_multipleOf,has_additionalProperties,has_multipleOf,9,879,0.0101351,0,0,9,879,0,0,0,0,true
has_boolean_schema__AND__has_const,has_boolean_schema,has_const,9,879,0.0101351,0,0,9,879,0,0,0,0,true
has_boolean_schema__AND__has_multipleOf,has_boolean_schema,has_multipleOf,9,879,0.0101351,0,0,9,879,0,0,0,0,true
has_const__AND__has_defs,has_const,has_defs,9,879,0.0101351,0,0,9,879,0,0,0,0,true
has_const__AND__has_ref,has_const,has_ref,9,879,0.0101351,0,0,9,879,0,0,0,0,true
