context_family,context_feature,context_value,schema_id,test_id,test_index,expected_validity,outlines_result,failure_type,important_feature_values,schema_path,instance_preview
not,not_parent_keyword,properties,Github_easy---o83707.json,Github_easy---o83707.json::test_00003,3,invalid,rejected,CORRECT_INVALID,not_parent_keyword=properties; numeric_boundary_case=below_min; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o83707.json,"{""age"": 9, ""league"": ""youth"", ""name"": ""Wildcats""}"
not,not_parent_keyword,properties,Github_hard---o35867.json,Github_hard---o35867.json::test_00002,2,invalid,rejected,CORRECT_INVALID,not_parent_keyword=properties; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=oneOf; combinator_branch_count_bucket=4-5; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_hard---o35867.json,"{""confirmationEmail"": ""example@example.com"", ""dateOfBirth"": ""1990-01-01"", ""email"": ""example@example.com"", ""fullName"": {""first"": """", ""last"": ""Doe""}, ""gender"": ""M"", ""permanentAddress"": {""city"": ""New York"", ""country"": ""USA"", ""postalCode"": ""10001"", ""state"": ""NY..."
combinators,allOf_satisfied_branch_count_bucket,2,Github_easy---o6187.json,Github_easy---o6187.json::test_00003,3,invalid,accepted,UNDER,allOf_satisfied_branch_count_bucket=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=mixed; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=1,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o6187.json,"{""deviceTags"": [], ""resultPath"": ""/path/to/results""}"
combinators,allOf_satisfied_branch_count_bucket,2,Github_easy---o6187.json,Github_easy---o6187.json::test_00004,4,invalid,accepted,UNDER,allOf_satisfied_branch_count_bucket=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=mixed; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=1,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o6187.json,"{""deviceTags"": [{""key"": ""tag1"", ""value"": ""value1""}, {""key"": ""tag2"", ""value"": ""value2""}], ""resultPath"": """"}"
combinators,allOf_satisfied_branch_count_bucket,2,Github_easy---o6187.json,Github_easy---o6187.json::test_00005,5,invalid,accepted,UNDER,allOf_satisfied_branch_count_bucket=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=mixed; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=2,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o6187.json,"{""deviceIds"": [], ""deviceTags"": [], ""resultPath"": ""/path/to/results""}"
combinators,allOf_satisfied_branch_count_bucket,2,Github_easy---o12649.json,Github_easy---o12649.json::test_00003,3,invalid,rejected,CORRECT_INVALID,allOf_satisfied_branch_count_bucket=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=0; combinator_type=allOf; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o12649.json,"{""billing_address"": {""street_address"": null}, ""shipping_address"": {""street_address"": ""456 Elm St"", ""type"": ""residential""}}"
combinators,allOf_satisfied_branch_count_bucket,2,Github_easy---o12649.json,Github_easy---o12649.json::test_00004,4,invalid,rejected,CORRECT_INVALID,allOf_satisfied_branch_count_bucket=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=0; combinator_type=allOf; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o12649.json,"{""billing_address"": {""street_address"": 123}, ""shipping_address"": {""street_address"": ""456 Elm St"", ""type"": ""residential""}}"
combinators,allOf_satisfied_branch_count_bucket,2,Github_easy---o27074.json,Github_easy---o27074.json::test_00004,4,invalid,rejected,CORRECT_INVALID,allOf_satisfied_branch_count_bucket=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=mixed; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o27074.json,"{""default"": {""arguments"": ""Hello, World!"", ""command"": ""echo"", ""description"": ""Print a message to the console"", ""options"": {""newline"": ""true""}}, ""iterations"": [{""arguments"": [""-l"", ""-a""], ""command"": ""ls"", ""description"": ""List files in the current directory"",..."
combinators,allOf_satisfied_branch_ratio,0.5,Github_easy---o12649.json,Github_easy---o12649.json::test_00001,1,invalid,accepted,UNDER,allOf_satisfied_branch_ratio=0.5; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=0; combinator_type=allOf; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o12649.json,"{""billing_address"": {""street_address"": ""123 Main St""}, ""shipping_address"": {""street_address"": ""456 Elm St"", ""type"": ""invalid""}}"
combinators,allOf_satisfied_branch_ratio,0.5,Github_easy---o12649.json,Github_easy---o12649.json::test_00002,2,invalid,accepted,UNDER,allOf_satisfied_branch_ratio=0.5; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=0; combinator_type=allOf; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o12649.json,"{""billing_address"": {""street_address"": ""123 Main St""}, ""shipping_address"": {""street_address"": ""456 Elm St"", ""type"": ""other""}}"
combinators,allOf_satisfied_branch_ratio,0.5,Github_easy---o25976.json,Github_easy---o25976.json::test_00001,1,invalid,accepted,UNDER,allOf_satisfied_branch_ratio=0.5; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=allOf; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o25976.json,"{""value"": {""value1"": ""example string""}}"
combinators,allOf_satisfied_branch_ratio,0.5,Github_easy---o27074.json,Github_easy---o27074.json::test_00002,2,invalid,rejected,CORRECT_INVALID,allOf_satisfied_branch_ratio=0.5; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=mixed; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o27074.json,"{""default"": {""arguments"": ""Hello, World!"", ""description"": ""Print a message to the console"", ""options"": {""newline"": ""true""}}, ""iterations"": [{""arguments"": [""-l"", ""-a""], ""command"": ""ls"", ""description"": ""List files in the current directory"", ""options"": {""sort""..."
combinators,allOf_satisfied_branch_ratio,0.5,Github_easy---o27074.json,Github_easy---o27074.json::test_00003,3,invalid,rejected,CORRECT_INVALID,allOf_satisfied_branch_ratio=0.5; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=mixed; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o27074.json,"{""default"": {""arguments"": {""key"": ""value""}, ""command"": ""echo"", ""description"": ""Print a message to the console"", ""options"": {""newline"": ""true""}}, ""iterations"": [{""arguments"": [""-l"", ""-a""], ""command"": ""ls"", ""description"": ""List files in the current directory""..."
combinators,allOf_satisfied_branch_ratio,0.5,Github_easy---o27074.json,Github_easy---o27074.json::test_00005,5,invalid,rejected,CORRECT_INVALID,allOf_satisfied_branch_ratio=0.5; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=mixed; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o27074.json,"{""default"": {""arguments"": ""Hello, World!"", ""command"": ""echo"", ""description"": ""Print a message to the console"", ""options"": {""newline"": true}}, ""iterations"": [{""arguments"": [""-l"", ""-a""], ""command"": ""ls"", ""description"": ""List files in the current directory"", ""..."
combinators,oneOf_satisfied_branch_count,2,Github_easy---o68296.json,Github_easy---o68296.json::test_00001,1,invalid,accepted,UNDER,oneOf_satisfied_branch_count=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=oneOf; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=2; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o68296.json,"{""placement"": ""placement_123"", ""placement_code"": ""placement_code_123""}"
combinators,oneOf_satisfied_branch_count,2,Github_easy---o68296.json,Github_easy---o68296.json::test_00002,2,invalid,accepted,UNDER,oneOf_satisfied_branch_count=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=oneOf; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=2; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o68296.json,"{""placement"": """", ""placement_code"": """"}"
combinators,oneOf_satisfied_branch_count,2,Github_easy---o68297.json,Github_easy---o68297.json::test_00001,1,invalid,accepted,UNDER,oneOf_satisfied_branch_count=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=oneOf; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=2; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o68297.json,"{""appId"": ""12345"", ""appIds"": {""video"": ""67890""}, ""bidfloor"": 1.5, ""videoResponseType"": ""nurl""}"
combinators,oneOf_satisfied_branch_count,2,Github_easy---o39084.json,Github_easy---o39084.json::test_00002,2,invalid,rejected,CORRECT_INVALID,oneOf_satisfied_branch_count=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=oneOf; combinator_branch_count_bucket=3; oneOf_satisfied_branch_count_bucket=2; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o39084.json,"{""$schema"": ""https://json-schema.org/draft-07/schema#"", ""$tool"": ""replace-in-file"", ""allowEmptyPaths"": false, ""encoding"": ""utf-8"", ""files"": [""path/to/file1.txt"", ""path/to/file2.txt"", 12345], ""from"": [""old-string-1"", ""old-string-2""], ""to"": [""new-string-1"", ""..."
combinators,oneOf_satisfied_branch_count,2,Github_easy---o39084.json,Github_easy---o39084.json::test_00003,3,invalid,rejected,CORRECT_INVALID,oneOf_satisfied_branch_count=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=0; combinator_type=oneOf; combinator_branch_count_bucket=3; oneOf_satisfied_branch_count_bucket=2; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o39084.json,"{""$schema"": ""https://json-schema.org/draft-07/schema#"", ""$tool"": ""replace-in-file"", ""allowEmptyPaths"": false, ""encoding"": ""utf-8"", ""extra-key"": ""value"", ""files"": [""path/to/file1.txt"", ""path/to/file2.txt""], ""from"": [""old-string-1"", 123], ""to"": [""new-string-1..."
combinators,oneOf_satisfied_branch_count,2,Github_hard---o23230.json,Github_hard---o23230.json::test_00002,2,invalid,rejected,CORRECT_INVALID,oneOf_satisfied_branch_count=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=false; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=oneOf; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=2; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_hard---o23230.json,"{""date"": ""2022-01-01T12:00:00Z"", ""description"": ""Example data"", ""generator"": {""creator"": ""Example Creator"", ""program"": ""Example Program""}, ""image"": {""bounds"": {""data"": [""data:text/x-worldfile;...""], ""pixel_height"": 768, ""pixel_units"": ""meters"", ""pixel_width..."
combinators,oneOf_satisfied_branch_count_bucket,2,Github_easy---o68296.json,Github_easy---o68296.json::test_00001,1,invalid,accepted,UNDER,oneOf_satisfied_branch_count_bucket=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=oneOf; combinator_branch_count_bucket=2; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o68296.json,"{""placement"": ""placement_123"", ""placement_code"": ""placement_code_123""}"
combinators,oneOf_satisfied_branch_count_bucket,2,Github_easy---o68296.json,Github_easy---o68296.json::test_00002,2,invalid,accepted,UNDER,oneOf_satisfied_branch_count_bucket=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=oneOf; combinator_branch_count_bucket=2; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o68296.json,"{""placement"": """", ""placement_code"": """"}"
combinators,oneOf_satisfied_branch_count_bucket,2,Github_easy---o68297.json,Github_easy---o68297.json::test_00001,1,invalid,accepted,UNDER,oneOf_satisfied_branch_count_bucket=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=oneOf; combinator_branch_count_bucket=2; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o68297.json,"{""appId"": ""12345"", ""appIds"": {""video"": ""67890""}, ""bidfloor"": 1.5, ""videoResponseType"": ""nurl""}"
combinators,oneOf_satisfied_branch_count_bucket,2,Github_easy---o39084.json,Github_easy---o39084.json::test_00002,2,invalid,rejected,CORRECT_INVALID,oneOf_satisfied_branch_count_bucket=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=oneOf; combinator_branch_count_bucket=3; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o39084.json,"{""$schema"": ""https://json-schema.org/draft-07/schema#"", ""$tool"": ""replace-in-file"", ""allowEmptyPaths"": false, ""encoding"": ""utf-8"", ""files"": [""path/to/file1.txt"", ""path/to/file2.txt"", 12345], ""from"": [""old-string-1"", ""old-string-2""], ""to"": [""new-string-1"", ""..."
combinators,oneOf_satisfied_branch_count_bucket,2,Github_easy---o39084.json,Github_easy---o39084.json::test_00003,3,invalid,rejected,CORRECT_INVALID,oneOf_satisfied_branch_count_bucket=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=0; combinator_type=oneOf; combinator_branch_count_bucket=3; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_easy---o39084.json,"{""$schema"": ""https://json-schema.org/draft-07/schema#"", ""$tool"": ""replace-in-file"", ""allowEmptyPaths"": false, ""encoding"": ""utf-8"", ""extra-key"": ""value"", ""files"": [""path/to/file1.txt"", ""path/to/file2.txt""], ""from"": [""old-string-1"", 123], ""to"": [""new-string-1..."
combinators,oneOf_satisfied_branch_count_bucket,2,Github_hard---o23230.json,Github_hard---o23230.json::test_00002,2,invalid,rejected,CORRECT_INVALID,oneOf_satisfied_branch_count_bucket=2; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=false; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=oneOf; combinator_branch_count_bucket=2; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_hard---o23230.json,"{""date"": ""2022-01-01T12:00:00Z"", ""description"": ""Example data"", ""generator"": {""creator"": ""Example Creator"", ""program"": ""Example Program""}, ""image"": {""bounds"": {""data"": [""data:text/x-worldfile;...""], ""pixel_height"": 768, ""pixel_units"": ""meters"", ""pixel_width..."
not,instance_satisfies_not_subschema,true,Github_hard---o32451.json,Github_hard---o32451.json::test_00002,2,invalid,accepted,UNDER,instance_satisfies_not_subschema=true; numeric_boundary_case=not_applicable; numeric_target_type=absent; numeric_parent_keyword=absent; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=mixed; combinator_branch_count_bucket=4-5; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=1,/home/berrais/stage/jsonschemabench/maskbench/data/Github_hard---o32451.json,"{""Changes"": [{""Action"": ""EditImage"", ""Enabled"": true, ""FromArea"": {""Height"": 64, ""Width"": 64, ""X"": 0, ""Y"": 0}, ""FromFile"": ""assets/dinosaur.png"", ""LogName"": ""Dinosaur Image Patch"", ""PatchMode"": ""Replace"", ""Target"": ""Animals/Dinosaur.xnb"", ""ToArea"": {""Height..."
not,instance_satisfies_not_subschema,true,Github_hard---o65670.json,Github_hard---o65670.json::test_00001,1,invalid,accepted,UNDER,instance_satisfies_not_subschema=true; numeric_boundary_case=not_applicable; numeric_target_type=integer; numeric_parent_keyword=mixed; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=allOf; combinator_branch_count_bucket=2; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_hard---o65670.json,"{""app"": {""aid"": ""1234567890"", ""bundle"": ""com.example.app"", ""cat"": [""IAB1"", ""IAB2""], ""domain"": ""example.com"", ""keywords"": ""example, app, keywords"", ""name"": ""Example App"", ""paid"": 1, ""pdomain"": ""example.com"", ""pid"": ""1234567890"", ""pub"": ""Example Publisher"", ""..."
