context_family,context_feature,context_value,schema_id,test_id,test_index,expected_validity,outlines_result,failure_type,important_feature_values,schema_path,instance_preview
numeric,numeric_has_default,true,Github_medium---o20531.json,Github_medium---o20531.json::test_00002,2,invalid,rejected,CORRECT_INVALID,numeric_has_default=true; numeric_boundary_case=inside_range; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o20531.json,"{""_id"": ""task-12345"", ""assignees"": [""John Doe"", ""Jane Smith""], ""category"": ""This is a very long category that exceeds the maxLength limit of 50"", ""created"": ""2022-01-01T12:00:00.000Z"", ""draft"": false, ""due_date"": ""2022-01-15T12:00:00.000Z"", ""list"": ""Work Ta..."
numeric,numeric_has_default,true,Github_medium---o20531.json,Github_medium---o20531.json::test_00003,3,invalid,rejected,CORRECT_INVALID,numeric_has_default=true; numeric_boundary_case=inside_range; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o20531.json,"{""_id"": ""task-12345"", ""assignees"": [""John Doe"", ""Jane Smith"", 123], ""category"": ""Work"", ""created"": ""2022-01-01T12:00:00.000Z"", ""draft"": false, ""due_date"": ""2022-01-15T12:00:00.000Z"", ""list"": ""Work Tasks"", ""parent_task"": """", ""percentage_completed"": 20, ""prio..."
numeric,numeric_target_type,mixed,Github_medium---o1262.json,Github_medium---o1262.json::test_00003,3,invalid,accepted,UNDER,numeric_target_type=mixed; numeric_boundary_case=below_min; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o1262.json,"{""age"": -1, ""attributes"": {""aliases"": [""Space Monkey"", ""Galactic Travel""], ""episodes"": -1, ""isReal"": true}, ""firstName"": ""John"", ""id"": 0, ""isAlive"": true, ""lastName"": ""Doe"", ""projects"": [""Space Expedition"", ""Galaxy Research""]}"
numeric,numeric_target_type,mixed,Github_medium---o1262.json,Github_medium---o1262.json::test_00005,5,invalid,accepted,UNDER,numeric_target_type=mixed; numeric_boundary_case=below_min; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o1262.json,"{""age"": 30, ""attributes"": {""aliases"": [""Space Monkey"", ""Galactic Travel""], ""episodes"": 10, ""isReal"": true}, ""firstName"": ""John"", ""id"": 0, ""isAlive"": true, ""lastName"": ""Doe"", ""projects"": [""Space Expedition"", ""Galaxy Research""]}"
numeric,numeric_target_type,mixed,Github_medium---o1262.json,Github_medium---o1262.json::test_00009,9,invalid,accepted,UNDER,numeric_target_type=mixed; numeric_boundary_case=below_min; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o1262.json,"{""age"": -1, ""attributes"": {""aliases"": [""JD"", ""Johnnie""], ""episodes"": -1, ""isReal"": true}, ""firstName"": ""John"", ""id"": 0, ""isAlive"": true, ""lastName"": ""Doe"", ""projects"": [""Project Alpha"", ""Project Beta""]}"
numeric,numeric_target_type,mixed,Github_medium---o1262.json,Github_medium---o1262.json::test_00001,1,invalid,rejected,CORRECT_INVALID,numeric_target_type=mixed; numeric_boundary_case=equal_min; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o1262.json,"{""age"": 30, ""attributes"": {""aliases"": [""Space Monkey"", ""Galactic Travel Galactic""], ""episodes"": 10, ""isReal"": true}, ""firstName"": ""JohnDoeJohnDoe"", ""id"": 1, ""isAlive"": true, ""lastName"": ""Doe"", ""projects"": [""Space Expedition"", ""Galaxy Research""]}"
numeric,numeric_target_type,mixed,Github_medium---o1262.json,Github_medium---o1262.json::test_00002,2,invalid,rejected,CORRECT_INVALID,numeric_target_type=mixed; numeric_boundary_case=equal_min; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o1262.json,"{""age"": 30, ""attributes"": {""aliases"": [""Space Monkey"", ""Galactic Travel""], ""episodes"": 10, ""isReal"": true}, ""firstName"": ""John"", ""id"": 1, ""isAlive"": true, ""lastName"": ""Doe"", ""projects"": [""Space Expedition"", ""Galaxy Research"", ""Space Expedition 2"", ""Galaxy R..."
numeric,numeric_target_type,mixed,Github_medium---o1262.json,Github_medium---o1262.json::test_00004,4,invalid,rejected,CORRECT_INVALID,numeric_target_type=mixed; numeric_boundary_case=equal_min; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o1262.json,"{""age"": 30, ""attributes"": {""aliases"": [""Space Monkey"", ""Galactic Travel""], ""episodes"": 10, ""isReal"": true}, ""firstName"": ""John"", ""id"": 1, ""isAlive"": true, ""lastName"": ""Doe"", ""projects"": []}"
numeric,numeric_boundary_case,above_max,Github_medium---o12610.json,Github_medium---o12610.json::test_00001,1,invalid,accepted,UNDER,numeric_boundary_case=above_max; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o12610.json,"{""channel"": 166, ""htmode"": ""HT40+"", ""hwmode"": ""11g"", ""id"": ""pci-wifi-1"", ""rx_stbc"": 2, ""short_gi_20"": true, ""short_gi_40"": true, ""short_gi_80"": true, ""tx_stbc"": 2}"
numeric,numeric_boundary_case,above_max,Github_medium---o12610.json,Github_medium---o12610.json::test_00002,2,invalid,accepted,UNDER,numeric_boundary_case=above_max; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o12610.json,"{""channel"": 166, ""htmode"": ""HT40+"", ""hwmode"": ""11g"", ""id"": ""pci-wifi-1"", ""rx_stbc"": 1, ""short_gi_20"": true, ""short_gi_40"": true, ""short_gi_80"": true, ""tx_stbc"": 1}"
numeric,numeric_boundary_case,above_max,Github_medium---o17417.json,Github_medium---o17417.json::test_00001,1,invalid,accepted,UNDER,numeric_boundary_case=above_max; numeric_target_type=mixed; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o17417.json,"{""antennaAzimuth"": 90, ""antennaBeamwidth"": 60, ""antennaDowntilt"": 10, ""antennaGain"": 15, ""antennaModel"": ""Antenna Model ABC"", ""eirpCapability"": 30, ""height"": 10, ""heightType"": ""AGL"", ""horizontalAccuracy"": 5, ""indoorDeployment"": false, ""latitude"": 91, ""longi..."
numeric,numeric_boundary_case,above_max,Github_medium---o12562.json,Github_medium---o12562.json::test_00001,1,invalid,rejected,CORRECT_INVALID,numeric_boundary_case=above_max; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o12562.json,"{""AS"": ""AS12345"", ""confidence"": 101, ""country"": ""US"", ""direction"": ""outbound"", ""first_seen"": 1643723400000, ""last_seen"": 1643723400000, ""minimum keyword constraint violation"": ""share_level"", ""sources"": [""https://example.com/source1"", ""https://example.com/so..."
numeric,numeric_boundary_case,above_max,Github_medium---o12562.json,Github_medium---o12562.json::test_00002,2,invalid,rejected,CORRECT_INVALID,numeric_boundary_case=above_max; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=2; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o12562.json,"{"""": true, "" "": true, ""$"": true, ""$_invalidProp"": true, ""-1"": true, ""1.0"": true, ""123"": true, ""123abc"": true, ""AS"": ""AS12345"", ""_invalidProp"": true, ""a"": true, ""b"": true, ""c"": true, ""confidence"": 101, ""country"": ""USA"", ""direction"": ""outbound"", ""first_seen"":..."
numeric,numeric_boundary_case,above_max,Github_medium---o20531.json,Github_medium---o20531.json::test_00001,1,invalid,rejected,CORRECT_INVALID,numeric_boundary_case=above_max; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o20531.json,"{""Changed from 20 to 101, which is higher than the maximum of 100"": 101, ""Changed from 3 to 6, which is higher than the maximum of 5"": ""percentage_completed"", ""_id"": ""task-12345"", ""assignees"": [""John Doe"", ""Jane Smith""], ""category"": ""Work"", ""created"": ""2022..."
numeric,numeric_target_type,number,Github_medium---o12458.json,Github_medium---o12458.json::test_00002,2,invalid,accepted,UNDER,numeric_target_type=number; numeric_boundary_case=not_applicable; numeric_parent_keyword=$defs; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=3; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o12458.json,"{""p10_single"": {""Invalid: minVolume is less than 0"": """", ""channels"": 1, ""defaultAspirateFlowRate"": {""max"": 15, ""min"": 5, ""value"": 10}, ""defaultBlowOutFlowRate"": {""max"": 30, ""min"": 10, ""value"": 20}, ""defaultDispenseFlowRate"": {""max"": 15, ""min"": 5, ""value"": 1..."
numeric,numeric_target_type,number,Github_medium---o12458.json,Github_medium---o12458.json::test_00003,3,invalid,accepted,UNDER,numeric_target_type=number; numeric_boundary_case=not_applicable; numeric_parent_keyword=$defs; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=3; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o12458.json,"{""p10_single"": {""channels"": 1, ""defaultAspirateFlowRate"": {""max"": 15, ""min"": 5, ""value"": 10}, ""defaultBlowOutFlowRate"": {""max"": 30, ""min"": 10, ""value"": 20}, ""defaultDispenseFlowRate"": {""max"": 15, ""min"": 5, ""value"": 10}, ""displayCategory"": ""GEN1"", ""displayNa..."
numeric,numeric_target_type,number,Github_medium---o12458.json,Github_medium---o12458.json::test_00004,4,invalid,accepted,UNDER,numeric_target_type=number; numeric_boundary_case=not_applicable; numeric_parent_keyword=$defs; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=1; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o12458.json,"{""p10_single"": {""channels"": 1, ""defaultAspirateFlowRate"": {""max"": 15, ""min"": 5, ""value"": 10}, ""defaultBlowOutFlowRate"": {""max"": 30, ""min"": 10, ""value"": 20}, ""defaultDispenseFlowRate"": {""max"": 15, ""min"": 5, ""value"": 10}, ""displayCategory"": ""GEN1"", ""displayNa..."
numeric,numeric_target_type,number,Github_medium---o14421.json,Github_medium---o14421.json::test_00002,2,invalid,rejected,CORRECT_INVALID,numeric_target_type=number; numeric_boundary_case=not_applicable; numeric_parent_keyword=items; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o14421.json,"{""Sensor"": {""assetId"": ""Sensor-123"", ""correctedMeasure"": 10.8, ""geometry"": {""coordinates"": [37.7749, 180.1], ""type"": ""Point""}, ""groupId"": ""Group-1"", ""measure"": 10.5, ""sensorMeasure"": 10.2, ""timestamp"": {""$date"": ""2022-01-01T12:00:00+14:00""}}}"
numeric,numeric_target_type,number,Github_medium---o17482.json,Github_medium---o17482.json::test_00003,3,invalid,rejected,CORRECT_INVALID,numeric_target_type=number; numeric_boundary_case=multiple_ok; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=true; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o17482.json,"{""annualInvestmentAllowance"": -5000.0, ""businessPremisesRenovationAllowance"": 2000.0, ""costOfReplacingDomesticItems"": 1500.0, ""extraProperty"": 1000.0, ""otherCapitalAllowance"": 2500.0, ""zeroEmissionsGoodsVehicleAllowance"": 1000.0}"
numeric,numeric_target_type,number,Github_medium---o17602.json,Github_medium---o17602.json::test_00001,1,invalid,rejected,CORRECT_INVALID,numeric_target_type=number; numeric_boundary_case=equal_min; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o17602.json,"{""booleanAnnotationDefaultValue"": ""string"", ""booleanAnnotationWithFalse"": ""string"", ""booleanAnnotationWithTrue"": ""string"", ""dateTime"": ""2022-01-01T00:00:00Z"", ""email"": ""example@example.com"", ""examples"": ""foo"", ""hostname"": ""example.com"", ""ipv4"": ""192.168.1.1..."
numeric,numeric_property_required,true,Github_medium---o10518.json,Github_medium---o10518.json::test_00002,2,invalid,accepted,UNDER,numeric_property_required=true; numeric_boundary_case=below_min; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o10518.json,"{""shiporder"": {""invoiceid"": ""INV001"", ""item"": [{""note"": [""Special handling required""], ""price"": 10.99, ""quantity"": 0, ""title"": ""Product A""}, {""price"": 5.99, ""quantity"": 1, ""title"": ""Product B""}], ""orderid"": ""ORD001"", ""orderperson"": ""John Doe"", ""shipto"": {""a..."
numeric,numeric_property_required,true,Github_medium---o10518.json,Github_medium---o10518.json::test_00004,4,invalid,accepted,UNDER,numeric_property_required=true; numeric_boundary_case=below_min; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o10518.json,"{""shiporder"": {""invoiceid"": ""INV001"", ""item"": [{""note"": [""Special instructions for Product A""], ""price"": 10.99, ""quantity"": 0, ""title"": ""Product A""}, {""note"": [""Special instructions for Product B"", ""Additional note for Product B""], ""price"": 5.99, ""quantity""..."
numeric,numeric_property_required,true,Github_medium---o12605.json,Github_medium---o12605.json::test_00002,2,invalid,accepted,UNDER,numeric_property_required=true; numeric_boundary_case=below_min; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o12605.json,"{""dhcp"": {""leasetime"": ""2h"", ""limit"": 0, ""start"": -1}, ""dns"": [""8.8.8.8"", ""8.8.4.4""], ""intfName"": ""eth0"", ""ipv4_network"": ""192.168.1.0/24"", ""type"": ""wifi"", ""vlan_id"": 0}"
numeric,numeric_property_required,true,Github_medium---o10517.json,Github_medium---o10517.json::test_00001,1,invalid,rejected,CORRECT_INVALID,numeric_property_required=true; numeric_boundary_case=not_applicable; numeric_target_type=integer; numeric_parent_keyword=properties; additionalProperties_value=absent; instance_has_unmatched_keys=false; instance_matching_pattern_keys_count_bucket=0; combinator_type=absent; combinator_branch_count_bucket=0; oneOf_satisfied_branch_count_bucket=0; anyOf_satisfied_branch_count_bucket=0,/home/berrais/stage/jsonschemabench/maskbench/data/Github_medium---o10517.json,"{""purchaseOrder"": {""billTo"": {""city"": ""Anytown"", ""country"": ""US"", ""name"": ""John Doe"", ""state"": ""CA"", ""street"": ""123 Maple Street"", ""zip"": 12345}, ""comment"": ""Special instructions for this order"", ""items"": {""item"": [{""USPrice"": 10.99, ""comment"": ""This is a c..."
